mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC logCPM PValue FDR chr start end strand de
scaffold_19_1099882_1099887_+ 6.6908328296795 6.69174823020639 5.11404316962188 7.25172591599535 6.10662448311238 0.0669742607944461 8.0322965811464 5.89195824854284 -0.111278398353443 3.15775271180734 0.910917977402947 0.981556742462781 scaffold_19 1099882 1099887 + 0
scaffold_19_1101628_1101629_+ 0 0 10.8149228092445 0.0208858406872403 5.57715881192215 5.70597306160707 0.0111805314912278 0.0281951456932019 0.30838720766659 2.45310563421108 0.90369220462718 0.97720056490587 scaffold_19 1101628 1101629 + 0
scaffold_19_1101820_1101891_+ 5.66993150004191 0 6.07349800494572 1.38777878078145e-17 1.38777878078145e-17 5.94702970336116 5.19312905932554 5.55582939747962 5.03988728665202 2.66907737434574 0.00566009524564538 0.0170522928658009 scaffold_19 1101820 1101891 + 0
scaffold_19_1106087_1106101_+ 18.7080994591046 18.8251436684661 15.8280596669246 15.151757218211 11.0701702341423 18.056732558786 14.1416937966792 17.3775865890779 0.437068705701489 4.38572975836329 0.332957350196263 0.486903815068248 scaffold_19 1106087 1106101 + 0
scaffold_19_1112499_1112521_+ 1699.78207160904 1945.00211707306 1388.75886459548 2627.56871519628 2438.28403366079 2452.56426553531 1745.33866952694 1522.60530763349 -0.594146884597794 11.151999006314 0.0109326079828416 0.0298463128925672 scaffold_19 1112499 1112521 + 0
scaffold_19_1113147_1113160_+ 22.9765805673583 38.2890509352831 27.4179452930627 12.3920997498083 10.251973647166 7.13949775149074 0.0249978708010152 6.78752809529938 1.37572322886223 4.37710451031724 0.000847421159903016 0.00314249441780496 scaffold_19 1113147 1113160 + 1
scaffold_19_1113291_1113304_+ 6.76500366155787 5.92407667293871 5.73231753094611 6.2314439127461 10.7704110641386 11.416981618972 0.0211858414154251 0.0535027247370505 -0.459083767972014 3.18025148983409 0.514332673746684 0.668809809317135 scaffold_19 1113291 1113304 + 0
scaffold_19_1113690_1113693_+ 6.83604380058823 6.94650154691239 4.84845732426698 14.6326314268587 11.9794987376237 8.61006313990673 7.66273347180238 0.0731454929383291 -1.08286497965127 3.47455391524455 0.0341485746990888 0.0790845886197 scaffold_19 1113690 1113693 + 0
scaffold_19_1113797_1113834_+ 59.177958745572 54.1615668659532 52.9986709657364 41.4739301638589 54.6682880610263 70.4059330558508 29.6688664321058 41.1510415737221 0.205840061918648 5.91634922344934 0.507748897779549 0.66355326310179 scaffold_19 1113797 1113834 + 0
scaffold_19_1113986_1114128_+ 58.8415603918556 56.6990437298496 45.8076433056179 49.7966810029658 68.6787541582598 44.2074540511789 39.1880055175181 30.8184462597467 -0.138615344517963 5.88342477950675 0.646344769404765 0.785784239117564 scaffold_19 1113986 1114128 + 0
scaffold_19_1114267_1114419_+ 40.5193383359152 52.4623045961362 40.6163559589122 37.5842568224391 78.703665639162 37.346975653478 28.9015525694566 14.0776428540226 -0.383175251825335 5.63971190556383 0.204066085686899 0.337667362780256 scaffold_19 1114267 1114419 + 0
scaffold_19_1117972_1118066_+ 12.715831938296 12.7795579453416 22.0268145597618 15.4463111182273 16.664571845811 11.2804948048522 14.5012029501075 15.6885726777966 -0.019265708477145 4.30184051994177 1 1 scaffold_19 1117972 1118066 + 0
scaffold_19_1268689_1268695_+ 19.9806472456541 16.627926102273 21.4073952247021 33.7644864480776 30.1432516800932 22.684911131075 22.9639145730638 24.7718918579765 -0.720785219536932 4.89773831977897 0.0430869912506303 0.0965144812813832 scaffold_19 1268689 1268695 + 0
scaffold_19_1300585_1300630_+ 12.5817205423191 10.2019587709057 14.1140102439925 13.0836098537961 16.5326393462681 16.1339994512809 11.4659687705002 19.3484155977892 -0.264652721661049 4.21135072679593 0.627731756325695 0.770050894430135 scaffold_19 1300585 1300630 + 0
scaffold_19_1303470_1303478_+ 51.0708124440189 54.3233023610531 53.8107363061623 38.3994297197046 38.973380831089 38.0650294103973 62.6784275863289 56.0159487247819 0.455117453346229 5.88022932062435 0.157500650099 0.277959986127923 scaffold_19 1303470 1303478 + 0
scaffold_19_1303643_1303647_+ 9.72242608636256 7.48084787638554 0 6.86391309363534 6.90113303391663 9.88570280192615 11.2920326649246 0.0913367099224853 -0.270361067303898 3.2874820951592 0.807068759630014 0.909314138007572 scaffold_19 1303643 1303647 + 0
scaffold_19_1383997_1384003_+ 6.09836038961457 5.78833711710546 7.22758719582667 6.72748852537321 6.10220177895766 0.0684896598694649 8.03396240763161 6.25496732447028 -0.00799484814140609 3.16900658655592 1 1 scaffold_19 1383997 1384003 + 0
scaffold_19_1387001_1387058_+ 25.6243693589357 27.7194218701845 27.8997869964153 23.6001329060757 19.5727339357133 24.5050760445942 26.9786608040761 22.613203551715 0.325862247634838 4.94899303850985 0.418836583358325 0.576321717484341 scaffold_19 1387001 1387058 + 0
scaffold_19_3641_3662_- 103.895033981025 61.2402110923206 86.8677680245981 162.078780634414 112.764315936946 172.874788277372 176.082858111382 185.344474858504 -0.709634805118185 7.2694866722321 0.00753360191319616 0.0217803070243265 scaffold_19 3641 3662 - 0
scaffold_19_16842_16853_- 18.544260221204 17.4550885394983 30.1162596569418 20.9193583934611 38.5290296449331 21.9928425035577 33.5959260474677 32.8791400218221 -0.429453221205635 5.04109875923377 0.237041433549773 0.377693106477922 scaffold_19 16842 16853 - 0
scaffold_19_22931_22932_- 5.00493247947666 6.56106767673449 7.14334375985275 8.58690990243142 9.87966694596123 0.0281708319946138 0.0106867211273046 5.43062373504889 -0.555217282256279 3.08430370119464 0.326350521856911 0.480111824760206 scaffold_19 22931 22932 - 0
scaffold_19_23144_23148_- 12.6583252279694 11.7335413355168 12.0926114904923 16.1118973920316 18.4959623387802 6.01362613306113 9.30928247022474 9.41084052448299 -0.503463829194659 4.00803511054481 0.249424571059386 0.392442893556509 scaffold_19 23144 23148 - 0
scaffold_19_196128_196133_- 70.9916443296226 62.356718795294 81.5404122412986 55.4181104949908 121.665667398728 64.1467196179976 138.205807989045 96.9702169087123 -0.305132576993836 6.66478316591741 0.274565949924165 0.422469789676302 scaffold_19 196128 196133 - 0
scaffold_19_222955_222981_- 5.3118627379069 6.0664824501187 5.83238728236953 7.37713747860488 5.30971948755446 0.0287836441264031 5.42964465209308 0.027534102299779 -0.140365172724473 2.90009309660828 0.960814330499891 1 scaffold_19 222955 222981 - 0
scaffold_19_233837_233894_- 134.478042900307 151.473681216215 146.842292594478 98.0204896350337 91.4172100967166 87.1115057562149 95.8389371658054 77.600902621847 0.606453589935161 7.01745099843734 0.0260944772931504 0.0629370114344268 scaffold_19 233837 233894 - 0
scaffold_19_237538_237684_- 104.600556060066 105.511692534914 109.864669106611 34.1773596267177 34.7197271928159 48.9572186184932 62.7894386949949 53.6742109141292 1.62728612746962 6.36703025719788 1.22368673015416e-07 1.10077755946641e-06 scaffold_19 237538 237684 - 1
scaffold_19_250631_250706_- 47.8011186126332 49.7265567969216 51.681885247993 26.8444114830686 42.2280000512778 27.4197044566841 45.4054198057632 45.9784241883248 0.525232893731038 5.66978051716548 0.114374967994017 0.216242164701648 scaffold_19 250631 250706 - 0
scaffold_19_300403_300436_- 16.9275546245639 11.5031240135876 20.1688310842311 66.0391197790934 95.6751906137627 11.7960248764894 15.1975512438731 25.5446501688346 -2.3109698107038 5.311585134159 6.95422127472397e-13 1.57366300534476e-11 scaffold_19 300403 300436 - 1
scaffold_19_384168_384178_- 48.9220345880916 43.9871950946975 48.0664111954777 42.2202331495188 41.2798091852284 48.9733583129819 48.6969537647821 44.0771442379054 0.170375533659027 5.77993414755257 0.620226411667372 0.764805709615991 scaffold_19 384168 384178 - 0
scaffold_19_385168_385204_- 15.2345258205788 15.7547067388915 11.0831854527774 15.9829131542831 18.9517196168562 12.8547940790532 16.6937746027828 12.7996299781687 -0.313054643323155 4.2799640182506 0.461680243171811 0.618428034230275 scaffold_19 385168 385204 - 0
scaffold_19_386853_386947_- 16.5110296124167 15.3324559970467 14.3009189617952 17.1283112435349 12.4528725787436 15.9805063006407 13.7397034484986 11.8885597837001 0.0564972266256267 4.26187739474851 0.995111585287148 1 scaffold_19 386853 386947 - 0
scaffold_19_403196_403198_- 11.9233825633255 10.7090570047868 14.4645207912325 14.2417984198024 12.4331620080117 6.53847947085958 7.48808585756647 6.48974183128608 -0.107678077731542 3.85681087966164 0.905173968949268 0.977660853395248 scaffold_19 403196 403198 - 0
scaffold_19_423175_423248_- 17.8012299359717 16.7082718203397 14.1074275318853 31.9050315419475 25.674929225358 44.2793661586595 31.374110919251 52.2248898956625 -0.823848718896456 5.15195439158285 0.027039530919321 0.0649529958423253 scaffold_19 423175 423248 - 0
scaffold_19_428008_428041_- 9.72350680174116 10.2695158746064 10.0353564402314 13.3214568815885 12.0841741750539 11.2201267002702 9.52596149198722 12.5505864219567 -0.338958991835273 3.90751261338362 0.526915576889693 0.68078325932869 scaffold_19 428008 428041 - 0
scaffold_19_443166_443174_- 6.30780327105848 5.64937979034029 8.18969383445928 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 5.82069221025092 2.42930637822336 9.74370965228264e-05 0.000452440471450954 scaffold_19 443166 443174 - 1
scaffold_19_452158_452163_- 125.284347586988 140.266805549311 117.063727909371 70.4089214150665 52.9491085139944 104.595881715358 75.5469507352547 86.0550852907558 1.04660384847134 6.82827846939031 0.000240231236584496 0.00101043976957452 scaffold_19 452158 452163 - 1
scaffold_19_474362_474408_- 18.4574908647148 12.7709647165498 17.3559098589263 36.1631061429986 38.5046606440516 11.1442328809143 11.7294860046732 15.1180680569581 -1.198687159 4.66532732534452 0.000808410544289843 0.00300878822094425 scaffold_19 474362 474408 - 1
scaffold_19_488485_488551_- 12.8202533214747 16.2524820362441 14.1477870915715 8.36704418794308 18.2044471075729 7.32304597284102 17.339390870248 11.6715265887867 0.117478285027043 4.13750486163464 0.805259704992826 0.908482115659422 scaffold_19 488485 488551 - 0
scaffold_19_504834_504895_- 21.9509305817858 20.6159558018901 24.0606951627201 16.8746945387292 13.9350663535492 19.4774269098018 21.8897871760697 18.8991466392138 0.524599539808763 4.64574381080631 0.207112855470991 0.341381923379686 scaffold_19 504834 504895 - 0
scaffold_19_560298_560304_- 10.6289587917852 10.9841581810668 13.3390187363851 10.2821660509927 8.41113114330356 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 0.314941079227357 3.35438595376824 0.56019809460638 0.710663659820202 scaffold_19 560298 560304 - 0
scaffold_19_562747_562750_- 19.0024585472563 11.4645612934137 7.51693595258198 6.41631301731564 0.0311554444289892 17.8284662084061 0.0427924895040714 8.70390775125422 1.92400143389298 3.6592682568975 0.00201274281492075 0.00684060407737407 scaffold_19 562747 562750 - 1
scaffold_19_569881_569950_- 50.2207503562155 52.3301172179172 53.3904948794544 34.2307055733625 50.6244928297487 41.5549797298485 49.4777586682799 60.5585699076133 0.292717097170848 5.87616594011664 0.372711725595969 0.529112435765196 scaffold_19 569881 569950 - 0
scaffold_19_576258_576334_- 82.9907202008784 90.489903334923 81.5740583553387 67.6385396587337 50.7643377990905 57.7326578004985 69.0334072547194 55.9311169964912 0.521257057004367 6.36591729410761 0.0723025442272575 0.148618653182512 scaffold_19 576258 576334 - 0
scaffold_19_583122_583142_- 115.706636457733 117.332930697695 143.520412511508 165.559869127621 269.903447447407 108.727567492085 159.714843800271 165.829527788477 -0.793943928770755 7.50118101310576 0.00175831873678858 0.00605920801919396 scaffold_19 583122 583142 - 1
scaffold_19_598924_598950_- 8.6648113961566 8.52462310826193 8.83761681240026 1.38777878078145e-17 1.38777878078145e-17 11.9379901976616 6.6498537379629 7.79967257138662 6.18466729615819 3.30699823551949 7.47758828330701e-06 4.54321488597347e-05 scaffold_19 598924 598950 - 1
scaffold_19_599389_599470_- 1570.45086455908 1770.23399052012 1503.42856294002 1253.39846818836 1096.33723733017 1812.59289993928 1599.15817957258 2189.5416965351 0.458737930748965 10.8463152367102 0.0581942222798174 0.124233074523141 scaffold_19 599389 599470 - 0
scaffold_19_606223_606229_- 16.1810026947398 21.139516367024 13.565964739654 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 7.1420359883799 3.32974599533315 3.25587431574858e-10 4.81897792983544e-09 scaffold_19 606223 606229 - 1
scaffold_19_624206_624233_- 8.99168131204045 10.1397789968373 11.0913466761281 6.45983740473493 5.30216141417573 6.02264928834816 6.98429351850761 0.0602458417501541 0.765617773095905 3.37230766811444 0.19009118622324 0.32005597706866 scaffold_19 624206 624233 - 0
scaffold_19_631532_631538_- 19.5615410485576 21.1291949620532 25.1185955185246 55.0198334813699 54.3837641831675 26.4838700813024 28.054922089126 31.225993240629 -1.31319916812515 5.30595825874586 4.06996297976811e-05 0.000207610658095836 scaffold_19 631532 631538 - 1
scaffold_19_677883_677905_- 10.385080583413 11.296402613421 7.92622254809263 10.1653598138424 10.6909817383216 7.39872181938059 10.5654640790159 12.7088129286999 -0.07688772585839 3.80195732243158 1 1 scaffold_19 677883 677905 - 0
scaffold_19_693293_693344_- 24.3809268257466 17.2901473467123 30.3301777181455 31.1364010020989 30.1295083001923 35.9477196914281 45.3372460214173 51.888587717548 -0.350732703573825 5.33402866708126 0.32582354775117 0.480111824760206 scaffold_19 693293 693344 - 0
scaffold_19_706304_706336_- 10.2888357886108 9.61019900030227 12.2197677715114 9.49842077584861 8.86107322262884 20.099263626802 14.245531220459 18.8523792742808 0.220147223885266 4.09526477648409 0.759661680857823 0.875666164384788 scaffold_19 706304 706336 - 0
scaffold_19_709220_709233_- 7.43364568248815 9.30590872438521 8.05520514468785 1.38777878078145e-17 1.38777878078145e-17 7.02521955432986 6.41668712602207 0.0619635153291753 6.11596777740632 2.99226632276465 1.1387156311284e-05 6.68716336319522e-05 scaffold_19 709220 709233 - 1
scaffold_19_709880_709921_- 50.8934478151814 59.3059556784032 56.9921234577263 23.7361227015643 20.4874190414444 38.3758530078835 43.6886035292195 37.9604309306878 1.32913907893799 5.65045247445863 8.77160749456827e-05 0.000418170782383842 scaffold_19 709880 709921 - 1
scaffold_19_842266_842340_- 130.811293804464 138.950303776863 137.39744661186 160.021936238427 143.278863543979 116.746863431053 114.985096274106 113.056371656958 -0.159918335572512 7.26679920668843 0.536422067992902 0.689869401158338 scaffold_19 842266 842340 - 0
scaffold_19_862749_862778_- 13.6687949404591 11.7213776628769 12.3460949831252 22.2835221747147 18.879482062938 99.9016916963461 97.6896028359222 90.7005969023842 -0.704404717701807 5.7626956589326 0.096485400108108 0.188536354766038 scaffold_19 862749 862778 - 0
scaffold_19_935941_935956_- 19.3696457321099 17.5615143644747 15.6580944585611 14.2376782629253 11.748496553744 14.8966454091749 14.0376806567304 17.1711976981101 0.429213941828404 4.34157022911317 0.367800892728516 0.523674005963994 scaffold_19 935941 935956 - 0
scaffold_19_939437_939438_- 5.65491264238733 6.4229481827531 7.48816541005788 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 5.77971079898153 2.40564031106466 0.000151050145463002 0.000665287037737779 scaffold_19 939437 939438 - 1
scaffold_19_942910_942981_- 267.133249179273 289.168943989629 273.136718547122 201.257241935667 137.030708129578 274.34996317227 268.581392757684 256.271631444064 0.708453501130135 8.15542253502272 0.00598874817285274 0.0179310269462392 scaffold_19 942910 942981 - 0
scaffold_19_945651_945694_- 35.1552085647502 37.2468620487505 36.9028069174135 54.1199899919248 61.7095765647056 36.4939572543767 53.1621519050679 38.7266003464087 -0.666415162827162 5.72681707910267 0.0305419904300275 0.0718431712979834 scaffold_19 945651 945694 - 0
scaffold_19_947980_948089_- 119.061442242307 121.520932446091 110.392626574079 63.8121233120448 47.5454869092171 109.465552135414 89.558834013093 99.353663597763 1.06951817031507 6.80563150043796 0.000198590465031036 0.000856884197208067 scaffold_19 947980 948089 - 1
scaffold_19_967210_967259_- 28.7443941765988 34.4653154862711 28.8830984609175 20.2171046003959 26.1774456466429 22.2322228382299 25.9189088951223 21.6803437389989 0.403192714514379 5.01643611005739 0.281197737264614 0.429232839890499 scaffold_19 967210 967259 - 0
scaffold_19_1015957_1016112_- 24.532807712311 24.6350915608444 21.8420274864544 31.2416316520767 24.2998325968618 19.8285807264337 23.0395985779911 19.6390154128749 -0.229085983549873 4.88167481279035 0.546403215160644 0.698910179623268 scaffold_19 1015957 1016112 - 0
scaffold_19_1070607_1070641_- 25.7056774060727 27.9832648357309 26.159762047095 24.4907159900505 14.4375803993577 23.4987612155458 28.9835152428585 22.4359581548821 0.448949718450035 4.91659814176803 0.247470537865986 0.390031339899293 scaffold_19 1070607 1070641 - 0
scaffold_19_1075924_1075933_- 24.0151547456125 35.053311561435 38.8916710078853 20.6354792662975 32.3521861339178 23.66336196942 34.8261697915355 25.9434253574648 0.300946098924944 5.17838828143818 0.426786524423403 0.583899929894332 scaffold_19 1075924 1075933 - 0
scaffold_19_1076769_1076791_- 11.8442282146254 13.8871465440098 12.0815485115911 13.5754393546198 10.7168941406357 12.1597565204432 15.2556006974304 11.6908091368087 0.0537977555503317 4.0740630035007 0.993309216659834 1 scaffold_19 1076769 1076791 - 0
scaffold_19_1079733_1079796_- 72.0878384258771 68.6377734398352 69.3266970156202 62.7974381141161 59.6809898639355 81.5649938970986 82.1532195807956 101.458900106171 0.193058090511439 6.46100650477579 0.512596126447406 0.667660060835756 scaffold_19 1079733 1079796 - 0
scaffold_19_1081659_1081674_- 9.80123001907074 9.50888730558461 10.2161676333992 11.22464705481 12.4103461223231 9.38329383847613 9.60270424376699 8.16719421696179 -0.259623530560923 3.79022401744655 0.641779048071787 0.782194619570916 scaffold_19 1081659 1081674 - 0
scaffold_19_1117899_1117904_- 6.64223807832644 9.70669188896033 7.09750852758706 5.82842434813774 9.0569277715113 0.0726729539630058 9.55677759426778 5.72538350578835 0.0719405288287986 3.33358587261574 0.98848261468702 1 scaffold_19 1117899 1117904 - 0
scaffold_19_1143147_1143184_- 30.8287480809625 21.4488142505781 21.5625184666413 21.7607067193074 19.3331404691962 27.6787165789835 31.6632063340589 19.1776204479106 0.259297562216698 4.9121292792315 0.508927721469978 0.664474530004698 scaffold_19 1143147 1143184 - 0
scaffold_19_1143695_1143705_- 6.59774971711039 7.05305086380689 6.77263619054605 0.0220575572522101 5.91860972320847 5.91367142313042 7.26976191206936 0.0609795859205846 1.16340429916267 3.01494996756985 0.110150545410866 0.20950585673942 scaffold_19 1143695 1143705 - 0
scaffold_19_1145254_1145356_- 21.7294396295244 14.1589494037668 13.6626615544075 11.0014792243511 20.2824397975687 13.5547923818317 20.5147104336002 12.2815859755341 0.0788117017009948 4.36459603070974 0.908951001516748 0.980388523296796 scaffold_19 1145254 1145356 - 0
scaffold_19_1149593_1149724_- 694.510001564269 727.579224532254 731.686228393846 763.387030966297 703.375457966924 742.545596072026 979.263407078444 800.013269830677 -0.0307122225083843 9.78940270021008 0.89195216444447 0.969033275422814 scaffold_19 1149593 1149724 - 0
scaffold_19_1198663_1198683_- 28.6107259310749 32.4568861048915 29.1557493658391 36.3700956403932 25.1250237995646 20.0650234673295 14.7118991313379 14.1106737613361 -0.0316844159782925 4.96745638802806 0.98157147400045 1 scaffold_19 1198663 1198683 - 0
scaffold_19_1234114_1234117_- 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 5.99962190922837 17.2688229189196 0.0619801459237479 5.4645805027527 7.31478238253687 -6.60110662061989 2.86932497177467 1.1188592739922e-08 1.23975451437025e-07 scaffold_19 1234114 1234117 - 1
scaffold_19_1234331_1234408_- 82.9138309663577 76.9753387247545 96.8155816587271 116.396389509841 129.881942247804 107.314134576824 108.757699121686 128.486482911135 -0.524452883093853 6.95247020135103 0.0496939668461766 0.108637540660072 scaffold_19 1234331 1234408 - 0
scaffold_19_1236766_1236827_- 24.2680327989749 24.1192832754422 42.267767926356 45.3382435530701 74.9600549467108 99.4148639621206 115.439116576108 104.179214710347 -0.990398604661768 6.28223138556431 0.00135378957690386 0.00478911404151463 scaffold_19 1236766 1236827 - 1
scaffold_19_1238179_1238180_- 5.68745872649542 4.79614210202132 5.84142528037515 6.4827531736686 8.83512028578021 10.8166356042393 6.74269680503714 7.97375139917477 -0.481736808742028 3.3834409712095 0.453909567668769 0.611316112626779 scaffold_19 1238179 1238180 - 0
scaffold_19_1295802_1295909_- 232.635961075062 249.163186136771 260.842714090217 107.926295179481 106.119162819886 154.761905746278 162.901157251965 146.20511465381 1.20892856921706 7.6932946184473 6.98098606845095e-06 4.32668174893707e-05 scaffold_19 1295802 1295909 - 1
scaffold_19_1298048_1298058_- 5.64809131882445 7.79372797250132 0 7.40470016391061 9.52735021306485 6.4497328954964 0.0215556001170774 5.32915460823106 -0.91119883118717 3.05397231331706 0.172157212255476 0.297585620844935 scaffold_19 1298048 1298058 - 0
scaffold_19_1298381_1298555_- 127.043433613969 133.704889046843 105.262073140162 212.473783671185 262.399926680757 147.235010542426 87.42353069105 167.404909020971 -0.959745435690981 7.49705618239713 0.000142749356877519 0.000640924471377329 scaffold_19 1298381 1298555 - 1
scaffold_19_1299629_1299659_- 9.90755151370216 9.16238003807638 7.0744610776928 19.7201404134838 7.5582015905361 11.0655802511986 7.79791575005318 9.44035826319355 -0.639457324662041 3.80652737931221 0.194710495814743 0.325572574528986 scaffold_19 1299629 1299659 - 0
scaffold_19_1303320_1303375_- 40.4090311642175 35.5835241360206 37.2306845879271 36.168054140349 39.8775372210817 29.5470307382849 45.4903885605632 38.8438401485109 -0.010329911876659 5.51937374525712 1 1 scaffold_19 1303320 1303375 - 0
scaffold_19_1338261_1338267_- 6.61394016759687 5.79137388642406 6.43480795493728 20.4655547149824 22.980077750107 6.54781251733511 7.49186905783618 7.58097335966733 -1.76929135956554 3.829525456949 8.30215718823853e-05 0.000397091905344448 scaffold_19 1338261 1338267 - 1
scaffold_19_1342716_1342739_- 14.0198359441235 15.4413302954286 18.6778256013577 1.38777878078145e-17 1.38777878078145e-17 8.22826332432626 6.25824214421789 8.13014855552235 7.0620608146309 3.6702366974451 9.58136888346206e-10 1.32563966494965e-08 scaffold_19 1342716 1342739 - 1
scaffold_19_1379844_1379875_- 19.6060924521151 14.7173663095815 25.1699190577169 20.8990394646415 32.5826352745409 49.1707114603283 41.3275758237614 45.3307218107124 -0.42885597636039 5.23752833427454 0.245300303128593 0.38745044001217 scaffold_19 1379844 1379875 - 0
scaffold_19_1383920_1383931_- 26.7939999877522 31.4358465670109 33.3409380646669 12.6715248222809 13.1061333540333 24.3410056291629 23.8118554524454 18.0246154421271 1.23668518146361 4.85213706524596 0.00187124745477616 0.0064114780726735 scaffold_19 1383920 1383931 - 1
scaffold_19_1393582_1393683_- 126.695797940744 135.252229376604 129.39864425287 80.4741271001774 75.4351798988136 156.233562973746 126.53478845768 125.686637154713 0.741985780447615 7.12643243608486 0.00735998477078832 0.021346261726271 scaffold_19 1393582 1393683 - 0
scaffold_19_1398783_1398816_- 20.6456624496294 19.7307642258796 26.0780870850573 15.1695079188107 14.0374201835059 18.3935882679089 15.3811167513263 15.9290694208852 0.597350846990213 4.5426834596906 0.138465460787722 0.251408192524027 scaffold_19 1398783 1398816 - 0
scaffold_19_1404583_1404622_- 35.8342347736973 44.0012048431773 37.7313001395457 36.6268557770781 23.8685408057259 43.367349612314 32.0084015023156 30.2348094392567 0.372297075260934 5.43116142667886 0.301440152622002 0.452604699815665 scaffold_19 1404583 1404622 - 0
scaffold_190_77253_77296_+ 47.7949557576114 49.7192725457005 53.0672896934034 31.9208927386959 29.2190091289952 44.5672609147461 48.0273585873537 48.8247652641852 0.713380565570521 5.73223973425368 0.0271828282459124 0.0652127778138065 scaffold_190 77253 77296 + 0
scaffold_190_78484_78554_- 13.1104540145689 15.7415605733989 14.4982828607083 17.7041305409682 22.047363394029 12.8581618442137 12.6952808568151 17.3267128312886 -0.45548173037247 4.34780328659558 0.280833384638525 0.429085916918673 scaffold_190 78484 78554 - 0
scaffold_190_81270_81341_- 61.5567581677724 63.2482959359859 57.1070359612226 36.7485536749042 21.9254813178282 55.6823123099024 44.0279341417654 51.9739205302903 1.04413316788486 5.87964101298322 0.00126814468828943 0.00451837556362885 scaffold_190 81270 81341 - 1
scaffold_190_87804_87812_- 157.193432219169 148.744676573849 175.833630967572 72.5851851702738 165.213064661474 220.081316196553 162.551436512284 130.997906999845 0.433466833735461 7.48821334649046 0.10747021319356 0.205824559140496 scaffold_190 87804 87812 - 0
scaffold_191_23062_23167_+ 7.92420693412959 5.39812571957121 6.42602534636434 15.1902937565274 17.9183942212825 6.49311830576278 8.98831136593236 0.0701842305871652 -1.31339496587589 3.59490975818333 0.00490325537763977 0.0150572525664975 scaffold_191 23062 23167 + 0
scaffold_191_27903_27940_+ 8.39877238203298 7.40380067489045 7.53942521783024 9.89962823049728 10.1186335057859 6.60535345260028 8.98882772559644 0.0706203500903122 -0.356882900382389 3.4356291230826 0.498001032346023 0.654425669425674 scaffold_191 27903 27940 + 0
scaffold_191_38627_38675_+ 27.1229529684629 29.3363527016722 28.4015559378717 27.0307644457649 22.7915292752861 25.5208189239165 22.4014187257044 26.9793461637468 0.182861807299617 5.02105093656261 0.61137014688433 0.756541767617345 scaffold_191 38627 38675 + 0
scaffold_191_49932_49993_+ 37.4913149465072 41.223168193455 39.5576857235986 16.2205461962333 14.2730413322144 29.1729505710847 25.9514170775879 28.8513129575106 1.36398613854004 5.1698708205506 0.000291561736499483 0.00120886529428918 scaffold_191 49932 49993 + 1
scaffold_191_84267_84370_+ 10.7985910673244 14.2353994415239 16.100585497784 7.0030399467084 8.15600201928216 31.9392212065776 29.124521730866 34.3745233017324 0.846302136545021 4.57851800199115 0.101105292919726 0.195631108361366 scaffold_191 84267 84370 + 0
scaffold_191_148894_148895_+ 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 11.0868280473984 11.2686058509804 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 -6.54437519903016 2.43279243415253 1.1188592739922e-08 1.23975451437025e-07 scaffold_191 148894 148895 + 1
scaffold_191_179984_179998_+ 23.0508050655929 21.1341249854627 21.0046065078297 16.6374873707675 18.6139084955355 14.1147422208887 15.2770746474267 16.9924387710729 0.300898840668273 4.554965927211 0.466091829902548 0.623520147014236 scaffold_191 179984 179998 + 0
scaffold_191_192233_192277_+ 9.29598409163729 9.51594375148679 10.0459783967115 8.29449115928048 5.31693148216626 8.27544533628109 11.8887474283847 7.9941568590507 0.492508399566878 3.64133066756115 0.401701245145004 0.558967447295925 scaffold_191 192233 192277 + 0
scaffold_191_8298_8327_- 16.5398887611245 19.2241476352288 15.7532989454638 37.3936807002515 19.6416645182761 14.0714265307077 22.3586573902225 21.0578918113157 -0.727716910502056 4.70442932811826 0.0458417220501572 0.101567940739067 scaffold_191 8298 8327 - 0
scaffold_191_36747_36823_- 16.8790172927243 15.0818663927174 13.7772412632924 25.4367944222306 19.2406118032273 18.8654776882227 16.6282681111223 17.4005337436384 -0.547061769715925 4.51161323810692 0.166108860726614 0.289044177850155 scaffold_191 36747 36823 - 0
scaffold_191_105745_105749_- 14.8311017656763 14.6914400622071 17.195444802117 33.5143914772803 33.2295070950858 11.7179012602133 12.0206234576654 16.2183276704745 -1.09314533630075 4.6002179584269 0.00280159389473016 0.0092325665469376 scaffold_191 105745 105749 - 1
scaffold_191_109154_109212_- 71.5169291212222 70.8978146568198 66.5549956122002 92.7221918776768 77.5327209328118 77.5502729851974 91.5173968058483 80.3225096825312 -0.288806101005955 6.53157581157121 0.305206771550714 0.45691275429299 scaffold_191 109154 109212 - 0
