Promoter_ID,mat_females_1,mat_females_2,mat_females_3,mat_males_1,mat_males_2,pE_females_1,pE_females_2,pE_females_3,logFC,AveExpr,t,P.Value,adj.P.Val,B,FDR,tw_dis,chr,start,end,strand,de
scaffold_87_275246_275371_-,368.3653363,393.2587821,438.6334151,155.0263835,187.7439897,397.3222777,354.9804093,396.0958131,-1.117263419,8.563787845,-8.609446407,2.50E-05,0.000638513,2.88561523,0.000638513,0.013525669,scaffold_87,275246,275371,-,1
scaffold_47_57434_57446_+,7.570931423,7.914719742,6.460748445,67.81482125,85.53750582,92.45875588,63.8876777,62.00537473,1.768245376,5.241039037,8.592618303,2.54E-05,0.00064421,2.955317122,0.00064421,0.027833704,scaffold_47,57434,57446,+,1
scaffold_66_771501_771502_+,13.10990194,13.50905486,10.64163176,30.12124417,26.27018999,12.49369692,13.43474154,9.869901209,1.258764439,4.20135977,8.58726847,2.55E-05,0.000645437,2.927163125,0.000645437,0.021152904,scaffold_66,771501,771502,+,1
scaffold_7_1615551_1615558_+,11.38821109,9.015971036,10.05535751,21.86071772,22.73698309,3.802296689,8.349584848,4.250044452,1.6223016,3.593486337,8.583402119,2.56E-05,0.000645855,3.088429617,0.000645855,0.02350013,scaffold_7,1615551,1615558,+,1
scaffold_24_579916_579944_+,44.4116835,46.81090296,39.85437217,10.37653845,8.499651611,22.97390302,19.43810372,24.89567011,-1.605034402,4.817430581,-8.578200845,2.57E-05,0.000647015,3.047238934,0.000647015,0.018593777,scaffold_24,579916,579944,+,1
scaffold_34_593804_593852_+,147.5475367,173.8855493,161.7776664,64.11513599,53.86448339,140.7064855,114.4518024,139.5987515,-1.22196589,7.1122099,-8.549215883,2.63E-05,0.000659757,2.809603808,0.000659757,0.015435699,scaffold_34,593804,593852,+,1
scaffold_74_278225_278235_-,31.63325445,38.48491846,37.35390214,8.999209863,7.837159966,19.78507808,24.36169076,24.72115547,-1.632585634,4.684730838,-8.551371045,2.63E-05,0.000659757,3.068217456,0.000659757,0.019251046,scaffold_74,278225,278235,-,1
scaffold_67_92230_92282_-,17.16841473,20.59224975,11.33325082,133.5242886,176.2639667,48.77508424,54.439893,85.97488105,2.350823763,5.809850136,8.532338575,2.67E-05,0.000667609,2.824433929,0.000667609,0.038978138,scaffold_67,92230,92282,-,1
scaffold_19_1295802_1295909_-,246.0492244,266.7180478,278.2041915,98.20508469,98.01242258,136.8815044,151.6243482,128.9983839,-0.884242182,7.593772254,-8.515131032,2.71E-05,0.000675766,2.784405903,0.000675766,0.011866423,scaffold_19,1295802,1295909,-,1
scaffold_5_905068_905077_-,7.564095754,6.417102553,5.514097995,25.01025802,18.10345944,4.545918266,5.555498799,6.8253862,1.821451623,3.386206403,8.502389646,2.74E-05,0.000681424,3.043103573,0.000681424,0.024781329,scaffold_5,905068,905077,-,1
scaffold_32_76127_76133_-,38.62102992,28.95874868,37.44196902,48.22350473,49.77859723,12.69695793,14.26218255,15.51687935,1.200675228,5.035785807,8.490513115,2.77E-05,0.000686631,2.779774421,0.000686631,0.0190318,scaffold_32,76127,76133,-,1
scaffold_187_191843_191852_-,37.46024063,18.17664417,15.24148996,330.4457158,185.5465874,48.57098325,63.82257777,62.73294178,2.854814637,6.120498007,8.47864817,2.80E-05,0.000686995,2.773218743,0.000686995,0.059306344,scaffold_187,191843,191852,-,1
scaffold_24_369980_370010_+,61.89902955,64.83109597,59.0005108,19.73609257,20.75019778,40.10771888,43.52203929,54.57147444,-1.296603554,5.653434898,-8.47876815,2.80E-05,0.000686995,2.814059023,0.000686995,0.017351702,scaffold_24,369980,370010,+,1
scaffold_24_1288443_1288456_+,57.23837788,65.24496704,69.76701017,15.85942903,17.76978764,28.03684766,39.65541847,33.91490267,-1.362381073,5.440072352,-8.478099691,2.80E-05,0.000686995,2.837957027,0.000686995,0.018781734,scaffold_24,1288443,1288456,+,1
scaffold_63_682313_682381_-,220.0878344,181.0181136,200.7535746,416.8214218,399.0033297,219.8935799,190.3095976,212.7059786,1.07559646,8.173749281,8.477892254,2.80E-05,0.000686995,2.769459222,0.000686995,0.01233839,scaffold_63,682313,682381,-,1
scaffold_24_15284_15314_-,39.49660656,39.17693813,39.35610328,16.62641903,13.79783761,28.79471709,30.9393433,26.57519638,-1.05004751,5.061760874,-8.460560297,2.84E-05,0.0006928,2.83755779,0.0006928,0.017067021,scaffold_24,15284,15314,-,1
scaffold_299_74690_74734_+,742.8592138,772.3128689,798.34471,174.1737878,171.3010523,260.0657028,447.3774224,362.3445699,-1.506538806,8.873403667,-8.459225262,2.85E-05,0.0006928,2.747160336,0.0006928,0.027857749,scaffold_299,74690,74734,+,1
scaffold_3_2648554_2648576_-,37.07510142,37.26303418,35.28731571,8.86665681,9.492104234,24.1203937,28.52189597,35.47986613,-1.698203947,4.85426071,-8.459950189,2.84E-05,0.0006928,2.946690949,0.0006928,0.019596334,scaffold_3,2648554,2648576,-,1
scaffold_28_1036149_1036223_-,98.82769161,106.7362023,101.9448519,58.22633061,56.2913125,124.4985854,116.8709158,130.2223251,-0.894713238,6.829578567,-8.449029661,2.87E-05,0.000697148,2.714649924,0.000697148,0.012024992,scaffold_28,1036149,1036223,-,1
scaffold_15_804812_804869_-,32.39362073,36.43140922,27.91351393,109.2361867,83.66682511,49.87295535,48.815197,38.14693828,1.390140552,5.850406546,8.435834935,2.90E-05,0.000701575,2.709570499,0.000701575,0.021217975,scaffold_15,804812,804869,-,1
scaffold_166_256382_256424_-,44.42086346,50.49223188,42.78903598,10.37461051,8.940987362,18.73319735,17.95964041,22.8544936,-1.519189586,4.787309114,-8.436404438,2.90E-05,0.000701575,2.911533116,0.000701575,0.01879391,scaffold_166,256382,256424,-,1
scaffold_15_99623_99631_-,122.5969294,99.25363515,109.2484161,414.3147564,415.448395,73.31454469,121.0585782,143.2308872,1.996656079,7.507777238,8.430834219,2.92E-05,0.000702838,2.721543086,0.000702838,0.03395629,scaffold_15,99623,99631,-,1
scaffold_60_523219_523264_+,64.08587117,64.4288933,64.95747062,4.737340113,6.732160193,22.52894286,32.70415843,31.54189697,-2.747305695,4.986891553,-8.416852213,2.95E-05,0.000707825,3.061128158,0.000707825,0.018456864,scaffold_60,523219,523264,+,1
scaffold_76_607273_607279_+,13.67318565,14.47485114,18.3697661,22.72959769,25.49581492,5.396730789,6.206822976,5.450451269,1.385422279,3.886009289,8.417591598,2.95E-05,0.000707825,2.899767542,0.000707825,0.021889677,scaffold_76,607273,607279,+,1
scaffold_10_1829526_1829530_+,39.59256442,43.54483438,47.95803619,82.71696613,79.35963522,35.67153357,43.54588212,32.53087029,1.079017416,5.846483878,8.41067674,2.97E-05,0.000709841,2.681655156,0.000709841,0.016884534,scaffold_10,1829526,1829530,+,1
scaffold_1_2505913_2505942_-,52.76560226,53.91450753,50.83988054,115.7403765,84.44001118,36.09582543,35.27975683,40.74710342,1.225641493,6.02214545,8.397965061,3.00E-05,0.00071592,2.671913746,0.00071592,0.01912409,scaffold_1,2505913,2505942,-,1
scaffold_99_381389_381486_+,119.0385637,130.8882974,112.211095,28.51019049,20.75256446,48.88659088,78.02046448,52.6387624,-1.692611884,6.209947392,-8.394243098,3.01E-05,0.000716446,2.714166162,0.000716446,0.024561046,scaffold_99,381389,381486,+,1
scaffold_107_73501_73556_-,410.4332728,328.2923006,299.2448204,709.574594,651.5400154,291.2372191,311.0129026,271.4801242,1.180410857,8.831968438,8.369615236,3.08E-05,0.000730134,2.670538416,0.000730134,0.017443063,scaffold_107,73501,73556,-,1
scaffold_12_1012868_1012916_-,425.4119275,477.8676671,427.4099605,182.8351223,137.9714374,289.2176137,319.8091557,300.1290308,-1.12775908,8.468416004,-8.360665524,3.10E-05,0.000734022,2.652928862,0.000734022,0.014284523,scaffold_12,1012868,1012916,-,1
scaffold_17_1164626_1164646_+,32.26616804,40.26294942,43.21200745,8.870365549,8.609442712,19.69039543,19.91236792,19.2552777,-1.521490275,4.655378738,-8.355983563,3.11E-05,0.000734185,2.876214492,0.000734185,0.01980917,scaffold_17,1164626,1164646,+,1
scaffold_36_26641_26677_-,71.57357461,66.21219943,73.00712617,26.25314185,21.08303502,36.30785852,40.0157948,36.12438518,-1.033265573,5.668142092,-8.349082256,3.13E-05,0.000734185,2.67636494,0.000734185,0.015583421,scaffold_36,26641,26677,-,1
scaffold_7_1927659_1927696_+,47.69190853,47.23038621,47.32232374,18.2566369,13.7983249,32.28349492,38.91217814,30.49052761,-1.231594701,5.263336678,-8.349254516,3.13E-05,0.000734185,2.725623181,0.000734185,0.017456472,scaffold_7,1927659,1927696,+,1
scaffold_83_271103_271283_-,246.3212685,249.0949055,194.2754719,76.12018285,59.27367176,129.0532493,136.2480074,114.1651873,-1.25637015,7.329430217,-8.354201002,3.12E-05,0.000734185,2.628452645,0.000734185,0.018676823,scaffold_83,271103,271283,-,1
scaffold_32_1033233_1033277_-,278.2054935,290.4747701,317.5486752,84.7217065,77.81488445,178.4873008,144.6324122,219.745529,-1.417700641,7.722145799,-8.346004714,3.14E-05,0.000734355,2.624250773,0.000734355,0.021140014,scaffold_32,1033233,1033277,-,1
scaffold_110_45982_45987_+,385.6885176,460.7958965,387.6863436,109.2220713,92.93709236,152.5162757,212.0092511,222.6220044,-1.402222492,8.020226974,-8.341836605,3.15E-05,0.00073523,2.624275773,0.00073523,0.022752233,scaffold_110,45982,45987,+,1
scaffold_958_7204_7367_+,173.2902779,156.4523145,204.2946866,15.4935326,14.9008635,62.3950281,49.18361116,28.73721354,-2.435612782,6.105342264,-8.326639121,3.19E-05,0.000743239,2.709750629,0.000743239,0.035417747,scaffold_958,7204,7367,+,1
scaffold_13_281796_281800_+,20.75906161,17.61932888,21.41985744,39.20470752,50.88021863,11.52789823,12.96045097,17.91966195,1.475651435,4.698249484,8.290094455,3.30E-05,0.000748189,2.605343448,0.000748189,0.022228333,scaffold_13,281796,281800,+,1
scaffold_130_325000_325013_-,15.37964896,13.79571581,17.52578847,24.99249494,23.28957298,6.346740537,8.89818495,6.46915957,1.224658776,4.007008666,8.302692568,3.26E-05,0.000748189,2.731165973,0.000748189,0.021376696,scaffold_130,325000,325013,-,1
scaffold_19_332837_332848_+,27.49138383,32.75215016,30.81808623,75.32723784,83.33149646,24.00651857,36.87331146,36.31968694,1.413156768,5.564003621,8.288833873,3.30E-05,0.000748189,2.572605555,0.000748189,0.019957354,scaffold_19,332837,332848,+,1
scaffold_2_2950548_2950560_+,24.75866687,31.24426326,25.99610627,4.865640232,6.070244157,37.15583238,42.15051069,34.58188114,-2.38346192,4.66261821,-8.289838126,3.30E-05,0.000748189,2.951916808,0.000748189,0.019234023,scaffold_2,2950548,2950560,+,1
scaffold_25_358189_358273_+,103.8152006,84.79866729,123.9650353,231.321555,377.3622071,54.49607684,68.90834641,77.75016102,1.906781434,7.0863998,8.298883972,3.27E-05,0.000748189,2.594825331,0.000748189,0.037968543,scaffold_25,358189,358273,+,1
scaffold_3_464684_464702_-,469.1157328,542.6916223,422.0409341,1685.256274,1662.897213,711.1677946,983.1238348,1049.914074,1.428498599,9.945148765,8.303475895,3.26E-05,0.000748189,2.61078581,0.000748189,0.024605317,scaffold_3,464684,464702,-,1
scaffold_39_183226_183266_-,1.39E-17,1.39E-17,1.39E-17,11.73718482,13.24453205,1.39E-17,1.39E-17,1.39E-17,4.766975119,0.428412485,8.311151989,3.24E-05,0.000748189,1.71916829,0.000748189,0.027451126,scaffold_39,183226,183266,-,1
scaffold_43_577043_577074_+,102.2627851,114.7827229,101.9581333,45.97852852,45.69511255,76.54253733,80.67648737,68.83512619,-0.880389693,6.501236011,-8.302904216,3.26E-05,0.000748189,2.580152798,0.000748189,0.013749109,scaffold_43,577043,577074,+,1
scaffold_5_1959762_1959795_+,825.7608551,891.0644211,920.9516778,289.7464739,287.5249132,513.9748658,460.7370097,610.1968499,-1.157449724,9.350620034,-8.288947701,3.30E-05,0.000748189,2.592627336,0.000748189,0.014795347,scaffold_5,1959762,1959795,+,1
scaffold_5_2267792_2267798_-,1.39E-17,1.39E-17,1.39E-17,13.23295671,15.78280602,1.39E-17,1.39E-17,1.39E-17,4.972616332,0.479823144,8.288998085,3.30E-05,0.000748189,1.71191786,0.000748189,0.0274432,scaffold_5,2267792,2267798,-,1
scaffold_78_142886_142918_+,6.154754358,3.28485757,4.555624386,37.25472126,28.92013651,9.426521636,10.75414988,4.746663949,2.428152193,3.539528267,8.303202904,3.26E-05,0.000748189,2.875535398,0.000748189,0.026565223,scaffold_78,142886,142918,+,1
scaffold_4_1152416_1152417_+,19.12499609,15.98488902,22.2571901,34.98745708,33.22319198,14.39811462,13.8905101,13.97322258,1.113419431,4.584429393,8.284755123,3.31E-05,0.000749093,2.613750697,0.000749093,0.019714223,scaffold_4,1152416,1152417,+,1
scaffold_1_1579937_1579943_-,5.860064311,4.923192895,8.416543284,17.59593639,23.61841178,5.075940629,7.228984325,5.791283377,1.733029101,3.390739803,8.275290975,3.34E-05,0.00075356,2.831541469,0.00075356,0.024940862,scaffold_1,1579937,1579943,-,1
scaffold_47_444215_444222_-,257.5684765,215.012628,266.149814,482.2829899,488.6262971,152.6646206,177.5764103,110.54973,1.441140196,8.150872031,8.267146838,3.36E-05,0.000757184,2.571206789,0.000757184,0.024178927,scaffold_47,444215,444222,-,1
scaffold_61_110780_110784_-,9.449166513,10.10069227,9.958077624,21.50030619,18.10252029,9.638267753,8.054486066,7.833443314,1.146842966,3.785755306,8.260549648,3.38E-05,0.000759799,2.695569444,0.000759799,0.021901658,scaffold_61,110780,110784,-,1
scaffold_19_474392_474408_-,15.91552948,11.61721943,16.20129993,28.10560431,29.91109026,8.568340281,9.443884798,11.60062332,1.327122002,4.194914847,8.254186225,3.40E-05,0.000762274,2.621866278,0.000762274,0.021310204,scaffold_19,474392,474408,-,1
scaffold_1_2692183_2692185_+,36.37990544,34.00042046,41.88506237,63.98110305,58.16830639,29.53981715,27.50334832,27.77658069,0.974964954,5.51836122,8.237048651,3.46E-05,0.000772061,2.520650903,0.000772061,0.016638696,scaffold_1,2692183,2692185,+,1
scaffold_108_299781_299818_-,14.2016118,12.01952674,13.84228087,41.99802839,34.76959266,12.16823725,10.45271407,17.75331248,1.572315202,4.403404951,8.219852679,3.51E-05,0.000782039,2.557576145,0.000782039,0.022500726,scaffold_108,299781,299818,-,1
scaffold_12_1272595_1272596_-,10.07036098,9.015337287,10.99157754,28.620603,25.27671178,7.92666957,11.57923672,12.96685296,1.418011796,4.019156097,8.204848251,3.56E-05,0.000788797,2.593535934,0.000788797,0.022138553,scaffold_12,1272595,1272596,-,1
scaffold_2_829759_829851_+,166.0315155,182.896052,163.4091775,74.23567162,62.91516578,111.7771616,139.3097674,124.7546869,-1.013518645,7.172104328,-8.205202249,3.55E-05,0.000788797,2.486209508,0.000788797,0.014332698,scaffold_2,829759,829851,+,1
scaffold_12610_695_699_-,6.324514455,5.330443245,7.480164886,19.74397101,18.43303754,6.342212754,9.451295934,9.037120165,1.422214367,3.530421114,8.199095707,3.57E-05,0.000790983,2.716741365,0.000790983,0.023022319,scaffold_12610,695,699,-,1
scaffold_21_1116760_1116835_+,106.2952423,91.46952293,100.9893339,232.4323826,183.9969878,91.3529927,93.25696529,106.5424183,1.146990267,7.142118644,8.180922268,3.63E-05,0.000801964,2.480212174,0.000801964,0.016397191,scaffold_21,1116760,1116835,+,1
scaffold_25_898749_898817_+,105.4336493,93.91912902,93.61300165,162.9200874,169.7550445,98.88162738,99.28655273,91.67987962,0.849407737,7.051915788,8.166772323,3.68E-05,0.000808356,2.463187299,0.000808356,0.011967166,scaffold_25,898749,898817,+,1
scaffold_53_142411_142415_-,33.08796103,36.15588688,24.80019514,69.22541499,64.90083884,27.64168225,24.82148101,20.60120774,1.351825932,5.370205601,8.167729879,3.67E-05,0.000808356,2.460228443,0.000808356,0.019614493,scaffold_53,142411,142415,-,1
scaffold_2_249664_249677_+,22.6981166,14.62824976,22.45312554,41.72230633,44.9217679,14.09232111,9.438212024,10.21738006,1.599826953,4.561077285,8.160423466,3.70E-05,0.000809199,2.493073503,0.000809199,0.022241585,scaffold_2,249664,249677,+,1
scaffold_72_564133_564141_+,20.92618229,22.38510419,22.47194229,58.60736617,53.64287097,30.49853629,21.93189564,30.00785039,1.258972939,5.185157845,8.161998787,3.69E-05,0.000809199,2.459746435,0.000809199,0.018671483,scaffold_72,564133,564141,+,1
scaffold_40_677978_678093_-,181.7274457,207.5997835,185.9732663,87.69817628,95.58315521,165.0391363,166.5173197,180.3320193,-0.90151335,7.507576179,-8.155318809,3.71E-05,0.000811019,2.443569662,0.000811019,0.011621039,scaffold_40,677978,678093,-,1
scaffold_230_118898_119073_-,84.6909054,98.79807899,70.51696357,24.02403371,13.79986793,69.35464745,65.85409387,53.99725271,-1.888778605,5.949819699,-8.141235599,3.76E-05,0.000819371,2.50887086,0.000819371,0.023588823,scaffold_230,118898,119073,-,1
scaffold_58_350663_350665_-,71.73773167,72.8919062,74.34155156,8.381419653,5.740609983,14.91507965,23.17371495,15.49385764,-2.21279031,4.862859462,-8.135190291,3.78E-05,0.000821918,2.774499027,0.000821918,0.01892015,scaffold_58,350663,350665,-,1
scaffold_58_379777_379834_-,208.7138049,214.4314491,190.1622986,431.0806995,376.2675915,211.6141183,226.906295,242.3734959,0.978398949,8.228620803,8.129205014,3.80E-05,0.000824436,2.439749458,0.000824436,0.012038891,scaffold_58,379777,379834,-,1
scaffold_53_764481_764528_-,84.94854525,92.95928265,104.6517948,3.371953296,3.311413899,27.72215157,35.75850044,33.75064707,-3.780781373,5.082683172,-8.118791842,3.84E-05,0.000828364,2.589332364,0.000828364,0.018488134,scaffold_53,764481,764528,-,1
scaffold_99_377134_377145_+,105.5257229,99.37886192,104.4982652,31.01537251,21.08418454,103.4681211,65.63628867,78.04536437,-1.741684863,6.317567662,-8.120725205,3.83E-05,0.000828364,2.44860004,0.000828364,0.023784374,scaffold_99,377134,377145,+,1
scaffold_65_202824_203215_+,1071.217894,996.729646,1090.415269,452.1887737,413.0215346,644.0740115,721.1061293,742.2531571,-0.914918643,9.750217753,-8.114574783,3.85E-05,0.000829611,2.427691874,0.000829611,0.009952772,scaffold_65,202824,203215,+,1
scaffold_6_1560051_1560052_+,12.9678256,15.01269905,14.9785663,25.98322479,27.15188843,12.91924369,13.06282355,9.698617116,1.079471165,4.254927766,8.094452063,3.92E-05,0.000842762,2.465275956,0.000842762,0.0204871,scaffold_6,1560051,1560052,+,1
scaffold_167_40633_40670_-,122.4511909,120.5201829,100.187306,460.2397002,304.4177973,194.2730909,195.5200413,162.5616338,1.444337221,7.77364605,8.091433187,3.93E-05,0.000843142,2.400675819,0.000843142,0.02636985,scaffold_167,40633,40670,-,1
scaffold_21_1259910_1259915_-,60.34074134,60.47195999,62.67604594,33.11529719,30.68476115,58.11954724,61.96678274,54.35392093,-0.817275729,5.936567479,-8.080620254,3.97E-05,0.000849435,2.38669028,0.000849435,0.014348629,scaffold_21,1259910,1259915,-,1
scaffold_116_283223_283243_-,73.07567625,73.31118234,88.14792158,26.89323923,17.3315268,54.19484408,67.62967071,51.4481558,-1.532627672,5.921835923,-8.077199845,3.98E-05,0.000850136,2.426116502,0.000850136,0.020252159,scaffold_116,283223,283243,-,1
scaffold_5_1160172_1160175_+,7.814558697,11.99481373,6.569906517,43.64897226,92.15453683,7.074776745,13.53071347,13.30651861,2.732442746,4.255489824,8.067698413,4.02E-05,0.000850982,2.451282344,0.000850982,0.055137411,scaffold_5,1160172,1160175,+,1
scaffold_53_779595_779604_-,21.54463331,20.48039115,22.56232436,53.11426908,46.4689327,24.33540089,28.89643174,32.05857669,1.071007939,5.152619035,8.066153677,4.02E-05,0.000850982,2.368879078,0.000850982,0.018364536,scaffold_53,779595,779604,-,1
scaffold_83_184471_184475_-,18.88826901,15.71050801,20.84198993,41.21100024,49.66678933,25.84334274,21.48293934,19.58340803,1.221292821,4.906931648,8.070066514,4.01E-05,0.000850982,2.384147469,0.000850982,0.020177703,scaffold_83,184471,184475,-,1
scaffold_97_130957_130958_+,7.422983943,9.548624844,7.689693651,21.87210558,19.31638043,12.07219346,10.46185818,10.73326282,1.146638012,3.84278941,8.068411717,4.01E-05,0.000850982,2.511565644,0.000850982,0.021692307,scaffold_97,130957,130958,+,1
scaffold_2_1046988_1047045_+,62.50126283,56.64804062,50.48353789,210.544801,191.7213167,105.9473958,118.7236617,151.5668455,1.334671206,6.959830548,8.063377015,4.03E-05,0.000851217,2.36670486,0.000851217,0.020209161,scaffold_2,1046988,1047045,+,1
scaffold_59_586894_586898_+,18.97000737,16.12092624,22.35135927,32.35566345,33.55361155,8.671922555,10.46424624,12.45403101,1.272968269,4.416512422,8.060571855,4.04E-05,0.000851479,2.415725161,0.000851479,0.020784175,scaffold_59,586894,586898,+,1
scaffold_574_37623_37624_+,1.39E-17,1.39E-17,1.39E-17,17.72262156,23.17708483,1.39E-17,1.39E-17,1.39E-17,5.44694193,0.598433563,8.049817862,4.08E-05,0.000857848,1.598989996,0.000857848,0.027875379,scaffold_574,37623,37624,+,1
scaffold_18_452454_452769_-,20.20346661,16.79587063,16.9862101,3.83951169,12.35857826,181.2413164,206.6461315,158.4680623,-2.884157199,5.367760602,-8.03536493,4.14E-05,0.000865258,2.680410303,0.000865258,0.023393698,scaffold_18,452454,452769,-,1
scaffold_2_1759730_1759770_-,11.31566527,8.747327748,12.31302692,23.70900407,33.99269178,3.483233878,7.883785329,5.108425301,1.920364375,3.71420372,8.035975119,4.13E-05,0.000865258,2.567810075,0.000865258,0.026271049,scaffold_2,1759730,1759770,-,1
scaffold_11_128928_128932_+,30.92007135,33.44086192,33.75351629,10.1290396,7.72722687,15.76997919,17.87894066,16.0158347,-1.270355497,4.484873808,-8.02691192,4.17E-05,0.000869959,2.566378395,0.000869959,0.018896126,scaffold_11,128928,128932,+,1
scaffold_26_752395_752400_+,33.48930681,30.45223233,37.90444072,89.09291639,83.11268314,39.37724251,50.77887189,32.51742169,1.285729772,5.777793539,8.023613853,4.18E-05,0.000870642,2.314303264,0.000870642,0.020301309,scaffold_26,752395,752400,+,1
scaffold_235_23400_23432_+,42.63528615,51.99122242,44.96064053,4.871593106,4.74630253,17.25436147,18.80503913,16.35328229,-2.375387733,4.495708396,-7.993816761,4.29E-05,0.000889672,2.681192725,0.000889672,0.019157555,scaffold_235,23400,23432,+,1
scaffold_6_874932_874940_+,118.0959963,127.8838582,105.110446,47.4630086,54.19257705,130.341631,103.8064396,110.600715,-1.104406841,6.813868449,-7.996837193,4.28E-05,0.000889672,2.284336842,0.000889672,0.01612161,scaffold_6,874932,874940,+,1
scaffold_7_1034010_1034011_+,23.72588302,22.25346269,22.95112666,33.9997366,28.14698815,10.47531632,12.59948809,11.41691002,0.982168573,4.544104836,7.992414142,4.30E-05,0.000889672,2.343837876,0.000889672,0.019514492,scaffold_7,1034010,1034011,+,1
scaffold_142_220667_220762_-,114.2134476,126.6665293,127.4368415,53.99278376,45.58626777,85.75588959,79.17912506,83.34196012,-0.939399235,6.658293256,-7.983232134,4.33E-05,0.000895147,2.270724621,0.000895147,0.013165581,scaffold_142,220667,220762,-,1
scaffold_11_1578041_1578141_-,863.2522968,765.4928261,716.0896068,1797.341688,1677.577838,997.2839219,774.9801095,890.3437294,1.140596766,10.21383043,7.965088105,4.41E-05,0.000905509,2.285422237,0.000905509,0.015631787,scaffold_11,1578041,1578141,-,1
scaffold_20_954275_954350_-,1774.583955,2041.455419,1679.165964,4805.994891,4962.973006,4019.957342,3835.467282,4037.402151,0.935578303,11.85924584,7.967162004,4.40E-05,0.000905509,2.287309536,0.000905509,0.010238371,scaffold_20,954275,954350,-,1
scaffold_28_742876_742885_+,71.34010627,64.98635102,74.42265802,202.9771144,294.2523156,116.0013069,149.8610791,155.4611913,1.376572259,7.210809835,7.962004952,4.42E-05,0.000905509,2.270270284,0.000905509,0.02574355,scaffold_28,742876,742885,+,1
scaffold_49_463878_463917_+,61.7373415,58.5632509,60.21816291,23.74672205,20.97203095,31.74800425,38.72108858,36.30399022,-0.958946137,5.537782581,-7.96100253,4.42E-05,0.000905509,2.311357599,0.000905509,0.015867785,scaffold_49,463878,463917,+,1
scaffold_35_339270_339426_+,67.83733197,69.75229392,71.77793511,112.4392429,120.196771,62.02920307,64.36387451,70.91515072,0.851065584,6.536012993,7.958565292,4.43E-05,0.000905568,2.250972664,0.000905568,0.013093815,scaffold_35,339270,339426,+,1
scaffold_18_602285_602366_-,45.60192564,46.96467843,56.85690289,16.74841091,14.6805831,30.60059733,29.54600146,25.89055931,-1.163678183,5.195478587,-7.955976386,4.44E-05,0.000905758,2.353416879,0.000905758,0.018270464,scaffold_18,602285,602366,-,1
scaffold_138_290602_290637_-,41.92166205,40.95706728,46.16336361,15.867695,15.45267521,25.82884167,24.90808995,28.12966634,-1.002235395,5.072773302,-7.943879367,4.49E-05,0.000913804,2.343554163,0.000913804,0.017096472,scaffold_138,290602,290637,-,1
scaffold_11_1380077_1380122_+,122.3286834,133.6286871,134.1719384,48.13125403,36.09497808,92.96042874,96.33496443,70.34674376,-1.255180825,6.646630895,-7.920227586,4.59E-05,0.000931297,2.215007399,0.000931297,0.018343715,scaffold_11,1380077,1380122,+,1
scaffold_138_21086_21149_-,235.4178553,248.1480257,231.1117387,99.50678502,66.56011129,165.5631719,193.6730538,171.7876415,-1.2532062,7.60203848,-7.918344476,4.60E-05,0.000931297,2.211604974,0.000931297,0.017111909,scaffold_138,21086,21149,-,1
scaffold_1_3900099_3900131_+,48.62465556,48.86361167,44.68285168,20.87151952,18.65404778,33.13620189,32.50614962,32.7213401,-0.905158557,5.324097982,-7.906035001,4.65E-05,0.000939804,2.274209485,0.000939804,0.016045984,scaffold_1,3900099,3900131,+,1
scaffold_43_440930_440952_-,36.29826594,39.57578704,33.7804847,3.739501197,5.297459681,24.13772638,22.68605767,24.54498105,-2.522274313,4.506652877,-7.892742244,4.71E-05,0.000949258,2.575170116,0.000949258,0.018448086,scaffold_43,440930,440952,-,1
scaffold_19_607621_607645_+,7.037461749,10.90729113,7.505018303,26.60819747,27.70378151,7.190985324,6.472396469,12.46938365,1.724152588,3.806396287,7.886764842,4.73E-05,0.000949521,2.333343742,0.000949521,0.024302222,scaffold_19,607621,607645,+,1
scaffold_39_147177_147181_-,35.89022853,50.64918173,73.18563196,7.234289172,9.82246,76.31108851,87.05721907,98.026451,-2.834173133,5.590958375,-7.883217948,4.75E-05,0.000949521,2.442324782,0.000949521,0.03539895,scaffold_39,147177,147181,-,1
scaffold_42_84717_84720_-,15.68932915,15.42588453,15.36592374,39.8801421,30.68625358,17.79732379,12.77206496,13.79721656,1.264558556,4.507844704,7.884010896,4.74E-05,0.000949521,2.229030032,0.000949521,0.021403549,scaffold_42,84717,84720,-,1
scaffold_69_642238_642342_-,13.39442827,8.468801416,6.199554214,29.35586155,30.90453073,13.23731058,11.48071218,11.58440201,1.567772699,4.067336772,7.886046101,4.73E-05,0.000949521,2.284910926,0.000949521,0.022981956,scaffold_69,642238,642342,-,1
scaffold_4_771812_771910_+,42.62828552,44.09228062,47.49394339,18.50227152,15.1224687,28.79610985,28.61800502,27.60495745,-0.992324304,5.15753725,-7.869630894,4.81E-05,0.000957376,2.261212203,0.000957376,0.016809811,scaffold_4,771812,771910,+,1
scaffold_958_4848_5191_+,6182.125814,5967.179688,4531.07849,836.8043224,626.7088122,1847.933652,1772.496669,1039.207161,-1.915159286,11.24449121,-7.870318585,4.80E-05,0.000957376,2.190674647,0.000957376,0.045238987,scaffold_958,4848,5191,+,1
scaffold_2_625442_625444_-,17.10908351,21.6939497,19.15928764,39.09852367,42.16241939,24.9884725,25.10302709,20.60506027,0.993021122,4.923113997,7.866387619,4.82E-05,0.000958221,2.186438145,0.000958221,0.018649643,scaffold_2,625442,625444,-,1
