promoter_ID	mat_females_1	mat_females_2	mat_females_3	mat_males_1	mat_males_2	pE_females_1	pE_females_2	pE_females_3	logFC	logCPM	PValue	FDR	tw_dis	chr	start	end	strand	de	gene	GO_ID	KOG_JGI	KOG_ID	FlyBase_id_representative_homolog	interprot_representative_homolog
scaffold_100_116993_117062_+	1180.153285	1341.171364	1194.609587	894.6570111	792.0252254	1396.028571	1541.525102	1271.635429	-0.554509904	10.43424731	0.000480449	0.001872335	0.013065267	scaffold_100	116993	117062	+	1	JGI_V11_231628	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG2309	KOG2309	FBgn0261602	Q9V3G1
scaffold_106_480207_480227_+	24.25042361	28.35504502	28.25210108	11.34777516	11.04253023	12.89516828	18.33109894	17.18863988	-1.259236889	4.605306155	0.001404445	0.004891061	0.020759096	scaffold_106	480207	480227	+	1	JGI_V11_202590	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG3203	KOG3203	FBgn0032720	Q9VJ38
scaffold_115_229632_229682_-	9.999139232	15.76534584	15.30896239	1.39E-17	1.39E-17	8.366116954	9.787675766	7.43257905	-6.835209538	3.594178555	7.95E-09	9.11E-08	0.025938451	scaffold_115	229632	229682	-	1	JGI_V11_300952	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1685	KOG1685	FBgn0032050	Q9VLK2
scaffold_14_1200173_1200265_-	170.3512565	209.3328399	179.6607283	74.97069467	86.30604039	208.3769303	170.0682628	203.2825164	-1.208360902	7.566807541	1.84E-08	1.96E-07	0.016211239	scaffold_14	1200173	1200265	-	1	JGI_V11_230652	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG3424	KOG3424	FBgn0261596	B3NLI3
scaffold_143_83319_83401_+	1190.713773	1248.452598	1166.468109	808.8096496	857.2651125	1449.476586	1262.94382	1628.103189	-0.528810341	10.43422668	0.000929139	0.003377874	0.013215235	scaffold_143	83319	83401	+	1	JGI_V11_301730	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1696	KOG1696	FBgn0002607	P36241
scaffold_15_1404689_1404891_+	216.9665971	240.9652975	207.3521777	74.69527444	80.80353694	195.3586812	236.6530509	206.1282856	-1.510932214	7.729434578	8.70E-14	2.28E-12	0.01371788	scaffold_15	1404689	1404891	+	1	JGI_V11_230702	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG3412	KOG3412	FBgn0035422	Q9VZS5
scaffold_16_604862_604947_+	131.5217549	163.5298188	150.4423871	83.66243822	88.05261621	161.6455628	124.4760154	207.163152	-0.789748021	7.339148892	0.002635783	0.008507187	0.028193712	scaffold_16	604862	604947	+	1	JGI_V11_230714	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1728	KOG1728	FBgn0033699	Q0E9B6
scaffold_17_394454_394510_-	340.3830494	401.4534821	346.3053755	219.0352718	230.9487666	382.550843	374.2034892	546.0681804	-0.688757324	8.681400353	0.002326136	0.007623768	0.024445957	scaffold_17	394454	394510	-	1	JGI_V11_302274	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG0397	KOG0397	FBgn0013325	P46222
scaffold_188_154591_154656_-	228.5349962	218.7565533	265.8832399	133.6595213	134.6235874	326.9874998	288.0761482	229.7604387	-0.824977206	8.048567632	0.000169876	0.000731435	0.020373837	scaffold_188	154591	154656	-	1	JGI_V11_302765	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1722	KOG1722	FBgn0032518	Q9VJY6
scaffold_19_598924_598950_-	8.664811396	8.524623108	8.837616812	1.39E-17	1.39E-17	11.9379902	6.649853738	7.799672571	-6.184663863	3.306998236	6.17E-06	3.82E-05	0.026476569	scaffold_19	598924	598950	-	1	JGI_V11_302788	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG0829	KOG0829	FBgn0010409	P41093
scaffold_2_3543858_3543985_-	1127.218098	1223.228918	1144.339738	791.7564742	736.3669117	1499.86688	1114.748267	1532.473269	-0.608410929	10.36640615	0.001199686	0.004255293	0.018472836	scaffold_2	3543858	3543985	-	1	JGI_V11_303071	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1628	KOG1628	FBgn0017545	P55830
scaffold_24_20763_20865_-	232.2348634	261.6279008	227.7870733	143.9597834	151.1664367	264.5689283	239.9061589	318.6162028	-0.70471963	8.059182206	0.000378639	0.001504363	0.016292223	scaffold_24	20763	20865	-	1	JGI_V11_318183	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG0887	KOG0887	FBgn0037328	Q9VNB9
scaffold_24_558116_558181_-	846.3410481	911.9684147	832.1200025	616.4091821	575.0722293	961.3040758	989.0264776	989.031165	-0.535394851	9.919191943	1.54E-05	8.66E-05	0.007202579	scaffold_24	558116	558181	-	1	JGI_V11_230893	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1570	KOG1570	FBgn0036213	Q9VTP4
scaffold_29_942852_942965_+	651.7769522	767.2018382	792.6748914	334.6178777	356.7143294	869.0400967	777.8030016	734.1772453	-1.092503381	9.573243061	1.63E-10	2.59E-09	0.013639048	scaffold_29	942852	942965	+	1	JGI_V11_231016	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1694	KOG1694	FBgn0039857	Q9V9W2
scaffold_29_943669_943690_+	5.085164589	5.801536775	7.062939407	1.39E-17	1.39E-17	6.344143605	0.022267397	5.872081937	-5.657712683	2.748549684	0.000243444	0.001011006	0.033656465	scaffold_29	943669	943690	+	1	JGI_V11_231016	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1694	KOG1694	FBgn0039857	Q9V9W2
scaffold_3_15699_15736_-	90.78822374	90.21014199	81.72494922	54.34595864	49.22870336	65.87939401	66.54681384	50.2554631	-0.756657839	6.348625056	0.001548447	0.005339599	0.016386584	scaffold_3	15699	15736	-	1	JGI_V11_206107	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1715	KOG1715	FBgn0011787	Q2XYH0
scaffold_41_427452_427506_+	114.14012	114.3876821	88.77033402	59.07934705	48.55950194	68.83970659	58.7099263	59.79050352	-0.973127491	6.503309701	6.16E-05	0.000298613	0.018343074	scaffold_41	427452	427506	+	1	JGI_V11_305829	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG3162	KOG3162	FBgn0039765	Q9VA81
scaffold_42_860733_860790_-	5.864725834	8.204488989	6.506356859	1.39E-17	1.39E-17	8.16560936	0.028823054	8.250144249	-5.851387319	2.944463511	0.000115937	0.000522152	0.039621131	scaffold_42	860733	860790	-	1	JGI_V11_231144	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1678	KOG1678	FBgn0028697	O17445
scaffold_42_861746_861820_-	657.5488563	693.9355062	691.4342655	471.6615728	423.102828	778.5729705	783.3552049	718.8020165	-0.605914747	9.555105827	7.27E-06	4.39E-05	0.008387213	scaffold_42	861746	861820	-	1	JGI_V11_231144	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1678	KOG1678	FBgn0028697	O17445
scaffold_43_161186_161249_+	1621.166144	1749.596313	1788.797605	813.8112605	821.8725226	1844.851572	1541.115811	1659.141104	-1.072294428	10.73477371	8.36E-14	2.20E-12	0.010319118	scaffold_43	161186	161249	+	1	JGI_V11_231165	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1742	KOG1742	FBgn0261606	P41092
scaffold_48_739460_739510_-	62.13416101	70.93922863	66.76116462	36.91056845	28.32909113	56.69952263	48.42639611	46.67460878	-1.027237615	5.965039394	0.000117685	0.000529555	0.016804428	scaffold_48	739460	739510	-	1	JGI_V11_306295	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1698	KOG1698	FBgn0037608	Q9VHN6
scaffold_61_456183_456338_-	303.421482	313.9058174	287.9503098	208.4430281	186.7361187	415.7196364	393.0890884	409.5977001	-0.610575675	8.508464534	7.78E-05	0.000367809	0.009059065	scaffold_61	456183	456338	-	1	JGI_V11_231299	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG0857	KOG0857	FBgn0024733	O61231
scaffold_76_71092_71122_+	7.636672089	8.0078808	10.95066245	1.39E-17	1.39E-17	1.39E-17	1.39E-17	1.39E-17	-6.214898395	2.671096537	4.35E-06	2.78E-05	0.028542036	scaffold_76	71092	71122	+	1	JGI_V11_231414	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG4607	KOG4607	FBgn0038319	Q9VF89
scaffold_77_526934_527025_+	121.9915484	125.1737868	135.5533836	58.88378162	72.49675019	128.8833718	96.13571528	157.2451122	-0.956537663	7.035996359	0.000264095	0.001088779	0.025960017	scaffold_77	526934	527025	+	1	JGI_V11_227532	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG0893	KOG0893	FBgn0025286	Q9V597
scaffold_87_154540_154587_-	60.17822828	56.03634039	51.86247874	32.29867288	25.56262117	44.76916106	39.32045256	51.90240859	-0.950554222	5.768549703	0.000712778	0.002646086	0.017988445	scaffold_87	154540	154587	-	1	JGI_V11_308808	"GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG3162	KOG3162	FBgn0051450	Q8IGA1
scaffold_135_308101_308121_-	4.809992427	0	5.030845693	12.21174364	27.48819759	1.39E-17	1.39E-17	1.39E-17	2.572609771	3.217672714	4.74E-06	3.02E-05	0.053393551	scaffold_135	308101	308121	-	1	JGI_V11_114652	"GO:0003725,GO:0005622"	KOG3732	KOG3732	FBgn0031951	Q2Q0K7
scaffold_42_43047_43065_-.1	18.15161251	21.43502021	20.07926521	1.39E-17	1.39E-17	8.493928569	10.17481111	8.893031886	-7.369904967	3.9217271	3.56E-12	7.22E-11	0.022717283	scaffold_42	43047	43065	-	1	JGI_V11_321627	"GO:0003725,GO:0005622"	0	0	FBgn0031951	Q2Q0K7
scaffold_163_150845_150852_-	5.013138848	5.930964965	6.887218017	1.39E-17	1.39E-17	6.009515117	5.840422477	0.055429413	-5.64845357	2.738574668	0.000240868	0.001001944	0.033084445	scaffold_163	150845	150852	-	1	JGI_V11_302218	"GO:0003723,GO:0016071"	KOG2188	KOG2188	FBgn0033169	Q7JX95
scaffold_8_2010199_2010221_-	20.7032093	24.02073759	23.95834889	7.141091081	9.297013687	7.278310242	13.22450088	8.907545954	-1.465790527	4.252149337	0.000595265	0.002255053	0.023237946	scaffold_8	2010199	2010221	-	1	JGI_V11_308521	"GO:0003723,GO:0016071"	KOG2992	KOG2992	FBgn0250754	B7Z0I8
scaffold_230_118880_119073_-	98.57964834	107.7216693	88.13170212	33.97336049	18.94081685	93.22601944	88.55951501	75.57448237	-1.885839543	6.48386331	3.27E-11	5.83E-10	0.020897522	scaffold_230	118880	119073	-	1	JGI_V11_333298	"GO:0003723,GO:0005634,GO:0006364"	KOG1596	KOG1596	FBgn0003062	Q9W1V3
scaffold_230_119422_119532_-	287.9794452	300.0358628	287.1212245	102.1801788	68.96017463	273.6969881	296.7973849	254.8239882	-1.76757325	8.08518609	4.04E-17	1.64E-15	0.016136293	scaffold_230	119422	119532	-	1	JGI_V11_333298	"GO:0003723,GO:0005634,GO:0006364"	KOG1596	KOG1596	FBgn0003062	Q9W1V3
scaffold_99_377134_377145_+	96.60622815	90.888985	95.51827017	32.93955945	22.25083382	112.0757356	68.36350861	84.7680826	-1.768655789	6.4795702	5.35E-09	6.33E-08	0.026924421	scaffold_99	377134	377145	+	1	JGI_V11_228342	"GO:0003723,GO:0004730,GO:0006396"	KOG2529	KOG2529	FBgn0259937	O44081
scaffold_5_2427480_2427518_-	128.1995851	145.4808448	117.3059057	90.1840267	63.54472536	129.2205422	116.0683695	135.1891038	-0.760710527	7.080961311	0.00092253	0.003356241	0.01888811	scaffold_5	2427480	2427518	-	1	JGI_V11_306457	"GO:0003723,GO:0003743,GO:0005850,GO:0006412"	KOG2916	KOG2916	FBgn0261609	P41374
scaffold_80_487433_487495_-	23.42084576	24.9473404	15.9349662	48.26163101	39.36065825	31.54580396	33.92053826	41.17396533	1.026682425	5.292349954	0.000796886	0.002925266	0.022122233	scaffold_80	487433	487495	-	1	JGI_V11_111087	"GO:0003723,GO:0003743,GO:0005737,GO:0006413"	KOG1669	KOG1669	0	0
scaffold_9_1155281_1155290_+	27.7849234	30.23403003	25.26518649	1.39E-17	1.39E-17	9.570524964	12.77436162	14.74952088	-7.848495851	4.322925128	6.43E-16	2.27E-14	0.022518323	scaffold_9	1155281	1155290	+	1	JGI_V11_98425	"GO:0003723,GO:0003743,GO:0005737,GO:0006413"	KOG1670	KOG1670	FBgn0015218	P48598
scaffold_11_1889452_1889519_+	196.8899056	155.7890523	155.4200186	101.0909806	112.982828	205.5039197	184.5403483	177.1098316	-0.661569147	7.551636621	0.00144955	0.005037805	0.016081723	scaffold_11	1889452	1889519	+	1	JGI_V11_314559	"GO:0003723,GO:0003735,GO:0005622,GO:0005840,GO:0006412"	KOG1751	KOG1751	FBgn0026372	O97118
scaffold_120_352912_352966_+	131.646832	124.0424847	130.4471851	317.6484328	240.9342165	175.9728794	138.3743056	170.9006534	1.116962242	7.696596647	3.55E-08	3.55E-07	0.019093932	scaffold_120	352912	352966	+	1	JGI_V11_228781	GO:0003723	KOG3942	KOG3942	FBgn0032156	Q8MRQ1
scaffold_111_12093_12121_+	26.27753716	26.20279062	28.60052359	10.41699986	8.982374631	16.18829564	18.25337759	20.31332334	-1.467386854	4.634079157	0.000163007	0.000704842	0.01971222	scaffold_111	12093	12121	+	1	JGI_V11_299584	"GO:0003700,GO:0005622,GO:0006355"	KOG1787	KOG1787	FBgn0035507	Q9VZG5
scaffold_1_1892641_1892647_-	8.691299448	6.892310072	7.803704534	28.215714	23.36946534	20.61325043	13.88302392	27.98012957	1.709927822	4.441949592	3.24E-05	0.000169439	0.028707816	scaffold_1	1892641	1892647	-	1	JGI_V11_205205	"GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0003677,GO:0004879,GO:0004887"	KOG3575	KOG3575	FBgn0000568	P17672
scaffold_1_1893147_1893153_-	38.72037477	28.13123544	27.90869148	51.75149551	61.47075139	35.65482076	38.62037407	42.87053839	0.839028994	5.609725472	0.002108468	0.006995935	0.019808532	scaffold_1	1893147	1893153	-	1	JGI_V11_205205	"GO:0003700,GO:0003707,GO:0005634,GO:0006355,GO:0003677,GO:0004879,GO:0004887"	KOG3575	KOG3575	FBgn0000568	P17672
scaffold_2_2220918_2220967_+.1	59.87404752	67.85644171	61.16088976	32.06883448	33.22186943	37.66865295	45.39447974	30.63408223	-0.94552159	5.794927748	0.000611506	0.002307995	0.018396313	scaffold_2	2220918	2220967	+	1	JGI_V11_220521	"GO:0003684,GO:0005634,GO:0006289"	KOG4017	KOG4017	FBgn0004832	P28518
scaffold_174_58463_58471_-	8.249021374	8.935320106	6.478898878	1.39E-17	1.39E-17	0.065746626	7.746313689	5.889029268	-6.049661023	2.966443726	1.91E-05	0.00010545	0.034837208	scaffold_174	58463	58471	-	1	JGI_V11_229353	"GO:0003677,GO:0006355,GO:0008270"	KOG1632	KOG1632	FBgn0030121	Q9W352
scaffold_79_516997_517073_-	30.13883492	28.29540515	30.56086801	12.79538487	11.85209131	26.86972475	23.92838219	24.25459216	-1.259530272	4.886079459	0.000657456	0.002459544	0.018255485	scaffold_79	516997	517073	-	1	JGI_V11_201206	"GO:0003677,GO:0006355,GO:0005634"	KOG0526	KOG0526	FBgn0010278	Q05344
scaffold_17_653696_653747_+	42.59595051	46.77744587	47.39043353	22.67133962	17.739647	30.82188916	33.61496036	32.56268496	-1.169121703	5.391012318	0.000135796	0.000603319	0.0169875	scaffold_17	653696	653747	+	1	JGI_V11_302349	"GO:0003677,GO:0006355,GO:0003676,GO:0005634,GO:0045449,GO:0008270"	KOG1844	KOG1844	FBgn0038016	Q7KSN0
scaffold_89_40095_40137_-	109.2267799	120.0843279	102.3116141	66.08327905	58.43255048	71.53304343	95.05662938	81.05108934	-0.827148748	6.696838046	0.000298223	0.001212297	0.016537593	scaffold_89	40095	40137	-	1	JGI_V11_308933	"GO:0003677,GO:0006355,GO:0003676,GO:0005634,GO:0008270"	KOG1244	KOG1244	FBgn0033015	A1Z6E6
scaffold_5_1699627_1699633_-	1.39E-17	1.39E-17	1.39E-17	0.034586901	9.790623934	0.06203781	5.654534696	7.135708852	5.382487788	2.443247438	0.000683553	0.002549679	0.107644925	scaffold_5	1699627	1699633	-	1	JGI_V11_306420	"GO:0003677,GO:0006355"	KOG4304	KOG4304	FBgn0032741	Q9VJ16
scaffold_53_821560_821616_-	58.7211844	67.85359188	62.89477549	25.99336458	25.64251961	34.75996738	46.83800889	37.22542095	-1.286972505	5.76549294	5.48E-06	3.43E-05	0.017603437	scaffold_53	821560	821616	-	1	JGI_V11_306779	"GO:0003677,GO:0006355"	KOG1973	KOG1973	FBgn0038546	Q9VEF5
scaffold_55_467726_467747_-	5.748551865	5.294794519	6.448475195	1.39E-17	1.39E-17	6.754024829	6.819718814	6.122141004	-5.62120988	2.941095731	0.000331677	0.00133814	0.02595711	scaffold_55	467726	467747	-	1	JGI_V11_199562	"GO:0003677,GO:0006355"	KOG0527	KOG0527	FBgn0005612	P40656
scaffold_17_391601_391628_-	33.01649443	35.64262639	35.27516501	15.4370708	14.95237209	26.49220767	29.39438317	31.41698018	-1.183198287	5.100872047	0.000522085	0.00201302	0.017649311	scaffold_17	391601	391628	-	1	JGI_V11_195302	"GO:0003677,GO:0006306,GO:0008170"	KOG2671	KOG2671	FBgn0037250	Q960G1
scaffold_51_365870_365903_+	44.80147914	51.7727784	46.57709204	16.90453998	19.52926152	22.97185726	30.62111154	27.74540831	-1.38411635	5.327893195	1.06E-05	6.22E-05	0.018345697	scaffold_51	365870	365903	+	1	JGI_V11_306660	"GO:0003677,GO:0006306,GO:0008170"	0	0	0	0
scaffold_114_18110_18139_-	21.21942607	21.1163342	25.10630344	7.775173219	5.996928605	14.29169009	13.54485057	12.24051253	-1.689899964	4.319414139	0.000182718	0.00078342	0.021212187	scaffold_114	18110	18139	-	1	JGI_V11_202808	"GO:0003677,GO:0005663,GO:0006260,GO:0000166,GO:0017111,GO:0005524"	KOG0990	KOG0990	FBgn0032244	Q9VKW3
scaffold_141_24939_25016_+	39.36328752	46.66705511	48.10022237	19.65659792	18.63450435	31.98657725	40.60011634	31.87101996	-1.218764113	5.403314093	0.000111984	0.000506591	0.018753881	scaffold_141	24939	25016	+	1	JGI_V11_301682	"GO:0003677,GO:0005663,GO:0006260,GO:0000166,GO:0017111,GO:0005524"	KOG0989	KOG0989	FBgn0030871	Q9VX15
scaffold_211_147520_147551_+	15.0716336	14.20733319	14.75646832	1.39E-17	1.39E-17	9.43875614	8.671253603	16.16772715	-6.934738032	3.777727627	2.53E-09	3.21E-08	0.026349782	scaffold_211	147520	147551	+	1	JGI_V11_303531	"GO:0003677,GO:0005663,GO:0006260,GO:0000166,GO:0017111,GO:0005524"	KOG0991	KOG0991	FBgn0260985	P53034
scaffold_6_1776963_1777054_+	23.4231206	25.74973191	24.97176459	7.202145088	0.034586003	16.79454239	16.22710589	12.4572814	-2.721730923	4.379631459	9.43E-08	8.63E-07	0.024718844	scaffold_6	1776963	1777054	+	1	JGI_V11_312603	"GO:0003677,GO:0005634,GO:0006457,GO:0031072,GO:0051082"	KOG0724	KOG0724	FBgn0037051	Q9VP77
scaffold_163_195997_196079_+	55.0254923	54.35953486	68.41592693	94.55618535	145.6577791	54.6862073	93.68541103	77.31776003	1.01738161	6.562752605	0.000444053	0.001739819	0.03744551	scaffold_163	195997	196079	+	1	JGI_V11_302198	"GO:0003677,GO:0005634,GO:0006355"	KOG1414	KOG1414	FBgn0001297	P21525
scaffold_163_198713_198733_+	5.631964821	7.417690022	9.053269134	1.39E-17	1.39E-17	7.538401463	5.870410352	6.848020534	-5.952244136	3.080256864	3.54E-05	0.000183143	0.026392453	scaffold_163	198713	198733	+	1	JGI_V11_302198	"GO:0003677,GO:0005634,GO:0006355"	KOG1414	KOG1414	FBgn0001297	P21525
scaffold_21_918105_918115_-	12.10832366	11.3084773	17.77340535	37.63569481	46.2929438	18.07740855	26.49307198	26.04445597	1.603152042	4.913602861	1.58E-06	1.12E-05	0.024246235	scaffold_21	918105	918115	-	1	JGI_V11_102458	"GO:0003677,GO:0005634,GO:0006355"	KOG3119	KOG3119	FBgn0016694	Q24217
scaffold_7_1474505_1474542_-	1.39E-17	1.39E-17	1.39E-17	13.33263413	14.02395779	17.79250588	30.14543524	33.927819	6.832846534	4.128444546	3.27E-10	4.92E-09	0.033180826	scaffold_7	1474505	1474542	-	1	JGI_V11_221979	"GO:0003677,GO:0005634,GO:0006355"	KOG4571	KOG4571	FBgn0000370	Q2PDR8
scaffold_7_1475699_1475731_-	641.9133265	643.5223929	706.8465535	1047.223861	1103.288297	1163.729708	1162.305744	1026.306931	0.695116361	10.07542405	2.44E-07	2.04E-06	0.009505086	scaffold_7	1475699	1475731	-	1	JGI_V11_221979	"GO:0003677,GO:0005634,GO:0006355"	KOG4571	KOG4571	FBgn0000370	Q2PDR8
scaffold_97_72409_72451_+	19.99044548	25.68623195	21.08165649	8.564778082	6.459266376	15.00236774	17.5595361	12.63700316	-1.552205817	4.37527894	0.000469341	0.001833257	0.022249255	scaffold_97	72409	72451	+	1	JGI_V11_309373	"GO:0003677,GO:0005634,GO:0005660,GO:0006275,GO:0030337"	KOG1636	KOG1636	FBgn0005655	P17917
scaffold_25_47166_47192_+	8.238950831	9.179248079	7.262902431	1.39E-17	1.39E-17	8.216822326	7.015504642	6.135470488	-6.10950282	3.170951547	9.20E-06	5.43E-05	0.025501674	scaffold_25	47166	47192	+	1	JGI_V11_382	"GO:0003677,GO:0005634,GO:0005509,GO:0005544"	KOG1974	KOG1974	FBgn0038118	Q8INH7
scaffold_41_1015879_1015923_-	21.08781788	21.6387811	22.75455243	7.781448343	6.908924731	16.14484654	17.378387	14.83280026	-1.556420194	4.388745626	0.000503738	0.001951889	0.020264292	scaffold_41	1015879	1015923	-	1	JGI_V11_225734	"GO:0003677,GO:0005634"	KOG0049	KOG0049	FBgn0037540	Q9VHX0
scaffold_23_839138_839232_-	172.730568	186.0859257	187.0143423	125.149796	91.59419716	153.8131671	139.1159668	151.6892961	-0.746620817	7.459747967	0.000196396	0.000838179	0.015073204	scaffold_23	839138	839232	-	1	JGI_V11_196480	"GO:0003677,GO:0005524,GO:0008026"	KOG0391	KOG0391	FBgn0020306	Q9NDJ2
scaffold_61_470695_470696_-	13.66125184	12.7322976	12.16348831	5.237814796	0.025864254	10.06790202	8.371087389	10.52895209	-2.227160804	3.688604493	0.000492754	0.001913697	0.025498624	scaffold_61	470695	470696	-	1	JGI_V11_307300	"GO:0003677,GO:0005524,GO:0006270,GO:0008094,GO:0005634"	KOG0480	KOG0480	FBgn0025815	Q9V461
scaffold_120_151613_151617_+	11.80722674	14.47696856	16.17671019	1.39E-17	1.39E-17	0.064711691	5.562085399	7.859954013	-6.882599416	3.410727273	9.73E-09	1.10E-07	0.032974569	scaffold_120	151613	151617	+	1	JGI_V11_301153	"GO:0003677,GO:0005524,GO:0006270,GO:0008094,GO:0000166,GO:0017111,GO:0005634"	KOG0478	KOG0478	FBgn0015929	Q26454
scaffold_25_733165_733236_+	201.6076959	245.05398	226.7312144	146.086221	87.84846229	164.8525229	151.9610559	129.4309721	-0.939474551	7.62395121	0.000214781	0.000907517	0.02844575	scaffold_25	733165	733236	+	1	JGI_V11_318579	"GO:0003677,GO:0005524,GO:0005634,GO:0008026,GO:0003676,GO:0004386"	KOG0385	KOG0385	FBgn0011604	Q24368
scaffold_1_676767_676847_-	46.3274748	58.98628044	51.56054239	31.75127119	21.10205203	33.44227574	37.54118252	31.68017194	-0.981161551	5.56954563	0.000977267	0.00353141	0.020188761	scaffold_1	676767	676847	-	1	JGI_V11_232072	"GO:0003677,GO:0005524,GO:0000785,GO:0003682,GO:0005634,GO:0006333,GO:0008026,GO:0003676,GO:0004386,GO:0006355"	KOG0383	KOG0383	FBgn0013591	O97159
scaffold_40_125527_125716_-	13.59946609	10.14041085	6.429061833	29.89374951	17.66440288	18.31856097	18.63453011	17.77538394	1.231677906	4.400843912	0.002076276	0.006902619	0.028264511	scaffold_40	125527	125716	-	1	JGI_V11_305753	"GO:0003677,GO:0004879,GO:0005634,GO:0006355,GO:0003700,GO:0003707"	KOG3575	KOG3575	0	0
scaffold_71_573514_573535_+	6.314255293	6.039946604	7.135298272	1.39E-17	1.39E-17	6.856446102	5.770466785	6.114065014	-5.774128657	2.973067013	0.000133564	0.000594442	0.025888436	scaffold_71	573514	573535	+	1	JGI_V11_110118	"GO:0003677,GO:0004518,GO:0006281"	KOG2518	KOG2518	FBgn0015553	Q24558
scaffold_10_644257_644277_+	7.461998712	7.804507464	6.582874293	1.39E-17	1.39E-17	6.530734442	6.629365941	6.482362686	-5.936462806	3.059701218	3.45E-05	0.000179363	0.0254774	scaffold_10	644257	644277	+	1	JGI_V11_313916	"GO:0003677,GO:0003917,GO:0006265,GO:0006268,GO:0003916,GO:0003676,GO:0006304"	KOG1957	KOG1957	FBgn0026015	O96651
scaffold_3_3422637_3422660_+	5.87507427	0	7.123994544	19.34576032	39.54744766	1.39E-17	1.39E-17	1.39E-17	2.74979541	3.639330639	9.57E-08	8.73E-07	0.062962486	scaffold_3	3422637	3422660	+	1	JGI_V11_221022	"GO:0003677,GO:0003905,GO:0006284"	KOG4486	KOG4486	0	0
scaffold_38_281072_281091_-	6.941312273	7.794379377	7.986546446	1.39E-17	1.39E-17	7.807761072	6.229237388	0.064333708	-5.991836766	2.949085991	2.89E-05	0.000152647	0.034615359	scaffold_38	281072	281091	-	1	JGI_V11_231106	"GO:0003677,GO:0003899,GO:0005634,GO:0006350"	KOG3507	KOG3507	FBgn0085215	Q6IGE3
scaffold_7219_560_575_-	5.888068141	5.67090955	6.618258161	1.39E-17	1.39E-17	6.923482754	0.025792148	7.510733664	-5.675607786	2.81950316	0.00025394	0.001051593	0.035944983	scaffold_7219	560	575	-	1	JGI_V11_71222	"GO:0003677,GO:0003899,GO:0005634,GO:0006350"	KOG1521	KOG1521	FBgn0031657	Q9VMX3
scaffold_10_1418721_1418790_-	67.75208422	63.42826373	66.1630845	41.64144106	28.12152987	57.2203152	56.00363004	54.04669653	-0.912429668	6.020559058	0.000597761	0.002262227	0.01649635	scaffold_10	1418721	1418790	-	1	JGI_V11_300422	"GO:0003677,GO:0003887,GO:0006350"	KOG1926	KOG1926	0	0
scaffold_81_137438_137467_-	5.406715832	4.681582774	5.057557683	1.39E-17	1.39E-17	0.029945928	0.011358945	5.792516385	-5.418372235	2.439521938	0.000938223	0.003403605	0.034791226	scaffold_81	137438	137467	-	1	JGI_V11_308600	"GO:0003677,GO:0003887,GO:0005634,GO:0006260"	KOG3818	KOG3818	FBgn0035644	Q95RJ7
scaffold_12_1871117_1871205_+	71.61743273	78.11372775	70.93774371	34.16732418	32.20363344	46.55371283	60.09929789	51.08500753	-1.145690175	6.056136122	1.04E-05	6.06E-05	0.015947148	scaffold_12	1871117	1871205	+	1	JGI_V11_194512	"GO:0003677,GO:0003702,GO:0005634,GO:0005669,GO:0006355,GO:0006367"	KOG3302	KOG3302	FBgn0003687	P20227
scaffold_32_171822_171860_-	12.72863001	11.34848879	12.70611027	295.9393962	164.4487367	8.565565416	7.686460962	6.689529607	4.216771005	6.25455657	7.86E-33	1.10E-30	0.045674199	scaffold_32	171822	171860	-	1	JGI_V11_225264	"GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0007548"	KOG3815	KOG3815	0	0
