consensus.cluster chr start end strand tpm
2371 scaffold_146 74210 74258 + 969.757219037057
2372 scaffold_146 82368 82373 + 35.407260895743
2373 scaffold_146 87223 87255 + 188.037746039707
2374 scaffold_146 142770 142815 + 262.198393222472
2375 scaffold_146 148018 148028 + 624.716049270086
2376 scaffold_146 72429 72451 - 111.31822476195
2377 scaffold_146 85969 85970 - 123.886758890682
2378 scaffold_146 158370 158376 - 87.7461297971939
2379 scaffold_146 158543 158573 - 118.610159516599
2380 scaffold_146 180997 181049 - 425.116336382784
2381 scaffold_147 61348 61392 + 493.974816513476
2382 scaffold_147 69788 69896 + 1224.68071422951
2383 scaffold_147 283252 283301 + 395.500852612104
2384 scaffold_147 22726 22728 - 18.6082596513952
2385 scaffold_147 23558 23562 - 231.307263803024
2386 scaffold_147 73355 73371 - 50.2073400350228
2387 scaffold_147 281542 281543 - 147.856371916512
2388 scaffold_147 283200 283237 - 65.8828360912178
2389 scaffold_148 227048 227049 + 10.6778402727708
2390 scaffold_148 231145 231337 + 146.087278243203
2391 scaffold_148 226762 226794 - 97.2645219546061
2392 scaffold_1497 3195 3222 - 127.794101652978
2393 scaffold_1497 4056 4061 - 1454.41964850006
2394 scaffold_1499 2483 2540 + 532.407295519275
2395 scaffold_15 14968 14974 + 1896.98951205017
2396 scaffold_15 15410 15423 + 12.1358022067549
2397 scaffold_15 19782 19842 + 3933.24095772368
2398 scaffold_15 21450 21454 + 27.3912297041484
2399 scaffold_15 21563 21574 + 22.8136846142802
2400 scaffold_15 92886 92895 + 28.9376925900963
2401 scaffold_15 116700 116704 + 1557.56318381501
2402 scaffold_15 116969 116976 + 27.7950888211741
2403 scaffold_15 119564 119566 + 1057.83775367642
2404 scaffold_15 124368 124369 + 6.75024469637024
2405 scaffold_15 125681 125714 + 785.206984299853
2406 scaffold_15 142205 142206 + 17.168053109245
2407 scaffold_15 165413 165422 + 54.5690971059718
2408 scaffold_15 213293 213324 + 236.316556301506
2409 scaffold_15 213607 213646 + 73.0084007970221
2410 scaffold_15 213793 213803 + 70.1969025396283
2411 scaffold_15 218001 218055 + 169.665717261227
2412 scaffold_15 225290 225292 + 16.9405950912009
2413 scaffold_15 233298 233329 + 183.376629205032
2414 scaffold_15 234041 234099 + 333.114090777773
2415 scaffold_15 244455 244475 + 645.527862641679
2416 scaffold_15 247244 247279 + 734.011359088248
2417 scaffold_15 247487 247493 + 69.3183300449651
2418 scaffold_15 247769 247792 + 117.94450010945
2419 scaffold_15 250613 250616 + 4.73704706807082
2420 scaffold_15 251105 251125 + 6.49966923293437
2421 scaffold_15 255384 255400 + 109.533465903306
2422 scaffold_15 258336 258385 + 214.139615274286
2423 scaffold_15 261964 262005 + 544.206325918957
2424 scaffold_15 268270 268335 + 453.233797268309
2425 scaffold_15 270723 270731 + 101.348436931725
2426 scaffold_15 272397 272429 + 1932.88752620062
2427 scaffold_15 353052 353115 + 3976.9190246006
2428 scaffold_15 353765 353846 + 43.671826709353
2429 scaffold_15 354770 354780 + 52.6239800746522
2430 scaffold_15 356211 356228 + 1583.81965210057
2431 scaffold_15 356984 356988 + 43.0869476904319
2432 scaffold_15 361471 361525 + 468.908032849612
2433 scaffold_15 363949 363979 + 134.097185242304
2434 scaffold_15 375413 375444 + 3385.6415093554
2435 scaffold_15 376655 376669 + 81.6633510037123
2436 scaffold_15 384177 384201 + 706.23803277557
2437 scaffold_15 390564 390590 + 86.2522263580866
2438 scaffold_15 407547 407548 + 161.534183556409
2439 scaffold_15 458966 458976 + 171.12854357912
2440 scaffold_15 459081 459088 + 363.686701673537
2441 scaffold_15 459892 459900 + 9.39954686693351
2442 scaffold_15 476127 476131 + 24.5627686056853
2443 scaffold_15 532359 532360 + 6.3555932306116
2444 scaffold_15 638042 638076 + 2101.7998422466
2445 scaffold_15 645097 645110 + 312.862600594412
2446 scaffold_15 651882 651890 + 94.6765247989769
2447 scaffold_15 661708 661709 + 34.7382487111408
2448 scaffold_15 665750 665757 + 536.789771324264
2449 scaffold_15 669852 669880 + 332.475072710674
2450 scaffold_15 670735 670741 + 51.342393966848
2451 scaffold_15 695498 695603 + 191.708913139357
2452 scaffold_15 719109 719111 + 41.1449114091832
2453 scaffold_15 723509 723510 + 5.61893601870799
2454 scaffold_15 737795 737813 + 73.5795110236304
2455 scaffold_15 749256 749261 + 76.8658359114035
2456 scaffold_15 749371 749375 + 68.6922979485738
2457 scaffold_15 798355 798361 + 25.5041647429484
2458 scaffold_15 805146 805151 + 43.7846115536427
2459 scaffold_15 810583 810590 + 1656.45730185717
2460 scaffold_15 811749 811750 + 5.83868592111054
2461 scaffold_15 811909 811910 + 25.0382898407204
2462 scaffold_15 812337 812338 + 29.3409202680673
2463 scaffold_15 818080 818083 + 219.622061010934
2464 scaffold_15 821581 821613 + 538.736955680451
2465 scaffold_15 823069 823132 + 216.027053747103
2466 scaffold_15 829774 829783 + 497.240727332516
2467 scaffold_15 831904 831933 + 62.4433545763211
2468 scaffold_15 853118 853152 + 608.855018441134
2469 scaffold_15 855946 855999 + 4148.52186396229
2470 scaffold_15 856857 856931 + 135.033970232967
2471 scaffold_15 858929 858967 + 6254.96612548999
2472 scaffold_15 860228 860229 + 11.2840201462508
2473 scaffold_15 861998 862089 + 506.416601828775
2474 scaffold_15 966568 966577 + 636.77260569173
2475 scaffold_15 981884 981905 + 115.161638841317
2476 scaffold_15 992772 992777 + 63.4340860713608
2477 scaffold_15 1002791 1002892 + 96.0162148841333
2478 scaffold_15 1016441 1016469 + 1303.16971345838
2479 scaffold_15 1018104 1018126 + 44.9258343217125
2480 scaffold_15 1045712 1045719 + 84.3885255667267
2481 scaffold_15 1056646 1056658 + 983.876881349894
2482 scaffold_15 1056773 1056792 + 95.705652326594
2483 scaffold_15 1067999 1068000 + 5.49123292737372
2484 scaffold_15 1128720 1128735 + 218.379349727172
2485 scaffold_15 1135606 1135609 + 42.3743919840663
2486 scaffold_15 1138590 1138650 + 159.811112843241
2487 scaffold_15 1139985 1139998 + 18.0077334003854
2488 scaffold_15 1157850 1157851 + 26.7673213610941
2489 scaffold_15 1184809 1184817 + 50.1811982034669
2490 scaffold_15 1186426 1186435 + 109.707281783755
2491 scaffold_15 1194576 1194642 + 95.9243621529848
2492 scaffold_15 1200567 1200570 + 21.3778781345036
2493 scaffold_15 1252630 1252631 + 48.1814241023936
2494 scaffold_15 1276927 1277029 + 113.973423966032
2495 scaffold_15 1285006 1285021 + 625.584129161163
2496 scaffold_15 1325910 1325946 + 434.262174643513
2497 scaffold_15 1337530 1337534 + 105.950705591841
2498 scaffold_15 1350914 1350927 + 28.5798050535536
2499 scaffold_15 1355116 1355156 + 248.763067174136
2500 scaffold_15 1362113 1362122 + 1055.2838576516
2501 scaffold_15 1363235 1363293 + 233.855384632675
2502 scaffold_15 1404715 1404880 + 1354.64376557184
2503 scaffold_15 1429803 1429884 + 565.33475806928
2504 scaffold_15 1443072 1443104 + 1484.19706647172
2505 scaffold_15 1467925 1467965 + 292.466426455656
2506 scaffold_15 1471858 1471909 + 787.344916283412
2507 scaffold_15 1474300 1474326 + 270.949005809217
2508 scaffold_15 1573616 1573690 + 646.393083810137
2509 scaffold_15 1577315 1577370 + 264.060212441363
2510 scaffold_15 1647223 1647224 + 44.6876895902339
2511 scaffold_15 1699653 1699660 + 315.227099998156
2512 scaffold_15 17218 17220 - 63.7370505024815
2513 scaffold_15 19070 19148 - 2408.10431376523
2514 scaffold_15 89705 89747 - 435.368043277261
2515 scaffold_15 98596 98617 - 16.4402178923135
2516 scaffold_15 99623 99631 - 1504.96209842283
2517 scaffold_15 105299 105300 - 19.0447219466315
2518 scaffold_15 105557 105579 - 232.469361294515
2519 scaffold_15 105689 105691 - 52.1944544189441
2520 scaffold_15 105828 105914 - 309.478647044678
2521 scaffold_15 106104 106118 - 6053.10121578224
2522 scaffold_15 107315 107399 - 3115.24326919807
2523 scaffold_15 157022 157040 - 152.658195739155
2524 scaffold_15 200669 200674 - 22.3139825239279
2525 scaffold_15 233011 233066 - 179.991936412756
2526 scaffold_15 240791 240799 - 74.7771154582202
2527 scaffold_15 242723 242749 - 56.4302495159342
2528 scaffold_15 264821 264824 - 35.2037750887219
2529 scaffold_15 264993 265391 - 927.658053552784
2530 scaffold_15 265556 265557 - 10.9418596472032
2531 scaffold_15 265677 265678 - 18.7428766267424
2532 scaffold_15 266039 266050 - 13544.3918075895
2533 scaffold_15 281484 281490 - 489.517290447319
2534 scaffold_15 285410 285520 - 322.748437469067
2535 scaffold_15 298065 298083 - 40.1862114460975
2536 scaffold_15 304080 304088 - 187.718640519697
2537 scaffold_15 361176 361274 - 640.425045192248
2538 scaffold_15 396076 396079 - 13.7485956760495
2539 scaffold_15 511571 511572 - 54.901660949032
2540 scaffold_15 517575 517582 - 307.508216693357
2541 scaffold_15 521894 521942 - 220.694254637721
2542 scaffold_15 621225 621229 - 209.433008515134
2543 scaffold_15 644251 644252 - 26.008463087232
2544 scaffold_15 644405 644432 - 147.978966541895
2545 scaffold_15 665012 665085 - 533.224507217215
2546 scaffold_15 685189 685192 - 45.9597615783768
2547 scaffold_15 716279 716280 - 155.77982557783
2548 scaffold_15 716675 716708 - 710.422446808323
2549 scaffold_15 796097 796101 - 119.456382981956
2550 scaffold_15 796334 796343 - 80.6287195869729
2551 scaffold_15 796473 796484 - 122.917979030766
2552 scaffold_15 804812 804869 - 428.658017927518
2553 scaffold_15 810111 810116 - 30.6484185468577
2554 scaffold_15 814405 814488 - 432.22177828792
2555 scaffold_15 821385 821390 - 42.4686016490874
2556 scaffold_15 841363 841364 - 42.3074916962078
2557 scaffold_15 845898 845909 - 24.7235095283672
2558 scaffold_15 852598 852615 - 64.2926417897996
2559 scaffold_15 1008900 1008901 - 143.624125848081
2560 scaffold_15 1013026 1013033 - 32.1579465554661
2561 scaffold_15 1013333 1013390 - 1645.66123264556
2562 scaffold_15 1032493 1032515 - 489.02683257072
2563 scaffold_15 1039673 1039674 - 26.0364470966501
2564 scaffold_15 1121948 1122033 - 337.19979207915
2565 scaffold_15 1122314 1122332 - 35.142515481829
2566 scaffold_15 1127839 1127840 - 92.4901843132166
2567 scaffold_15 1127994 1128007 - 134.426168636845
2568 scaffold_15 1179467 1179471 - 689.833210877409
2569 scaffold_15 1181429 1181439 - 40.4046718288218
2570 scaffold_15 1181617 1181618 - 11.6357748919433
2571 scaffold_15 1183216 1183219 - 81.982998196295
2572 scaffold_15 1183878 1183928 - 1227.09526888993
2573 scaffold_15 1184420 1184527 - 429.147157117691
2574 scaffold_15 1205507 1205508 - 43.16509560474
2575 scaffold_15 1214624 1214625 - 241.884680001531
2576 scaffold_15 1226550 1226551 - 170.48846970255
2577 scaffold_15 1250363 1250364 - 71.6282642810949
2578 scaffold_15 1281789 1281826 - 117.077391732487
2579 scaffold_15 1304606 1304607 - 69.9433851691061
2580 scaffold_15 1320479 1320480 - 32.2951665469171
2581 scaffold_15 1325462 1325494 - 418.183715740685
2582 scaffold_15 1354646 1354717 - 624.437252937707
2583 scaffold_15 1365237 1365257 - 157.205897358948
2584 scaffold_15 1402466 1402468 - 140.991808615633
2585 scaffold_15 1404387 1404410 - 206.327428594857
2586 scaffold_15 1413626 1413631 - 130.92972304725
2587 scaffold_15 1420593 1420594 - 40.5352915480815
2588 scaffold_15 1427550 1427598 - 388.832232311948
2589 scaffold_15 1441251 1441351 - 21.5472761439018
2590 scaffold_15 1441694 1441794 - 3559.71466376623
2591 scaffold_15 1473482 1473492 - 439.02715010067
2592 scaffold_15 1512349 1512381 - 115.159684777188
2593 scaffold_15 1554207 1554209 - 362.654167646533
2594 scaffold_15 1581556 1581588 - 172.501744322934
2595 scaffold_15 1688817 1688821 - 8.48158797931258
2596 scaffold_15 1689054 1689058 - 53.369947967353
2597 scaffold_15 1690846 1690942 - 324.993672883671
2598 scaffold_15 1709017 1709028 - 149.979898648484
2599 scaffold_15 1713862 1713884 - 573.313261176322
2600 scaffold_151 68900 68901 + 37.3877174431105
2601 scaffold_151 204600 204601 - 61.3688486592566
2602 scaffold_151 207216 207312 - 304.410658807472
2603 scaffold_1519 7541 7642 - 35.1089716085384
2604 scaffold_1519 7947 7949 - 75.0280757199856
2605 scaffold_1519 8051 8052 - 7.07168492000692
2606 scaffold_1519 9004 9082 - 985.394215669001
2607 scaffold_152 14394 14416 + 260.560229052205
2608 scaffold_152 22140 22141 + 36.0424737863129
2609 scaffold_152 67574 67575 + 36.6452289012007
2610 scaffold_152 47215 47216 - 5.36352983603945
2611 scaffold_152 83825 83832 - 88.1252548597455
2612 scaffold_152 84291 84296 - 4.88183248148427
2613 scaffold_152 84688 84792 - 7581.19528065718
2614 scaffold_152 88309 88326 - 129.949229138083
2615 scaffold_152 94001 94035 - 223.409293818548
2616 scaffold_152 98593 98605 - 116.377995592593
2617 scaffold_153 104304 104324 + 71.4876482409879
2618 scaffold_1539 6406 6407 + 163.361176231579
2619 scaffold_154 158663 158678 + 732.581688379914
2620 scaffold_154 211081 211105 + 447.769488407675
2621 scaffold_154 185686 185691 - 509.8713507408
2622 scaffold_155 58514 58553 + 379.29469995522
2623 scaffold_155 214209 214216 + 99.4081873924251
2624 scaffold_155 219806 219827 + 17.9503668983857
2625 scaffold_155 224541 224551 + 12.5749504837827
2626 scaffold_155 254472 254474 + 19.43360444542
2627 scaffold_155 256661 256670 + 3999.11518064883
2628 scaffold_155 256971 256972 + 68.6845590597382
2629 scaffold_155 257164 257165 + 5.17770260928671
2630 scaffold_155 267643 267644 + 25.7330968674287
2631 scaffold_155 269651 269692 + 5598.27602520607
2632 scaffold_155 269840 269933 + 103.049026292052
2633 scaffold_155 63519 63639 - 915.004125568542
2634 scaffold_155 65139 65142 - 51.7847139798352
2635 scaffold_155 72388 72390 - 7.3914154818159
2636 scaffold_155 201567 201568 - 5.71581439345136
2637 scaffold_155 209943 210011 - 156.07955187968
2638 scaffold_155 211173 211177 - 487.330787478318
2639 scaffold_155 211413 211441 - 43.9891608632416
2640 scaffold_155 212019 212081 - 5567.26436213975
2641 scaffold_155 212185 212195 - 132.581686908678
2642 scaffold_155 219741 219774 - 192.503469161101
2643 scaffold_155 223962 223963 - 11.6271877625861
2644 scaffold_155 228862 228871 - 56.4348252686138
2645 scaffold_155 231123 231124 - 40.8368536756497
2646 scaffold_155 251212 251260 - 317.951022431515
2647 scaffold_156 209107 209111 + 111.353676930289
2648 scaffold_156 169378 169393 - 68.9632168749836
2649 scaffold_156 193964 193966 - 153.272840033847
2650 scaffold_157 67679 67680 + 12.7498410429041
2651 scaffold_157 263460 263461 + 37.8439199676031
2652 scaffold_157 40055 40056 - 94.1207761896065
2653 scaffold_157 40249 40250 - 11.378488389252
2654 scaffold_157 57398 57407 - 163.616515319456
2655 scaffold_157 65246 65247 - 5.06753872398273
2656 scaffold_157 94949 94950 - 81.4027425751339
2657 scaffold_157 231446 231451 - 39.7304096786912
2658 scaffold_157 231685 231686 - 14.1766406603572
2659 scaffold_157 232919 232961 - 224.752786265822
2660 scaffold_157 274412 274413 - 6.16917757702246
2661 scaffold_1577 2104 2130 + 572.448556160324
2662 scaffold_158 121387 121470 + 307.220150204314
2663 scaffold_158 146233 146239 + 403.869794399417
2664 scaffold_158 203590 203626 + 2209.28818302843
2665 scaffold_158 218323 218356 + 236.651537463802
2666 scaffold_158 218681 218699 + 68.1304010372786
2667 scaffold_158 219353 219372 + 42.4997760402247
2668 scaffold_158 133624 133625 - 37.8999313414711
2669 scaffold_158 222858 222892 - 412.69912252362
2670 scaffold_159 34072 34113 + 87.6153070656228
2671 scaffold_159 189424 189426 + 150.711762559647
2672 scaffold_159 194024 194085 + 1455.57485347472
2673 scaffold_159 121417 121419 - 8.88109225798061
2674 scaffold_159 126345 126349 - 300.8162530554
2675 scaffold_159 176114 176118 - 44.5449925487012
2676 scaffold_159 188486 188505 - 31.4853518775616
2677 scaffold_159 193889 193923 - 561.357002940073
2678 scaffold_16 264119 264145 + 122.390805990797
2679 scaffold_16 284837 284852 + 168.5435394261
2680 scaffold_16 306057 306107 + 284.751290370473
2681 scaffold_16 311709 311799 + 335.52771250558
2682 scaffold_16 335706 335724 + 42.1746902629046
2683 scaffold_16 340988 340995 + 15.0802822680072
2684 scaffold_16 474028 474031 + 33.5578904244325
2685 scaffold_16 475949 475950 + 122.676905942036
2686 scaffold_16 523829 523885 + 60.4884617996076
2687 scaffold_16 604882 604944 + 1025.22354903499
2688 scaffold_16 618751 618779 + 56.2925781364627
2689 scaffold_16 666408 666410 + 18.0787966245701
2690 scaffold_16 666594 666600 + 35.5502520501357
2691 scaffold_16 667095 667130 + 97.1666119335956
2692 scaffold_16 812147 812188 + 506.910413251779
2693 scaffold_16 875981 875983 + 54.9748966490249
2694 scaffold_16 906947 906968 + 66.2978058239211
2695 scaffold_16 926782 926811 + 138.907039939749
2696 scaffold_16 957933 957950 + 23.6672154732013
2697 scaffold_16 960330 960369 + 153.790444861029
2698 scaffold_16 968232 968234 + 8.48054505823546
2699 scaffold_16 975444 975446 + 103.831183104223
2700 scaffold_16 992274 992283 + 19.8042896719828
2701 scaffold_16 994450 994461 + 464.547976208038
2702 scaffold_16 1015288 1015291 + 1243.93454177678
2703 scaffold_16 1015696 1015703 + 24.510722966388
2704 scaffold_16 1023348 1023351 + 81.603231214729
2705 scaffold_16 1027465 1027536 + 312.772641335338
2706 scaffold_16 1041716 1041726 + 58.70157160087
2707 scaffold_16 1050055 1050074 + 302.148350124788
2708 scaffold_16 1100813 1100872 + 531.66053805534
2709 scaffold_16 1139607 1139653 + 60.1715785364102
2710 scaffold_16 1140714 1140715 + 37.1832982351606
2711 scaffold_16 1142813 1142825 + 312.260534089521
2712 scaffold_16 1177230 1177311 + 5949.92334577048
2713 scaffold_16 1178900 1178906 + 8.70077154855544
2714 scaffold_16 1461014 1461018 + 209.64300819354
2715 scaffold_16 1461306 1461307 + 47.7876577213514
2716 scaffold_16 1546531 1546533 + 63.8369746607312
2717 scaffold_16 1550703 1550704 + 12.2082409300983
2718 scaffold_16 1570685 1570732 + 317.915934250848
2719 scaffold_16 1624326 1624379 + 330.173243942096
2720 scaffold_16 1630977 1630990 + 467.656151105492
2721 scaffold_16 53534 53538 - 27.9561154298876
2722 scaffold_16 61071 61092 - 123.848089630826
2723 scaffold_16 76634 76635 - 6.27934146232643
2724 scaffold_16 87250 87254 - 22.0664945687488
2725 scaffold_16 252092 252097 - 218.852207752247
2726 scaffold_16 261050 261054 - 137.435567133441
2727 scaffold_16 266247 266250 - 5.11579879832579
2728 scaffold_16 276201 276205 - 158.492094147128
2729 scaffold_16 281352 281357 - 737.788420587756
2730 scaffold_16 284621 284634 - 40.0475231523882
2731 scaffold_16 299789 299792 - 514.136451285303
2732 scaffold_16 302471 302472 - 6.05901369171849
2733 scaffold_16 316679 316693 - 82.5326805279422
2734 scaffold_16 323272 323274 - 47.406285019196
2735 scaffold_16 328250 328251 - 46.1706611191405
2736 scaffold_16 332925 332926 - 107.292331434073
2737 scaffold_16 389450 389451 - 23.8245240732427
2738 scaffold_16 466842 466851 - 196.509227249604
2739 scaffold_16 497547 497550 - 177.344173447784
2740 scaffold_16 577359 577360 - 29.0031522667701
2741 scaffold_16 602173 602178 - 53.4189987249868
2742 scaffold_16 609838 609839 - 5.25019031939908
2743 scaffold_16 610273 610283 - 220.907958204855
2744 scaffold_16 625458 625474 - 117.294928215333
2745 scaffold_16 632339 632341 - 35.9937158780967
2746 scaffold_16 662268 662272 - 80.5163603393603
2747 scaffold_16 673986 673990 - 10.8742009202718
2748 scaffold_16 831212 831246 - 90.6026759693747
2749 scaffold_16 831424 831425 - 169.53008795343
2750 scaffold_16 835120 835189 - 207.542586066069
2751 scaffold_16 926265 926268 - 40.3340675888514
2752 scaffold_16 926487 926579 - 604.29928848416
2753 scaffold_16 1033543 1033548 - 113.433534749674
2754 scaffold_16 1040508 1040557 - 125.597511655385
2755 scaffold_16 1047359 1047421 - 342.653930334496
2756 scaffold_16 1077301 1077307 - 673.755576852841
2757 scaffold_16 1100749 1100759 - 50.2638379780423
2758 scaffold_16 1105434 1105454 - 60.5927422616277
2759 scaffold_16 1184339 1184344 - 156.92146825384
2760 scaffold_16 1189492 1189496 - 22.1603318330011
2761 scaffold_16 1200577 1200581 - 191.75989023644
2762 scaffold_16 1397787 1397791 - 290.075687790265
2763 scaffold_16 1579747 1579821 - 11.7875357275251
2764 scaffold_16 1580337 1580340 - 24.2268573783971
2765 scaffold_16 1580556 1580586 - 931.209327617077
2766 scaffold_16 1584750 1584755 - 862.277816944163
2767 scaffold_16 1586207 1586209 - 34.6545592945409
2768 scaffold_16 1586524 1586563 - 1201.18231795256
2769 scaffold_16 1602041 1602068 - 129.404365692169
2770 scaffold_160 81747 81846 + 159.121658627966
2771 scaffold_160 208647 208653 + 99.8603177257299
2772 scaffold_160 211372 211443 + 1797.42301833976
2773 scaffold_160 48248 48300 - 178.969354853913
2774 scaffold_160 53153 53176 - 121.183712462936
2775 scaffold_160 59960 59969 - 1183.13060845911
2776 scaffold_160 72901 72969 - 159.365888026625
2777 scaffold_160 81036 81058 - 98.5401971461054
2778 scaffold_1603 950 954 + 53.6416739515021
2779 scaffold_1609 653 689 + 207.632668936409
2780 scaffold_161 101341 101384 + 154.922364763968
2781 scaffold_161 109562 109571 + 231.229361558226
2782 scaffold_161 82021 82025 - 65.2548271424104
2783 scaffold_161 85504 85516 - 110.718000501382
2784 scaffold_161 100364 100416 - 223.031260476987
2785 scaffold_161 131272 131290 - 58.144287037081
2786 scaffold_161 201624 201647 - 165.719959618205
2787 scaffold_162 65812 65815 + 130.490121768397
2788 scaffold_162 137711 137712 + 35.6584025408655
2789 scaffold_162 141957 141997 + 569.721867834663
2790 scaffold_162 184857 184865 + 71.9749491684817
2791 scaffold_162 212080 212085 + 84.5893960363495
2792 scaffold_162 241194 241195 + 5.9235565033246
2793 scaffold_162 241607 241636 + 1004.30931302716
2794 scaffold_162 242361 242381 + 21.3012730469605
2795 scaffold_162 255623 255629 + 16.2625332410495
2796 scaffold_162 257970 257971 + 6.10736424909689
2797 scaffold_162 137012 137013 - 17.5603841215254
2798 scaffold_162 137429 137445 - 65.0270950743352
2799 scaffold_162 141607 141611 - 53.2498135538894
2800 scaffold_162 251702 251703 - 21.6117373980649
2801 scaffold_162 252060 252108 - 692.437965072137
2802 scaffold_162 252826 252832 - 914.751052679424
2803 scaffold_163 36314 36338 + 270.932724255612
2804 scaffold_163 45225 45227 + 324.001735206583
2805 scaffold_163 57461 57529 + 561.179328443824
2806 scaffold_163 58542 58543 + 5.97016250552718
2807 scaffold_163 78618 78619 + 5.17770260928671
2808 scaffold_163 85251 85264 + 1403.35076490088
2809 scaffold_163 136048 136067 + 7.65192762095045
2810 scaffold_163 172016 172017 + 53.3916679306209
2811 scaffold_163 188720 188834 + 311.235987927248
2812 scaffold_163 189321 189325 + 17.1974508835368
2813 scaffold_163 196011 196079 + 591.570468866352
2814 scaffold_163 198713 198729 + 35.8702693124013
2815 scaffold_163 206949 207000 + 178.484629701396
2816 scaffold_163 208054 208055 + 5.06753872398273
2817 scaffold_163 218741 218742 + 5.38408966767141
2818 scaffold_163 223198 223208 + 170.001777466301
2819 scaffold_163 229290 229304 + 29668.2634979397
2820 scaffold_163 229456 229506 + 147.652554479289
2821 scaffold_163 229621 229622 + 18.6365079880451
2822 scaffold_163 230958 230975 + 3977.11689867111
2823 scaffold_163 234912 234919 + 3455.90753369724
2824 scaffold_163 235111 235157 + 271.834307769066
2825 scaffold_163 235289 235383 + 186.192265803162
2826 scaffold_163 236882 236889 + 150.775195823882
2827 scaffold_163 245376 245416 + 597.509266209531
2828 scaffold_163 31502 31508 - 225.588885967924
2829 scaffold_163 32983 33003 - 54.9884085286689
2830 scaffold_163 34723 34748 - 83.2725852934363
2831 scaffold_163 35400 35507 - 285.784029403593
2832 scaffold_163 35708 35856 - 1740.08925686444
2833 scaffold_163 39933 39975 - 24.7484474726653
2834 scaffold_163 40685 40727 - 915.845847056305
2835 scaffold_163 41950 41954 - 33.8291252773476
2836 scaffold_163 54453 54472 - 152.36606846278
2837 scaffold_163 102865 102875 - 2150.77506082545
2838 scaffold_163 108646 108661 - 927.418847404855
2839 scaffold_163 128481 128482 - 24.0200082232756
2840 scaffold_163 129125 129128 - 79.1363203285975
2841 scaffold_163 130499 130525 - 395.071843530398
2842 scaffold_163 150845 150851 - 39.6106816093455
2843 scaffold_163 151414 151416 - 103.686731721636
2844 scaffold_163 151649 151659 - 5912.04026166373
2845 scaffold_163 155003 155007 - 138.126677045442
2846 scaffold_163 194909 194920 - 20.7082445900503
2847 scaffold_163 202581 202619 - 603.036546179016
2848 scaffold_163 206689 206736 - 201.348506922256
2849 scaffold_163 232535 232740 - 3573.02721942831
2850 scaffold_164 67834 67853 + 191.276490135831
2851 scaffold_164 244461 244462 + 19.9187777089966
2852 scaffold_164 83851 83864 - 63.6403175827818
2853 scaffold_164 236885 236900 - 36.8316025259852
2854 scaffold_164 260389 260408 - 50.6939567614541
2855 scaffold_166 34727 34729 + 55.3354198431186
2856 scaffold_166 37962 37971 + 79.2422510809162
2857 scaffold_166 46049 46086 + 210.209989104498
2858 scaffold_166 164014 164023 + 47.4569489004527
2859 scaffold_166 171519 171550 + 411.261725049281
2860 scaffold_166 227370 227425 + 1430.96975779578
2861 scaffold_166 234701 234705 + 140.289298136195
2862 scaffold_166 250329 250330 + 22.8884246146606
2863 scaffold_166 66006 66017 - 162.267305769754
2864 scaffold_166 171473 171478 - 23.4506857402463
2865 scaffold_166 221775 221780 - 45.6865644228108
2866 scaffold_166 249587 249597 - 82.7210177784283
2867 scaffold_166 250868 250900 - 247.684013459849
2868 scaffold_166 253408 253451 - 1320.25769737036
2869 scaffold_166 256382 256424 - 214.843856412892
2870 scaffold_167 83844 83876 + 470.109984726145
2871 scaffold_167 87516 87522 + 254.248117053194
2872 scaffold_167 170703 170704 + 6.76826384071645
2873 scaffold_167 179562 179567 + 57.5816878462165
2874 scaffold_167 40633 40670 - 1670.50776083167
2875 scaffold_167 75742 75807 - 350.92238216631
2876 scaffold_167 86444 86445 - 19.2131137066222
2877 scaffold_167 132664 132671 - 70.2129508599083
2878 scaffold_167 174299 174300 - 5.21040935581104
2879 scaffold_167 174403 174452 - 128.654478128979
2880 scaffold_167 178728 178741 - 15.0271633961938
2881 scaffold_168 121476 121498 + 253.335012506978
2882 scaffold_168 146747 146748 - 5.34238271558656
2883 scaffold_169 3951 4002 + 452.241115656034
2884 scaffold_169 8455 8456 + 19.8263413864737
2885 scaffold_169 9821 9903 + 1375.35611133217
2886 scaffold_169 10111 10137 + 98.2277769817864
2887 scaffold_169 12495 12503 + 239.729944873238
2888 scaffold_169 18620 18621 + 158.556460911928
2889 scaffold_169 28333 28334 + 147.577946548322
2890 scaffold_169 45983 46079 + 903.034548515576
2891 scaffold_169 49908 49951 + 442.627866286196
2892 scaffold_17 24480 24481 + 18.6029794526215
2893 scaffold_17 53018 53022 + 76.6036117104389
2894 scaffold_17 78332 78340 + 316.586346670537
2895 scaffold_17 84625 84632 + 37.5354834210408
2896 scaffold_17 99395 99401 + 113.378417964239
2897 scaffold_17 102038 102113 + 205.621381787589
2898 scaffold_17 179111 179115 + 148.279577826864
2899 scaffold_17 180996 180997 + 9.10747300303922
2900 scaffold_17 212125 212130 + 78.0116466760683
2901 scaffold_17 241505 241509 + 93.6654301108618
2902 scaffold_17 315181 315183 + 74.2713671710442
2903 scaffold_17 322236 322237 + 11.5777080245901
2904 scaffold_17 328916 328918 + 40.6977275740538
2905 scaffold_17 333374 333375 + 17.1026750115436
2906 scaffold_17 340419 340420 + 6.59668792415694
2907 scaffold_17 366672 366673 + 109.534881815585
2908 scaffold_17 414057 414062 + 224.017069450367
