#1_usercol	2_usercol	3_usercol	4_usercol	5_usercol	6_usercol	7_usercol	8_usercol	9_usercol	10_pct_at	11_pct_gc	12_num_A	13_num_C	14_num_G	15_num_T	16_num_N	17_num_oth	18_seq_len
scaffold_13	1598226	1598227	.	0	-	1598226	1598227	0	0.000000	1.000000	0	0	1	0	0	0	1
scaffold_13	1599007	1599030	.	0	-	1599007	1599030	0	0.391304	0.608696	5	9	5	4	0	0	23
scaffold_13	1600158	1600161	.	0	-	1600158	1600161	0	0.666667	0.333333	1	0	1	1	0	0	3
scaffold_13	1606553	1606621	.	0	-	1606553	1606621	0	0.558824	0.441176	18	17	13	20	0	0	68
scaffold_13	1611444	1611456	.	0	-	1611444	1611456	0	0.416667	0.583333	3	2	5	2	0	0	12
scaffold_13	1698343	1698348	.	0	-	1698343	1698348	0	0.600000	0.400000	1	0	2	2	0	0	5
scaffold_13	1707308	1707309	.	0	-	1707308	1707309	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_13	1718598	1718604	.	0	-	1718598	1718604	0	0.500000	0.500000	1	1	2	2	0	0	6
scaffold_13	1724004	1724007	.	0	-	1724004	1724007	0	0.333333	0.666667	1	1	1	0	0	0	3
scaffold_13	1761085	1761086	.	0	-	1761085	1761086	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_13	1769050	1769051	.	0	-	1769050	1769051	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_13	1776164	1776165	.	0	-	1776164	1776165	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_13	1792474	1792475	.	0	-	1792474	1792475	0	0.000000	1.000000	0	0	1	0	0	0	1
scaffold_13	1808490	1808495	.	0	-	1808490	1808495	0	0.600000	0.400000	2	0	2	1	0	0	5
scaffold_13	1818770	1818791	.	0	-	1818770	1818791	0	0.380952	0.619048	8	5	8	0	0	0	21
scaffold_13	1821098	1821105	.	0	-	1821098	1821105	0	0.714286	0.285714	4	1	1	1	0	0	7
scaffold_13	1823569	1823614	.	0	-	1823569	1823614	0	0.644444	0.355556	14	7	9	15	0	0	45
scaffold_13	1843872	1843914	.	0	-	1843872	1843914	0	0.642857	0.357143	18	3	12	9	0	0	42
scaffold_13	1844359	1844480	.	0	-	1844359	1844480	0	0.595041	0.404959	37	22	27	35	0	0	121
scaffold_13	1867063	1867067	.	0	-	1867063	1867067	0	0.750000	0.250000	1	0	1	2	0	0	4
scaffold_13	1875069	1875139	.	0	-	1875069	1875139	0	0.342857	0.657143	8	31	15	16	0	0	70
scaffold_13	1875529	1875548	.	0	-	1875529	1875548	0	0.526316	0.473684	9	4	5	1	0	0	19
scaffold_13	1875749	1875785	.	0	-	1875749	1875785	0	0.472222	0.527778	6	10	9	11	0	0	36
scaffold_13	1875947	1875955	.	0	-	1875947	1875955	0	0.625000	0.375000	5	3	0	0	0	0	8
scaffold_130	148326	148379	.	0	+	148326	148379	0	0.452830	0.547170	12	14	15	12	0	0	53
scaffold_130	204694	204747	.	0	+	204694	204747	0	0.566038	0.433962	14	5	18	16	0	0	53
scaffold_130	290698	290703	.	0	+	290698	290703	0	0.600000	0.400000	1	0	2	2	0	0	5
scaffold_130	325531	325551	.	0	+	325531	325551	0	0.450000	0.550000	5	7	4	4	0	0	20
scaffold_130	79370	79371	.	0	-	79370	79371	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_130	222425	222481	.	0	-	222425	222481	0	0.464286	0.535714	17	11	19	9	0	0	56
scaffold_130	256351	256358	.	0	-	256351	256358	0	0.428571	0.571429	1	2	2	2	0	0	7
scaffold_130	325000	325013	.	0	-	325000	325013	0	0.461538	0.538462	2	3	4	4	0	0	13
scaffold_131	99956	99961	.	0	+	99956	99961	0	0.400000	0.600000	1	2	1	1	0	0	5
scaffold_131	121149	121210	.	0	+	121149	121210	0	0.557377	0.442623	11	15	12	23	0	0	61
scaffold_131	138922	138923	.	0	+	138922	138923	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_131	140911	140918	.	0	+	140911	140918	0	0.714286	0.285714	3	1	1	2	0	0	7
scaffold_131	141106	141132	.	0	+	141106	141132	0	0.653846	0.346154	5	3	6	12	0	0	26
scaffold_131	162498	162506	.	0	+	162498	162506	0	0.375000	0.625000	1	2	3	2	0	0	8
scaffold_131	173595	173599	.	0	+	173595	173599	0	0.750000	0.250000	2	1	0	1	0	0	4
scaffold_131	211343	211361	.	0	+	211343	211361	0	0.666667	0.333333	5	2	4	7	0	0	18
scaffold_131	262415	262417	.	0	+	262415	262417	0	0.500000	0.500000	1	1	0	0	0	0	2
scaffold_131	266081	266085	.	0	+	266081	266085	0	0.500000	0.500000	1	1	1	1	0	0	4
scaffold_131	266222	266385	.	0	+	266222	266385	0	0.533742	0.466258	38	41	35	49	0	0	163
scaffold_131	268688	268691	.	0	+	268688	268691	0	0.333333	0.666667	0	1	1	1	0	0	3
scaffold_131	318725	318729	.	0	+	318725	318729	0	0.500000	0.500000	2	0	2	0	0	0	4
scaffold_131	332246	332297	.	0	+	332246	332297	0	0.568627	0.431373	10	12	10	19	0	0	51
scaffold_131	80360	80368	.	0	-	80360	80368	0	0.500000	0.500000	3	2	2	1	0	0	8
scaffold_131	80531	80583	.	0	-	80531	80583	0	0.576923	0.423077	21	5	17	9	0	0	52
scaffold_131	124681	124682	.	0	-	124681	124682	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_131	126244	126245	.	0	-	126244	126245	0	0.000000	1.000000	0	1	0	0	0	0	1
scaffold_131	126866	126881	.	0	-	126866	126881	0	0.533333	0.466667	8	2	5	0	0	0	15
scaffold_131	204233	204252	.	0	-	204233	204252	0	0.421053	0.578947	3	6	5	5	0	0	19
scaffold_131	250216	250219	.	0	-	250216	250219	0	0.666667	0.333333	1	0	1	1	0	0	3
scaffold_131	251224	251237	.	0	-	251224	251237	0	0.615385	0.384615	7	1	4	1	0	0	13
scaffold_131	259251	259314	.	0	-	259251	259314	0	0.634921	0.365079	22	7	16	18	0	0	63
scaffold_1311	4293	4297	.	0	+	4293	4297	0	0.250000	0.750000	1	3	0	0	0	0	4
scaffold_132	24339	24376	.	0	+	24339	24376	0	0.621622	0.378378	5	7	7	18	0	0	37
scaffold_132	26914	26918	.	0	+	26914	26918	0	0.750000	0.250000	2	1	0	1	0	0	4
scaffold_132	27189	27211	.	0	+	27189	27211	0	0.772727	0.227273	6	2	3	11	0	0	22
scaffold_132	30649	30650	.	0	+	30649	30650	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_132	31392	31423	.	0	+	31392	31423	0	0.709677	0.290323	5	8	1	17	0	0	31
scaffold_132	34664	34708	.	0	+	34664	34708	0	0.568182	0.431818	15	8	11	10	0	0	44
scaffold_132	57885	57919	.	0	+	57885	57919	0	0.617647	0.382353	9	5	8	12	0	0	34
scaffold_132	23779	23833	.	0	-	23779	23833	0	0.666667	0.333333	15	9	9	21	0	0	54
scaffold_132	23984	23990	.	0	-	23984	23990	0	0.833333	0.166667	2	0	1	3	0	0	6
scaffold_132	31171	31174	.	0	-	31171	31174	0	0.666667	0.333333	1	0	1	1	0	0	3
scaffold_132	44655	44707	.	0	-	44655	44707	0	0.461538	0.538462	10	13	15	14	0	0	52
scaffold_132	45119	45183	.	0	-	45119	45183	0	0.390625	0.609375	13	19	20	12	0	0	64
scaffold_1321	981	982	.	0	+	981	982	0	1.000000	0.000000	0	0	0	1	0	0	1
scaffold_1321	3241	3287	.	0	+	3241	3287	0	0.543478	0.456522	11	9	12	14	0	0	46
scaffold_1321	3451	3595	.	0	+	3451	3595	0	0.486111	0.513889	34	33	41	36	0	0	144
scaffold_1321	3810	3822	.	0	+	3810	3822	0	0.583333	0.416667	3	4	1	4	0	0	12
scaffold_1329	2812	2830	.	0	+	2812	2830	0	0.666667	0.333333	4	3	3	8	0	0	18
scaffold_133	221948	221954	.	0	+	221948	221954	0	0.333333	0.666667	1	2	2	1	0	0	6
scaffold_133	226183	226187	.	0	+	226183	226187	0	0.250000	0.750000	1	0	3	0	0	0	4
scaffold_133	198939	198945	.	0	-	198939	198945	0	0.500000	0.500000	2	2	1	1	0	0	6
scaffold_133	218963	218968	.	0	-	218963	218968	0	0.400000	0.600000	1	3	0	1	0	0	5
scaffold_134	192269	192276	.	0	+	192269	192276	0	0.857143	0.142857	4	0	1	2	0	0	7
scaffold_134	195731	195738	.	0	+	195731	195738	0	0.714286	0.285714	1	1	1	4	0	0	7
scaffold_134	198754	198755	.	0	+	198754	198755	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_134	174755	174759	.	0	-	174755	174759	0	1.000000	0.000000	2	0	0	2	0	0	4
scaffold_134	181340	181347	.	0	-	181340	181347	0	0.428571	0.571429	3	2	2	0	0	0	7
scaffold_134	182872	182873	.	0	-	182872	182873	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_134	194808	194832	.	0	-	194808	194832	0	0.500000	0.500000	6	6	6	6	0	0	24
scaffold_135	120616	120756	.	0	+	120616	120756	0	0.592857	0.407143	43	29	28	40	0	0	140
scaffold_135	129585	129618	.	0	+	129585	129618	0	0.575758	0.424242	11	5	9	8	0	0	33
scaffold_135	43232	43233	.	0	-	43232	43233	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_135	80184	80235	.	0	-	80184	80235	0	0.549020	0.450980	13	14	9	15	0	0	51
scaffold_135	85592	85596	.	0	-	85592	85596	0	0.500000	0.500000	1	0	2	1	0	0	4
scaffold_135	108206	108230	.	0	-	108206	108230	0	0.583333	0.416667	2	6	4	12	0	0	24
scaffold_135	111133	111137	.	0	-	111133	111137	0	0.750000	0.250000	1	0	1	2	0	0	4
scaffold_135	113986	114077	.	0	-	113986	114077	0	0.626374	0.373626	24	16	18	33	0	0	91
scaffold_135	120374	120438	.	0	-	120374	120438	0	0.468750	0.531250	10	19	15	20	0	0	64
scaffold_135	148703	148704	.	0	-	148703	148704	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_135	209777	209792	.	0	-	209777	209792	0	0.666667	0.333333	3	0	5	7	0	0	15
scaffold_135	243427	243428	.	0	-	243427	243428	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_135	288297	288304	.	0	-	288297	288304	0	1.000000	0.000000	3	0	0	4	0	0	7
scaffold_135	308101	308104	.	0	-	308101	308104	0	0.666667	0.333333	2	1	0	0	0	0	3
scaffold_1356	7493	7494	.	0	+	7493	7494	0	0.000000	1.000000	0	0	1	0	0	0	1
scaffold_136	247241	247289	.	0	+	247241	247289	0	0.583333	0.416667	12	13	7	16	0	0	48
scaffold_136	249888	249889	.	0	+	249888	249889	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_136	231060	231061	.	0	-	231060	231061	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_136	255715	255768	.	0	-	255715	255768	0	0.566038	0.433962	12	9	14	18	0	0	53
scaffold_137	131742	131872	.	0	+	131742	131872	0	0.492308	0.507692	26	34	32	38	0	0	130
scaffold_137	249135	249139	.	0	-	249135	249139	0	0.750000	0.250000	2	1	0	1	0	0	4
scaffold_137	251296	251298	.	0	-	251296	251298	0	0.500000	0.500000	1	0	1	0	0	0	2
scaffold_1377	447	452	.	0	+	447	452	0	0.800000	0.200000	1	0	1	3	0	0	5
scaffold_138	2938	2965	.	0	+	2938	2965	0	0.407407	0.592593	7	9	7	4	0	0	27
scaffold_138	26993	27006	.	0	+	26993	27006	0	0.615385	0.384615	4	1	4	4	0	0	13
scaffold_138	49726	49727	.	0	+	49726	49727	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_138	54141	54145	.	0	+	54141	54145	0	0.500000	0.500000	2	1	1	0	0	0	4
scaffold_138	71180	71185	.	0	+	71180	71185	0	0.600000	0.400000	2	1	1	1	0	0	5
scaffold_138	75739	75746	.	0	+	75739	75746	0	0.428571	0.571429	2	2	2	1	0	0	7
scaffold_138	79251	79294	.	0	+	79251	79294	0	0.302326	0.697674	10	12	18	3	0	0	43
scaffold_138	81972	81974	.	0	+	81972	81974	0	0.000000	1.000000	0	1	1	0	0	0	2
scaffold_138	239183	239218	.	0	+	239183	239218	0	0.628571	0.371429	6	3	10	16	0	0	35
scaffold_138	240229	240272	.	0	+	240229	240272	0	0.581395	0.418605	7	9	9	18	0	0	43
scaffold_138	240606	240664	.	0	+	240606	240664	0	0.517241	0.482759	11	13	15	19	0	0	58
scaffold_138	240803	240804	.	0	+	240803	240804	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_138	241776	241850	.	0	+	241776	241850	0	0.432432	0.567568	16	21	21	16	0	0	74
scaffold_138	248464	248468	.	0	+	248464	248468	0	0.500000	0.500000	0	0	2	2	0	0	4
scaffold_138	291771	291775	.	0	+	291771	291775	0	0.750000	0.250000	1	0	1	2	0	0	4
scaffold_138	292154	292155	.	0	+	292154	292155	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_138	295979	295980	.	0	+	295979	295980	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_138	306215	306238	.	0	+	306215	306238	0	0.521739	0.478261	5	6	5	7	0	0	23
scaffold_138	306503	306537	.	0	+	306503	306537	0	0.529412	0.470588	9	4	12	9	0	0	34
scaffold_138	306950	306977	.	0	+	306950	306977	0	0.518519	0.481481	10	5	8	4	0	0	27
scaffold_138	309180	309236	.	0	+	309180	309236	0	0.625000	0.375000	12	10	11	23	0	0	56
scaffold_138	312035	312051	.	0	+	312035	312051	0	0.500000	0.500000	3	4	4	5	0	0	16
scaffold_138	316269	316272	.	0	+	316269	316272	0	0.333333	0.666667	1	1	1	0	0	0	3
scaffold_138	16530	16572	.	0	-	16530	16572	0	0.619048	0.380952	10	8	8	16	0	0	42
scaffold_138	20366	20367	.	0	-	20366	20367	0	0.000000	1.000000	0	1	0	0	0	0	1
scaffold_138	21086	21149	.	0	-	21086	21149	0	0.650794	0.349206	12	15	7	29	0	0	63
scaffold_138	26699	26703	.	0	-	26699	26703	0	0.500000	0.500000	1	0	2	1	0	0	4
scaffold_138	34934	34947	.	0	-	34934	34947	0	0.538462	0.461538	0	1	5	7	0	0	13
scaffold_138	48922	48946	.	0	-	48922	48946	0	0.416667	0.583333	5	9	5	5	0	0	24
scaffold_138	167931	167934	.	0	-	167931	167934	0	0.666667	0.333333	1	1	0	1	0	0	3
scaffold_138	182155	182156	.	0	-	182155	182156	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_138	231217	231223	.	0	-	231217	231223	0	1.000000	0.000000	3	0	0	3	0	0	6
scaffold_138	281206	281207	.	0	-	281206	281207	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_138	290602	290637	.	0	-	290602	290637	0	0.514286	0.485714	8	10	7	10	0	0	35
scaffold_138	308877	308936	.	0	-	308877	308936	0	0.627119	0.372881	17	10	12	20	0	0	59
scaffold_138	310826	310827	.	0	-	310826	310827	0	0.000000	1.000000	0	1	0	0	0	0	1
scaffold_138	311019	311061	.	0	-	311019	311061	0	0.523810	0.476190	9	8	12	13	0	0	42
scaffold_139	156931	156936	.	0	+	156931	156936	0	0.600000	0.400000	2	0	2	1	0	0	5
scaffold_139	157189	157205	.	0	+	157189	157205	0	0.562500	0.437500	4	0	7	5	0	0	16
scaffold_139	157840	157951	.	0	+	157840	157951	0	0.378378	0.621622	20	8	61	22	0	0	111
scaffold_139	175231	175353	.	0	+	175231	175353	0	0.467213	0.532787	31	40	25	26	0	0	122
scaffold_139	177694	177695	.	0	+	177694	177695	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_139	167415	167433	.	0	-	167415	167433	0	0.500000	0.500000	6	4	5	3	0	0	18
scaffold_14	114347	114355	.	0	+	114347	114355	0	0.500000	0.500000	4	3	1	0	0	0	8
scaffold_14	230130	230162	.	0	+	230130	230162	0	0.531250	0.468750	13	6	9	4	0	0	32
scaffold_14	267194	267196	.	0	+	267194	267196	0	0.500000	0.500000	0	0	1	1	0	0	2
scaffold_14	430595	430635	.	0	+	430595	430635	0	0.650000	0.350000	8	2	12	18	0	0	40
scaffold_14	431625	431627	.	0	+	431625	431627	0	0.500000	0.500000	1	0	1	0	0	0	2
scaffold_14	431760	431765	.	0	+	431760	431765	0	0.400000	0.600000	1	2	1	1	0	0	5
scaffold_14	578607	578634	.	0	+	578607	578634	0	0.481481	0.518519	5	12	2	8	0	0	27
scaffold_14	592818	592828	.	0	+	592818	592828	0	0.400000	0.600000	3	3	3	1	0	0	10
scaffold_14	594993	595115	.	0	+	594993	595115	0	0.573770	0.426230	26	25	27	44	0	0	122
scaffold_14	786279	786284	.	0	+	786279	786284	0	0.200000	0.800000	1	2	2	0	0	0	5
scaffold_14	856239	856240	.	0	+	856239	856240	0	0.000000	1.000000	0	0	1	0	0	0	1
scaffold_14	858358	858365	.	0	+	858358	858365	0	0.571429	0.428571	3	1	2	1	0	0	7
scaffold_14	891644	891680	.	0	+	891644	891680	0	0.611111	0.388889	9	10	4	13	0	0	36
scaffold_14	908319	908348	.	0	+	908319	908348	0	0.586207	0.413793	15	4	8	2	0	0	29
scaffold_14	1012662	1012668	.	0	+	1012662	1012668	0	0.666667	0.333333	3	1	1	1	0	0	6
scaffold_14	1085111	1085121	.	0	+	1085111	1085121	0	0.800000	0.200000	6	2	0	2	0	0	10
scaffold_14	1085257	1085258	.	0	+	1085257	1085258	0	1.000000	0.000000	0	0	0	1	0	0	1
scaffold_14	1200700	1200743	.	0	+	1200700	1200743	0	0.581395	0.418605	11	9	9	14	0	0	43
scaffold_14	1208364	1208369	.	0	+	1208364	1208369	0	0.400000	0.600000	2	1	2	0	0	0	5
scaffold_14	1224143	1224153	.	0	+	1224143	1224153	0	0.500000	0.500000	2	3	2	3	0	0	10
scaffold_14	1238652	1238657	.	0	+	1238652	1238657	0	0.800000	0.200000	3	1	0	1	0	0	5
scaffold_14	1240641	1240642	.	0	+	1240641	1240642	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	1244583	1244584	.	0	+	1244583	1244584	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	1271103	1271108	.	0	+	1271103	1271108	0	0.800000	0.200000	2	1	0	2	0	0	5
scaffold_14	1284489	1284496	.	0	+	1284489	1284496	0	0.571429	0.428571	3	2	1	1	0	0	7
scaffold_14	1308733	1308740	.	0	+	1308733	1308740	0	0.571429	0.428571	3	2	1	1	0	0	7
scaffold_14	1309038	1309039	.	0	+	1309038	1309039	0	0.000000	1.000000	0	1	0	0	0	0	1
scaffold_14	1309400	1309407	.	0	+	1309400	1309407	0	0.571429	0.428571	1	2	1	3	0	0	7
scaffold_14	1310687	1310694	.	0	+	1310687	1310694	0	0.428571	0.571429	2	2	2	1	0	0	7
scaffold_14	1310868	1310869	.	0	+	1310868	1310869	0	0.000000	1.000000	0	1	0	0	0	0	1
scaffold_14	1326684	1326685	.	0	+	1326684	1326685	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	1347293	1347294	.	0	+	1347293	1347294	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	1347463	1347465	.	0	+	1347463	1347465	0	0.500000	0.500000	1	1	0	0	0	0	2
scaffold_14	1349239	1349247	.	0	+	1349239	1349247	0	0.500000	0.500000	3	3	1	1	0	0	8
scaffold_14	1349729	1349731	.	0	+	1349729	1349731	0	0.500000	0.500000	1	0	1	0	0	0	2
scaffold_14	1353054	1353058	.	0	+	1353054	1353058	0	0.500000	0.500000	2	1	1	0	0	0	4
scaffold_14	1354974	1354981	.	0	+	1354974	1354981	0	0.571429	0.428571	3	2	1	1	0	0	7
scaffold_14	1355100	1355191	.	0	+	1355100	1355191	0	0.362637	0.637363	8	42	16	25	0	0	91
scaffold_14	1355524	1355541	.	0	+	1355524	1355541	0	0.588235	0.411765	6	2	5	4	0	0	17
scaffold_14	1357370	1357377	.	0	+	1357370	1357377	0	0.714286	0.285714	3	2	0	2	0	0	7
scaffold_14	1357541	1357586	.	0	+	1357541	1357586	0	0.355556	0.644444	7	22	7	9	0	0	45
scaffold_14	1360796	1360803	.	0	+	1360796	1360803	0	0.571429	0.428571	3	2	1	1	0	0	7
scaffold_14	1410538	1410582	.	0	+	1410538	1410582	0	0.568182	0.431818	3	11	8	22	0	0	44
scaffold_14	1410978	1410996	.	0	+	1410978	1410996	0	0.500000	0.500000	7	1	8	2	0	0	18
scaffold_14	1412272	1412342	.	0	+	1412272	1412342	0	0.457143	0.542857	9	21	17	23	0	0	70
scaffold_14	1412770	1412783	.	0	+	1412770	1412783	0	0.384615	0.615385	0	3	5	5	0	0	13
scaffold_14	1426110	1426118	.	0	+	1426110	1426118	0	0.625000	0.375000	1	2	1	4	0	0	8
scaffold_14	1426550	1426824	.	0	+	1426550	1426824	0	0.364964	0.635036	59	117	57	41	0	0	274
scaffold_14	1426950	1426963	.	0	+	1426950	1426963	0	0.307692	0.692308	3	6	3	1	0	0	13
scaffold_14	1427204	1427247	.	0	+	1427204	1427247	0	0.418605	0.581395	9	15	10	9	0	0	43
scaffold_14	1429412	1429418	.	0	+	1429412	1429418	0	0.666667	0.333333	2	2	0	2	0	0	6
scaffold_14	1435090	1435181	.	0	+	1435090	1435181	0	0.505495	0.494505	28	18	27	18	0	0	91
scaffold_14	1461155	1461164	.	0	+	1461155	1461164	0	0.444444	0.555556	1	2	3	3	0	0	9
scaffold_14	1461758	1461760	.	0	+	1461758	1461760	0	0.500000	0.500000	0	0	1	1	0	0	2
scaffold_14	1506451	1506454	.	0	+	1506451	1506454	0	0.333333	0.666667	1	1	1	0	0	0	3
scaffold_14	1513774	1513856	.	0	+	1513774	1513856	0	0.573171	0.426829	29	19	16	18	0	0	82
scaffold_14	1518244	1518312	.	0	+	1518244	1518312	0	0.529412	0.470588	18	16	16	18	0	0	68
scaffold_14	1518644	1518650	.	0	+	1518644	1518650	0	0.333333	0.666667	2	1	3	0	0	0	6
scaffold_14	1549171	1549252	.	0	+	1549171	1549252	0	0.580247	0.419753	22	19	15	25	0	0	81
scaffold_14	1549609	1549619	.	0	+	1549609	1549619	0	0.300000	0.700000	1	2	5	2	0	0	10
scaffold_14	1552771	1552789	.	0	+	1552771	1552789	0	0.555556	0.444444	4	6	2	6	0	0	18
scaffold_14	1557349	1557350	.	0	+	1557349	1557350	0	0.000000	1.000000	0	0	1	0	0	0	1
scaffold_14	1557620	1557736	.	0	+	1557620	1557736	0	0.560345	0.439655	39	25	26	26	0	0	116
scaffold_14	1565424	1565428	.	0	+	1565424	1565428	0	0.500000	0.500000	2	1	1	0	0	0	4
scaffold_14	1583189	1583193	.	0	+	1583189	1583193	0	0.750000	0.250000	3	1	0	0	0	0	4
scaffold_14	1591469	1591535	.	0	+	1591469	1591535	0	0.560606	0.439394	14	10	19	23	0	0	66
scaffold_14	1592513	1592516	.	0	+	1592513	1592516	0	0.666667	0.333333	1	1	0	1	0	0	3
scaffold_14	1599716	1599720	.	0	+	1599716	1599720	0	0.750000	0.250000	2	0	1	1	0	0	4
scaffold_14	1602492	1602529	.	0	+	1602492	1602529	0	0.513514	0.486486	7	10	8	12	0	0	37
scaffold_14	1603242	1603243	.	0	+	1603242	1603243	0	0.000000	1.000000	0	1	0	0	0	0	1
scaffold_14	1605836	1605876	.	0	+	1605836	1605876	0	0.500000	0.500000	11	8	12	9	0	0	40
scaffold_14	1625095	1625096	.	0	+	1625095	1625096	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	1640088	1640126	.	0	+	1640088	1640126	0	0.578947	0.421053	12	5	11	10	0	0	38
scaffold_14	1647435	1647450	.	0	+	1647435	1647450	0	0.600000	0.400000	3	5	1	6	0	0	15
scaffold_14	1647748	1647755	.	0	+	1647748	1647755	0	0.428571	0.571429	2	1	3	1	0	0	7
scaffold_14	1648165	1648166	.	0	+	1648165	1648166	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	76218	76229	.	0	-	76218	76229	0	0.727273	0.272727	1	2	1	7	0	0	11
scaffold_14	121795	121830	.	0	-	121795	121830	0	0.542857	0.457143	9	9	7	10	0	0	35
scaffold_14	122085	122095	.	0	-	122085	122095	0	0.500000	0.500000	4	4	1	1	0	0	10
scaffold_14	124038	124046	.	0	-	124038	124046	0	0.500000	0.500000	1	1	3	3	0	0	8
scaffold_14	124417	124432	.	0	-	124417	124432	0	0.533333	0.466667	5	3	4	3	0	0	15
scaffold_14	134409	134441	.	0	-	134409	134441	0	0.531250	0.468750	10	9	6	7	0	0	32
scaffold_14	238106	238162	.	0	-	238106	238162	0	0.625000	0.375000	18	7	14	17	0	0	56
scaffold_14	252010	252011	.	0	-	252010	252011	0	0.000000	1.000000	0	1	0	0	0	0	1
scaffold_14	252636	252642	.	0	-	252636	252642	0	0.500000	0.500000	0	1	2	3	0	0	6
scaffold_14	387199	387200	.	0	-	387199	387200	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	460515	460516	.	0	-	460515	460516	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	465510	465520	.	0	-	465510	465520	0	0.400000	0.600000	2	4	2	2	0	0	10
scaffold_14	475865	475869	.	0	-	475865	475869	0	0.500000	0.500000	1	0	2	1	0	0	4
scaffold_14	477478	477479	.	0	-	477478	477479	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	477635	477676	.	0	-	477635	477676	0	0.414634	0.585366	11	10	14	6	0	0	41
scaffold_14	853308	853313	.	0	-	853308	853313	0	0.800000	0.200000	2	1	0	2	0	0	5
scaffold_14	855269	855284	.	0	-	855269	855284	0	0.466667	0.533333	6	2	6	1	0	0	15
scaffold_14	855442	855443	.	0	-	855442	855443	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	877324	877326	.	0	-	877324	877326	0	1.000000	0.000000	1	0	0	1	0	0	2
scaffold_14	891128	891160	.	0	-	891128	891160	0	0.531250	0.468750	5	8	7	12	0	0	32
scaffold_14	900562	900569	.	0	-	900562	900569	0	0.571429	0.428571	3	2	1	1	0	0	7
scaffold_14	904033	904038	.	0	-	904033	904038	0	0.400000	0.600000	0	0	3	2	0	0	5
scaffold_14	904253	904254	.	0	-	904253	904254	0	1.000000	0.000000	1	0	0	0	0	0	1
scaffold_14	905832	905834	.	0	-	905832	905834	0	0.500000	0.500000	0	0	1	1	0	0	2
scaffold_14	906083	906122	.	0	-	906083	906122	0	0.769231	0.230769	15	5	4	15	0	0	39
scaffold_14	908080	908090	.	0	-	908080	908090	0	0.500000	0.500000	2	2	3	3	0	0	10
scaffold_14	914555	914579	.	0	-	914555	914579	0	0.750000	0.250000	7	3	3	11	0	0	24
scaffold_14	952452	952456	.	0	-	952452	952456	0	0.250000	0.750000	1	2	1	0	0	0	4
scaffold_14	984973	985021	.	0	-	984973	985021	0	0.541667	0.458333	13	5	17	13	0	0	48
scaffold_14	998873	998881	.	0	-	998873	998881	0	0.625000	0.375000	2	2	1	3	0	0	8
scaffold_14	1020596	1020610	.	0	-	1020596	1020610	0	0.500000	0.500000	5	2	5	2	0	0	14
scaffold_14	1024060	1024206	.	0	-	1024060	1024206	0	0.602740	0.397260	43	29	29	45	0	0	146
scaffold_14	1135105	1135108	.	0	-	1135105	1135108	0	0.666667	0.333333	2	1	0	0	0	0	3
scaffold_14	1179662	1179667	.	0	-	1179662	1179667	0	0.800000	0.200000	3	1	0	1	0	0	5
scaffold_14	1197322	1197328	.	0	-	1197322	1197328	0	0.333333	0.666667	1	1	3	1	0	0	6
scaffold_14	1199817	1199819	.	0	-	1199817	1199819	0	0.500000	0.500000	0	1	0	1	0	0	2
scaffold_14	1200173	1200265	.	0	-	1200173	1200265	0	0.663043	0.336957	26	21	10	35	0	0	92
scaffold_14	1220835	1220836	.	0	-	1220835	1220836	0	0.000000	1.000000	0	1	0	0	0	0	1
