chr	start	end	breadth	score	strand	nTSSs	SI
1634	scaffold_129	56094	56122	29	3	+	2153	-1.80235589568518
1635	scaffold_129	60239	60244	6	3	+	2817	-0.629854819256011
1636	scaffold_129	242448	242460	13	3	+	795	-1.57528921769592
1637	scaffold_129	244716	244721	6	3	+	1789	0.117302915599627
1638	scaffold_129	55898	55916	19	3	-	2788	-1.23522622321773
1639	scaffold_129	253119	253124	6	3	-	1189	-0.161979845889216
1640	scaffold_129	257526	257588	63	3	-	5853	-3.10096594889549
1641	scaffold_129	259711	259712	2	3	-	1496	-0.123545284870405
1642	scaffold_129	259989	259992	4	3	-	18053	-0.72994718206096
1643	scaffold_129	260023	260033	11	3	-	16291	-0.204715671727067
1644	scaffold_129	278108	278109	2	2	-	538	0.291721597253836
1645	scaffold_1291	10476	10485	10	3	-	1394	-0.548886039706825
1646	scaffold_13	88947	88950	4	3	+	2921	0.304438221577374
1647	scaffold_13	142374	142378	5	3	+	2464	-0.0125886738249346
1648	scaffold_13	144105	144106	2	3	+	1405	0.82818464652725
1649	scaffold_13	148784	148791	8	3	+	5432	-0.291626316101211
1650	scaffold_13	150189	150190	2	1	+	426	-0.890390800316183
1651	scaffold_13	167545	167553	9	3	+	774	-0.625031910827278
1652	scaffold_13	234304	234312	9	3	+	90998	-0.127673308084687
1653	scaffold_13	234365	234368	4	3	+	2805	-0.100205162102698
1654	scaffold_13	243742	243745	4	3	+	10842	0.985973878069129
1655	scaffold_13	245395	245396	2	1	+	4669	1.5247166571825
1656	scaffold_13	277600	277615	16	3	+	1615	-0.942031714494947
1657	scaffold_13	281796	281800	5	3	+	1948	0.00514701826501995
1658	scaffold_13	310991	310992	2	3	+	1004	1.12014388614457
1659	scaffold_13	315177	315243	67	3	+	18174	-2.53590184128625
1660	scaffold_13	320581	320582	2	1	+	521	-0.212605546170236
1661	scaffold_13	320788	320809	22	3	+	502	-1.39058348235391
1662	scaffold_13	327434	327440	7	3	+	4632	-0.267621615940669
1663	scaffold_13	351612	351617	6	3	+	4995	-0.215943003459962
1664	scaffold_13	446046	446058	13	3	+	1803	-0.368280622636546
1665	scaffold_13	450910	450914	5	3	+	7441	0.656486578237846
1666	scaffold_13	455911	455914	4	1	+	239	-0.286236559560741
1667	scaffold_13	492095	492117	23	3	+	1994	-2.19036482273055
1668	scaffold_13	499002	499005	4	3	+	3784	0.736976141481053
1669	scaffold_13	499085	499086	2	3	+	1019	0.0859586961983396
1670	scaffold_13	507409	507503	95	3	+	20786	-3.36848416940571
1671	scaffold_13	515897	515910	14	3	+	2542	-2.04173246427273
1672	scaffold_13	522861	522862	2	1	+	535	0.407427616779697
1673	scaffold_13	529238	529246	9	3	+	8929	-0.776717538712948
1674	scaffold_13	532978	532981	4	3	+	2051	-0.705250940666899
1675	scaffold_13	578662	578663	2	3	+	4516	1.30045664870814
1676	scaffold_13	586676	586680	5	3	+	774	-1.26970060321463
1677	scaffold_13	623244	623248	5	3	+	6083	0.536809974180591
1678	scaffold_13	628298	628299	2	3	+	1316	0.441537946943679
1679	scaffold_13	632616	632637	22	2	+	625	-1.59817800050909
1680	scaffold_13	632878	632910	33	3	+	5007	-1.30517978494013
1681	scaffold_13	633051	633052	2	1	+	1421	0.152259877510126
1682	scaffold_13	633248	633249	2	1	+	925	0.843634274189498
1683	scaffold_13	633281	633282	2	1	+	1255	0.182069839918431
1684	scaffold_13	677399	677409	11	3	+	2077	-0.434153282478254
1685	scaffold_13	710973	711003	31	3	+	6385	-1.99041447498119
1686	scaffold_13	711033	711038	6	3	+	2878	-2.08108393165245
1687	scaffold_13	738313	738318	6	2	+	13846	0.422258840827551
1688	scaffold_13	738867	738880	14	1	+	284	-0.590764270501997
1689	scaffold_13	738992	739008	17	2	+	1024	-0.836380426832485
1690	scaffold_13	739192	739193	2	1	+	270	-0.684062188560999
1691	scaffold_13	768075	768082	8	3	+	22299	0.18984324251147
1692	scaffold_13	839777	839778	2	3	+	1021	-0.430785958779989
1693	scaffold_13	839798	839874	77	3	+	26560	-3.11191208715639
1694	scaffold_13	841085	841103	19	3	+	2220	-0.0360981458021081
1695	scaffold_13	866106	866112	7	3	+	1058	-1.95613043062839
1696	scaffold_13	869104	869109	6	3	+	3762	-0.511508025300826
1697	scaffold_13	880542	880558	17	3	+	3814	-0.182926731923903
1698	scaffold_13	928136	928140	5	3	+	9933	0.0236556363667808
1699	scaffold_13	931983	931990	8	3	+	61413	0.475606571306095
1700	scaffold_13	932235	932236	2	2	+	811	0.880281956119265
1701	scaffold_13	946472	946474	3	3	+	2123	1.27529764593901
1702	scaffold_13	960730	960731	2	1	+	426	0.358988331188543
1703	scaffold_13	1061483	1061484	2	2	+	725	-0.0285240613550477
1704	scaffold_13	1061506	1061537	32	3	+	4629	-2.69731360434071
1705	scaffold_13	1142149	1142166	18	3	+	1856	-2.22571064117479
1706	scaffold_13	1148660	1148661	2	3	+	1000	0.762107638378681
1707	scaffold_13	1152332	1152344	13	3	+	1139	-1.24084561820282
1708	scaffold_13	1205129	1205130	2	3	+	955	1.05368437379183
1709	scaffold_13	1212264	1212265	2	2	+	516	0.782100649510692
1710	scaffold_13	1278991	1278997	7	3	+	18188	0.240879566734382
1711	scaffold_13	1287992	1287993	2	1	+	342	0.962831116838702
1712	scaffold_13	1375582	1375589	8	3	+	38138	0.26209490287019
1713	scaffold_13	1376037	1376054	18	3	+	3473	0.677938052345106
1714	scaffold_13	1376323	1376324	2	1	+	752	-1.60876160722118
1715	scaffold_13	1376473	1376476	4	3	+	883	-0.949064401600977
1716	scaffold_13	1385970	1385971	2	3	+	1370	0.734613801685648
1717	scaffold_13	1392354	1392362	9	3	+	3212	-0.418864039492931
1718	scaffold_13	1397444	1397456	13	3	+	19667	0.186931821412524
1719	scaffold_13	1448695	1448704	10	3	+	2638	0.0706121532627129
1720	scaffold_13	1480396	1480400	5	3	+	7683	0.397646909584837
1721	scaffold_13	1484981	1484998	18	3	+	1359	-1.96025350622405
1722	scaffold_13	1494864	1494870	7	3	+	1597	-1.29416121564081
1723	scaffold_13	1607009	1607016	8	3	+	3828	0.294905186659649
1724	scaffold_13	1607038	1607058	21	3	+	6665	-1.60991388146702
1725	scaffold_13	1613530	1613542	13	3	+	1449	-1.9012013574563
1726	scaffold_13	1616800	1616801	2	2	+	679	0.67358107253809
1727	scaffold_13	1624501	1624502	2	3	+	1438	0.986603866245199
1728	scaffold_13	1624556	1624557	2	2	+	755	1.170781272302
1729	scaffold_13	1779029	1779033	5	3	+	9643	0.809124255926333
1730	scaffold_13	1780747	1780748	2	3	+	1923	0.865135250179484
1731	scaffold_13	1784545	1784546	2	3	+	15022	0.896231191964957
1732	scaffold_13	1784665	1784676	12	3	+	930	-0.948576986905502
1733	scaffold_13	1844723	1844724	2	1	+	936	-1.44898542675422
1734	scaffold_13	1848275	1848276	2	2	+	526	1.04066513822012
1735	scaffold_13	125431	125432	2	1	-	531	0.293051346485858
1736	scaffold_13	207842	207843	2	2	-	4860	-2.08808277034854
1737	scaffold_13	207879	207924	46	3	-	9358	-2.72095277055061
1738	scaffold_13	212876	212877	2	1	-	603	-0.461992916565206
1739	scaffold_13	216677	216710	34	3	-	2240	-2.63749838522877
1740	scaffold_13	221616	221624	9	3	-	4774	0.0917988083804364
1741	scaffold_13	260213	260214	2	1	-	463	0.568959753577504
1742	scaffold_13	261090	261091	2	3	-	503	1.23992093585392
1743	scaffold_13	345320	345321	2	1	-	427	-0.0766682063120316
1744	scaffold_13	348612	348618	7	3	-	1307	-1.57638146424379
1745	scaffold_13	359110	359111	2	2	-	657	0.842824512980638
1746	scaffold_13	359483	359488	6	3	-	29277	-0.304718545863319
1747	scaffold_13	412932	412937	6	3	-	955	-0.0218381301088764
1748	scaffold_13	429152	429158	7	3	-	5999	-0.521724492405168
1749	scaffold_13	429181	429182	2	1	-	505	-0.0537955420917258
1750	scaffold_13	489412	489413	2	1	-	396	0.976845023330758
1751	scaffold_13	489902	489930	29	3	-	10397	-1.61127263530948
1752	scaffold_13	491586	491590	5	3	-	3898	-0.689844062845672
1753	scaffold_13	491613	491614	2	1	-	727	-0.718114985053207
1754	scaffold_13	515012	515015	4	3	-	4223	0.931931136371956
1755	scaffold_13	568951	568956	6	3	-	4999	0.127526300844045
1756	scaffold_13	634720	634723	4	1	-	1103	-0.695903684822155
1757	scaffold_13	634760	634761	2	1	-	216	0.0738235272366023
1758	scaffold_13	634817	634818	2	1	-	686	-1.39910122719
1759	scaffold_13	634992	634994	3	2	-	2537	-0.828262490650959
1760	scaffold_13	635025	635028	4	2	-	5165	-1.39656201796524
1761	scaffold_13	635048	635091	44	4	-	8313	-1.64677854204628
1762	scaffold_13	635211	635287	77	3	-	21407	-2.36617414690633
1763	scaffold_13	635429	635431	3	1	-	730	-1.88592177268264
1764	scaffold_13	635476	635499	24	3	-	516889	-0.216844391774501
1765	scaffold_13	638270	638322	53	3	-	10347	-2.5584001244236
1766	scaffold_13	642063	642066	4	3	-	2828	0.0695992542466892
1767	scaffold_13	684054	684059	6	3	-	1563	-1.54626561972035
1768	scaffold_13	706496	706497	2	2	-	466	0.410516151807032
1769	scaffold_13	707780	707781	2	1	-	441	-0.861429519871695
1770	scaffold_13	707873	707874	2	3	-	4552	-0.775570772396348
1771	scaffold_13	707901	707917	17	3	-	3045	-0.339922065198418
1772	scaffold_13	708189	708190	2	3	-	1774	0.0791465937461431
1773	scaffold_13	708460	708472	13	3	-	764	-0.982562119168732
1774	scaffold_13	708836	708837	2	1	-	634	-1.10756605325474
1775	scaffold_13	709313	709363	51	3	-	16302	-0.139990489726131
1776	scaffold_13	710765	710774	10	3	-	2085	-1.53337203970616
1777	scaffold_13	712962	713037	76	3	-	10373	-2.9864500634251
1778	scaffold_13	719269	719281	13	3	-	725	-1.18755404372866
1779	scaffold_13	737310	737314	5	3	-	1462	0.385190512269155
1780	scaffold_13	737691	737719	29	3	-	2192	-1.12898531782105
1781	scaffold_13	741677	741685	9	3	-	871	-0.839576343910868
1782	scaffold_13	831251	831273	23	3	-	3813	-1.96305364001991
1783	scaffold_13	846461	846462	2	2	-	640	-0.0458914436852034
1784	scaffold_13	854553	854554	2	2	-	476	0.437684120594147
1785	scaffold_13	859056	859057	2	2	-	1234	0.889648124866382
1786	scaffold_13	865818	865835	18	3	-	3600	-1.59505644833098
1787	scaffold_13	919206	919207	2	3	-	1037	1.14377146417747
1788	scaffold_13	926866	926867	2	2	-	587	1.37320543421731
1789	scaffold_13	927144	927151	8	3	-	5065	-0.0970445268138906
1790	scaffold_13	930838	930843	6	3	-	36191	0.70234513868296
1791	scaffold_13	1047570	1047585	16	3	-	8627	0.484648198818117
1792	scaffold_13	1059639	1059655	17	3	-	2110	-2.59018190382945
1793	scaffold_13	1059692	1059744	53	3	-	6566	-2.92012373256728
1794	scaffold_13	1061243	1061274	32	3	-	24630	-1.96542167546199
1795	scaffold_13	1086090	1086105	16	3	-	2360	-2.56745401605144
1796	scaffold_13	1086130	1086131	2	1	-	1113	-1.25898608234027
1797	scaffold_13	1091835	1091836	2	3	-	739	0.931071143482652
1798	scaffold_13	1145629	1145633	5	3	-	6746	0.474954906749669
1799	scaffold_13	1151913	1151914	2	2	-	1309	0.655053014083643
1800	scaffold_13	1166979	1166980	2	1	-	735	-0.65953617841397
1801	scaffold_13	1167307	1167308	2	2	-	2255	-0.823404511913661
1802	scaffold_13	1167337	1167338	2	1	-	1128	-1.48365500252799
1803	scaffold_13	1167606	1167611	6	3	-	11815	0.475588157006487
1804	scaffold_13	1203561	1203564	4	3	-	1231	0.0787172552703053
1805	scaffold_13	1274077	1274081	5	3	-	3220	0.11211401378497
1806	scaffold_13	1283929	1283930	2	3	-	1015	-0.391491234870299
1807	scaffold_13	1284044	1284045	2	3	-	588	0.387809538752769
1808	scaffold_13	1284207	1284213	7	3	-	29400	0.879588141685407
1809	scaffold_13	1287477	1287480	4	3	-	1894	-2.21522857922137
1810	scaffold_13	1328830	1328831	2	2	-	556	0.357535118219132
1811	scaffold_13	1342820	1342821	2	3	-	1418	0.427266868617258
1812	scaffold_13	1422262	1422264	3	3	-	1078	-1.44199563069145
1813	scaffold_13	1426900	1426911	12	3	-	16145	0.208680119298471
1814	scaffold_13	1446383	1446384	2	1	-	422	1.18157678370362
1815	scaffold_13	1455719	1455729	11	3	-	384	-0.247410777102956
1816	scaffold_13	1458573	1458579	7	3	-	2888	-0.0960814480087695
1817	scaffold_13	1462776	1462781	6	3	-	978	0.435665284587039
1818	scaffold_13	1489626	1489645	20	3	-	1784	-1.19129203395853
1819	scaffold_13	1491880	1491881	2	2	-	716	0.112543913290162
1820	scaffold_13	1492959	1492960	2	2	-	1765	-1.46866671144602
1821	scaffold_13	1493003	1493018	16	3	-	31139	-0.0427700252102778
1822	scaffold_13	1512101	1512102	2	1	-	421	0.673560103537511
1823	scaffold_13	1536285	1536286	2	3	-	1421	0.613816977233215
1824	scaffold_13	1540501	1540502	2	2	-	746	-0.534979981145026
1825	scaffold_13	1574692	1574693	2	2	-	617	1.15734563222427
1826	scaffold_13	1586259	1586260	2	1	-	980	-1.21923549397994
1827	scaffold_13	1589701	1589702	2	3	-	1033	0.849318034962635
1828	scaffold_13	1597936	1597937	2	3	-	854	-0.0907799338834301
1829	scaffold_13	1599007	1599012	6	3	-	3736	-0.134004760944874
1830	scaffold_13	1600158	1600161	4	3	-	10984	0.643731095723644
1831	scaffold_13	1606566	1606618	53	3	-	9450	-2.88991954008498
1832	scaffold_13	1698343	1698344	2	3	-	2753	0.417468157525266
1833	scaffold_13	1707308	1707309	2	3	-	886	-0.249169648250395
1834	scaffold_13	1718602	1718603	2	3	-	1862	0.899163466495195
1835	scaffold_13	1724004	1724007	4	3	-	2784	0.687085044899448
1836	scaffold_13	1761085	1761086	2	2	-	3775	1.10147372296845
1837	scaffold_13	1769050	1769051	2	3	-	4516	1.00605184773761
1838	scaffold_13	1776164	1776165	2	2	-	1104	-0.0701975359814302
1839	scaffold_13	1792474	1792475	2	1	-	378	0.768698888180854
1840	scaffold_13	1818770	1818791	22	3	-	1500	-2.29622077112202
1841	scaffold_13	1823570	1823594	25	3	-	12973	-1.29475023631897
1842	scaffold_13	1843872	1843873	2	1	-	606	-0.398119524572793
1843	scaffold_13	1844437	1844451	15	3	-	2608	-1.91386217506422
1844	scaffold_13	1844477	1844480	4	3	-	764	-0.135282913340466
1845	scaffold_13	1867063	1867067	5	3	-	2397	0.412315294138543
1846	scaffold_13	1875079	1875088	10	3	-	1451	-0.373240828919826
1847	scaffold_13	1875947	1875955	9	3	-	15763	0.0103468450063513
1848	scaffold_130	148326	148327	2	1	+	424	0.135972013916516
1849	scaffold_130	148375	148379	5	3	+	630	-1.00034367722114
1850	scaffold_130	204711	204747	37	3	+	4550	-2.38913299896099
1851	scaffold_130	290698	290699	2	3	+	1281	0.938681632490847
1852	scaffold_130	79370	79371	2	2	-	785	0.890077939963657
1853	scaffold_130	222428	222475	48	3	-	4513	-3.15189611641298
1854	scaffold_130	256356	256358	3	3	-	5281	1.21566347695963
1855	scaffold_130	325000	325013	14	3	-	1655	-1.23515077900112
1856	scaffold_131	99956	99961	6	2	+	465	-0.813574733487973
1857	scaffold_131	121165	121210	46	3	+	21540	-2.1688671102164
1858	scaffold_131	141116	141132	17	3	+	2718	-1.23230244493436
1859	scaffold_131	162498	162502	5	3	+	1291	0.0231147086963261
1860	scaffold_131	173595	173599	5	3	+	9575	0.558708876521012
1861	scaffold_131	262416	262417	2	2	+	1111	0.775842362354561
1862	scaffold_131	266083	266085	3	3	+	1111	0.494160938159477
1863	scaffold_131	266222	266223	2	2	+	416	0.670363768202695
1864	scaffold_131	266290	266296	7	3	+	1084	-0.65381445536807
1865	scaffold_131	266377	266385	9	3	+	3773	-0.182824214086288
1866	scaffold_131	318725	318729	5	3	+	1222	-0.411467814984878
1867	scaffold_131	332263	332297	35	3	+	21001	-1.65301070430996
1868	scaffold_131	80360	80364	5	3	-	1749	-1.34199857954672
1869	scaffold_131	80536	80537	2	1	-	748	-0.99194150842965
1870	scaffold_131	80582	80583	2	1	-	593	-0.772075807578423
1871	scaffold_131	126867	126881	15	3	-	5156	-0.770180508933276
1872	scaffold_131	204244	204250	7	3	-	9407	-0.0986016395022107
1873	scaffold_131	250217	250219	3	3	-	3965	1.34412301405514
1874	scaffold_131	251224	251225	2	3	-	1106	-0.853037528158202
1875	scaffold_131	259254	259270	17	3	-	7249	-2.76110796187349
1876	scaffold_131	259301	259314	14	3	-	2177	-1.51746488263599
1877	scaffold_132	24353	24376	24	3	+	9204	-1.73779647562407
1878	scaffold_132	26914	26918	5	3	+	1229	-0.129965353800798
1879	scaffold_132	27199	27208	10	3	+	1419	-1.19925211765178
1880	scaffold_132	34691	34698	8	3	+	2093	-1.0981531070038
1881	scaffold_132	57894	57905	12	3	+	2657	-2.18941931665152
1882	scaffold_132	23783	23784	2	3	-	5314	-1.24034914917918
1883	scaffold_132	23804	23819	16	3	-	1665	-2.17968391361602
1884	scaffold_132	45174	45183	10	3	-	24087	-0.322189754563817
1885	scaffold_1321	3242	3287	46	3	+	160452	0.152202263152012
1886	scaffold_1321	3462	3472	11	3	+	2241	-0.78176254402826
1887	scaffold_1321	3501	3518	18	3	+	3296	-1.90110810897665
1888	scaffold_1321	3593	3595	3	3	+	853	-0.479584549200157
1889	scaffold_1321	3810	3811	2	2	+	967	-0.0112201855897465
1890	scaffold_1329	2812	2817	6	3	+	3276	0.198406256986558
1891	scaffold_133	221949	221950	2	3	+	2758	0.524642927432616
1892	scaffold_133	226183	226186	4	3	+	1216	-1.26603153119964
1893	scaffold_133	198939	198945	7	3	-	3588	0.188732070651173
1894	scaffold_133	218965	218967	3	3	-	2076	-0.183842573050062
1895	scaffold_134	192274	192275	2	3	+	893	-0.210292923240004
1896	scaffold_134	195737	195738	2	1	+	647	-0.23618076433667
1897	scaffold_134	198754	198755	2	1	+	340	1.04881591038924
1898	scaffold_134	181340	181347	8	3	-	2053	-0.216131890283465
1899	scaffold_134	182872	182873	2	1	-	168	0.691474239321992
1900	scaffold_135	120657	120674	18	3	+	6484	-1.26365276837906
1901	scaffold_135	120695	120721	27	3	+	7793	-1.90636376962448
1902	scaffold_135	129585	129618	34	3	+	2317	-2.34426253086854
1903	scaffold_135	43232	43233	2	1	-	444	-0.153837736035279
1904	scaffold_135	80186	80187	2	2	-	1712	-1.38973531958286
1905	scaffold_135	80234	80235	2	1	-	423	0.0215345858325657
1906	scaffold_135	85595	85596	2	1	-	1189	-1.15542624665862
1907	scaffold_135	108229	108230	2	3	-	788	1.22109908094723
1908	scaffold_135	111136	111137	2	1	-	448	0.133984053473663
1909	scaffold_135	113990	114073	84	3	-	18740	-3.14404566822043
1910	scaffold_135	120374	120437	64	3	-	7895	-2.86805072470672
1911	scaffold_135	209777	209792	16	3	-	4308	-1.1817494323076
1912	scaffold_135	288297	288304	8	3	-	670	-0.853592333315428
1913	scaffold_135	308103	308104	2	1	-	745	-0.756363717739426
1914	scaffold_1356	7493	7494	2	1	+	363	0.833238490685056
1915	scaffold_136	249888	249889	2	1	+	414	0.129508990969494
1916	scaffold_136	231060	231061	2	3	-	1735	1.46964439557489
1917	scaffold_136	255729	255768	40	3	-	39276	-2.01476510167839
1918	scaffold_137	131798	131809	12	3	+	4192	-1.30580630834254
1919	scaffold_137	131871	131872	2	1	+	481	0.593111949517397
1920	scaffold_137	249135	249139	5	3	-	624	1.76386048654432
1921	scaffold_137	251296	251298	3	3	-	764	-1.36486965982766
1922	scaffold_1377	447	452	6	3	+	639	-0.0295479535351455
1923	scaffold_138	54141	54145	5	3	+	2589	0.423426696777846
1924	scaffold_138	71180	71185	6	3	+	2859	0.355250903629465
1925	scaffold_138	75739	75745	7	3	+	2609	0.355992355268048
1926	scaffold_138	79254	79279	26	3	+	7995	-1.3620307087614
1927	scaffold_138	81973	81974	2	1	+	608	0.109315035588615
1928	scaffold_138	239183	239188	6	3	+	871	-1.60092918549033
1929	scaffold_138	240229	240233	5	3	+	1567	-1.24430122671413
1930	scaffold_138	240259	240260	2	1	+	2452	-2.02219661472721
1931	scaffold_138	240608	240631	24	3	+	2175	-1.52505118768702
1932	scaffold_138	240663	240664	2	3	+	2297	-1.50661661384437
1933	scaffold_138	240803	240804	2	1	+	354	0.592272713192405
1934	scaffold_138	241776	241777	2	1	+	391	-0.0522875489300607
1935	scaffold_138	241849	241850	2	1	+	529	-1.45047225272574
1936	scaffold_138	248464	248468	5	1	+	177	0.58738660778338
1937	scaffold_138	291771	291775	5	3	+	351	-1.1466791294501
1938	scaffold_138	295979	295980	2	3	+	1049	-0.505837169329543
1939	scaffold_138	306215	306238	24	3	+	65387	-0.450242502800718
1940	scaffold_138	306527	306537	11	3	+	5040	-0.308677126874056
1941	scaffold_138	306950	306964	15	3	+	2482	-0.528904246473125
1942	scaffold_138	309180	309183	4	3	+	1241	-0.446557981069847
1943	scaffold_138	312035	312040	6	3	+	869	-1.76344521649291
1944	scaffold_138	316269	316272	4	3	+	912	0.4162160143059
1945	scaffold_138	16530	16553	24	3	-	2122	-1.88061048575848
1946	scaffold_138	20366	20367	2	1	-	557	-0.353673981454014
1947	scaffold_138	21086	21149	64	3	-	14632	-1.74737007486642
1948	scaffold_138	48928	48946	19	3	-	1917	-1.78319998155815
1949	scaffold_138	167931	167934	4	3	-	1909	0.705255480892351
1950	scaffold_138	182155	182156	2	1	-	335	1.5575297934858
1951	scaffold_138	281206	281207	2	2	-	787	0.100325083623247
1952	scaffold_138	290627	290634	8	3	-	2142	-0.343986356069988
1953	scaffold_138	308880	308936	57	3	-	5079	-2.9538054926385
1954	scaffold_138	310826	310827	2	1	-	485	0.182855190913168
1955	scaffold_138	311024	311028	5	3	-	7802	-0.746157049545496
1956	scaffold_139	156931	156932	2	1	+	944	-1.5399293808756
1957	scaffold_139	157842	157846	5	3	+	743	-1.0603211412776
1958	scaffold_139	157872	157891	20	3	+	1801	-2.22587130062411
1959	scaffold_139	175330	175353	24	3	+	2235	-0.774863951391113
1960	scaffold_139	167419	167431	13	3	-	1007	-1.42995320195474
1961	scaffold_14	114348	114353	6	3	+	18919	0.42931307644408
1962	scaffold_14	230130	230159	30	3	+	3825	-1.95022174384355
1963	scaffold_14	430595	430635	41	3	+	11378	-0.743484600089503
1964	scaffold_14	431625	431627	3	1	+	318	0.698960495217012
1965	scaffold_14	578614	578634	21	3	+	1886	0.166300314767528
1966	scaffold_14	592818	592828	11	3	+	11729	0.0512938215970427
1967	scaffold_14	594993	595000	8	3	+	1083	-1.93489160903678
1968	scaffold_14	595078	595079	2	3	+	951	-0.637356817154426
1969	scaffold_14	786280	786284	5	3	+	3000	0.0482242419383803
1970	scaffold_14	856239	856240	2	1	+	402	-0.366620048542001
1971	scaffold_14	858358	858362	5	3	+	1596	0.293399530085652
1972	scaffold_14	891657	891674	18	3	+	2865	-2.3920052786019
1973	scaffold_14	908322	908337	16	3	+	1699	-2.10428492442859
1974	scaffold_14	1085111	1085121	11	3	+	13390	1.15316640971102
1975	scaffold_14	1085257	1085258	2	1	+	125	1.16181226323961
1976	scaffold_14	1200732	1200743	12	3	+	2365	-2.01577416920381
1977	scaffold_14	1208364	1208368	5	3	+	2695	0.147664697523934
1978	scaffold_14	1224148	1224149	2	2	+	921	-1.28262201411967
1979	scaffold_14	1238656	1238657	2	1	+	260	-0.0823229891816086
1980	scaffold_14	1240641	1240642	2	1	+	317	1.87707390074359
1981	scaffold_14	1244583	1244584	2	3	+	899	1.21338408451337
1982	scaffold_14	1284490	1284496	7	3	+	35602	0.540869793789837
1983	scaffold_14	1308733	1308740	8	3	+	17488	0.137297129330678
1984	scaffold_14	1309038	1309039	2	1	+	452	0.736251411175969
1985	scaffold_14	1309400	1309402	3	3	+	2441	-0.98207727246046
1986	scaffold_14	1310688	1310693	6	3	+	31443	0.568229111365108
1987	scaffold_14	1310868	1310869	2	1	+	411	0.5782571722602
1988	scaffold_14	1326684	1326685	2	1	+	379	1.27298363984421
1989	scaffold_14	1347293	1347294	2	3	+	1573	0.750351222469143
1990	scaffold_14	1349240	1349247	8	3	+	9199	-0.292528366973199
1991	scaffold_14	1349730	1349731	2	3	+	826	0.0196876201716363
1992	scaffold_14	1353054	1353058	5	3	+	2191	0.015206249271148
1993	scaffold_14	1354974	1354981	8	3	+	99157	0.588294090171213
1994	scaffold_14	1355120	1355121	2	1	+	567	-0.457745072047325
1995	scaffold_14	1355160	1355191	32	3	+	3226	-1.20644340352448
1996	scaffold_14	1355524	1355541	18	3	+	1688	-0.701861847165777
1997	scaffold_14	1357370	1357377	8	3	+	18724	0.731794421032695
1998	scaffold_14	1357541	1357572	32	3	+	8041	-1.41340489240853
1999	scaffold_14	1360796	1360803	8	3	+	3265	0.358146212127466
2000	scaffold_14	1410564	1410581	18	3	+	13552	-1.25212940920013
2001	scaffold_14	1410993	1410994	2	3	+	1550	0.527670009228432
2002	scaffold_14	1412313	1412314	2	1	+	865	-1.43859729492457
2003	scaffold_14	1412773	1412783	11	3	+	3253	-0.177619996612695
2004	scaffold_14	1426110	1426118	9	3	+	147517	0.697830511843232
2005	scaffold_14	1426550	1426569	20	3	+	690	-0.166048308372637
2006	scaffold_14	1426594	1426703	110	3	+	17363	-3.13990203912454
2007	scaffold_14	1426726	1426737	12	3	+	2621	-1.84093132474392
2008	scaffold_14	1426950	1426960	11	3	+	7639	1.10061080319818
2009	scaffold_14	1427204	1427244	41	3	+	1875	-1.48270118584017
2010	scaffold_14	1429412	1429418	7	3	+	2936	-0.0761300581461222
2011	scaffold_14	1506453	1506454	2	1	+	416	0.27873141098428
2012	scaffold_14	1513774	1513781	8	3	+	668	-0.411406973741088
2013	scaffold_14	1513851	1513856	6	3	+	1048	-0.125736044198335
2014	scaffold_14	1518253	1518266	14	3	+	13121	-0.806837016525539
2015	scaffold_14	1518305	1518312	8	3	+	3945	-1.50894251559921
2016	scaffold_14	1518644	1518650	7	3	+	589	-0.204953617878472
2017	scaffold_14	1549184	1549221	38	3	+	9991	-1.72924715710299
2018	scaffold_14	1552785	1552789	5	3	+	16690	0.365906446476081
2019	scaffold_14	1557349	1557350	2	1	+	414	-0.901611938020533
2020	scaffold_14	1557620	1557669	50	3	+	3781	-2.39901966369912
2021	scaffold_14	1557733	1557736	4	3	+	1260	-1.50588716241289
2022	scaffold_14	1565424	1565428	5	3	+	522	-0.0944843111644134
2023	scaffold_14	1591469	1591535	67	3	+	30743	-2.31482837276365
2024	scaffold_14	1592513	1592514	2	1	+	452	0.159517584280169
2025	scaffold_14	1602494	1602528	35	3	+	8431	-2.21505739265882
2026	scaffold_14	1603242	1603243	2	1	+	287	1.44721605692833
2027	scaffold_14	1605837	1605838	2	2	+	854	-1.5229985957797
2028	scaffold_14	1605871	1605876	6	3	+	10393	-0.731115076361368
2029	scaffold_14	1625095	1625096	2	1	+	1371	0.938604526768714
2030	scaffold_14	1647438	1647441	4	3	+	2302	0.0292041648051855
2031	scaffold_14	76220	76222	3	3	-	7476	1.03011098121951
2032	scaffold_14	121795	121830	36	3	-	1993	-1.34882512533471
2033	scaffold_14	122087	122095	9	3	-	58625	0.407950521210498
2034	scaffold_14	124424	124432	9	3	-	5721	-0.502916868538494
2035	scaffold_14	134409	134423	15	3	-	1629	-2.20720419476656
2036	scaffold_14	238106	238154	49	3	-	5040	-2.86647356507576
2037	scaffold_14	252637	252639	3	3	-	1492	-0.174979667595458
2038	scaffold_14	387199	387200	2	1	-	142	0.9868075802117
2039	scaffold_14	460515	460516	2	3	-	1787	1.15556307008822
2040	scaffold_14	465510	465517	8	3	-	9474	0.310013151104505
2041	scaffold_14	477478	477479	2	3	-	1638	-0.564668651160322
2042	scaffold_14	477638	477676	39	3	-	9488	0.0521104117981106
