promoter_ID	chr	start	end	strand	gene	GO_ID	KOG_JGI	KOG_ID	FlyBase_id_representative_homolog	interprot_representative_homolog
scaffold_924_2372_2381_+	scaffold_924	2372	2381	+	JGI_V11_229958	0	KOG3544	KOG3544	0	0
scaffold_924_2813_2859_+	scaffold_924	2813	2859	+	JGI_V11_229958	0	KOG3544	KOG3544	0	0
scaffold_93_200008_200030_+	scaffold_93	200008	200030	+	JGI_V11_228129	0	0	0	0	0
scaffold_94_167621_167631_+	scaffold_94	167621	167631	+	JGI_V11_309279	0	0	0	0	0
scaffold_95_230829_230835_+	scaffold_95	230829	230835	+	JGI_V11_327797	0	0	0	0	0
scaffold_95_361176_361181_+	scaffold_95	361176	361181	+	JGI_V11_327820	0	KOG1644	KOG1644	FBgn0051076	Q8IMQ4
scaffold_95_225982_225989_-	scaffold_95	225982	225989	-	JGI_V11_228180	0	0	0	0	0
scaffold_958_4254_4300_+	scaffold_958	4254	4300	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_4466_4722_+	scaffold_958	4466	4722	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_4848_5191_+	scaffold_958	4848	5191	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_5356_5447_+	scaffold_958	5356	5447	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_7204_7367_+	scaffold_958	7204	7367	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_7550_7599_+	scaffold_958	7550	7599	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_7870_7880_+	scaffold_958	7870	7880	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_8102_8123_+	scaffold_958	8102	8123	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_8438_8469_+	scaffold_958	8438	8469	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_8759_8835_+	scaffold_958	8759	8835	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_10550_10564_+	scaffold_958	10550	10564	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_10685_10819_+	scaffold_958	10685	10819	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_10936_11035_+	scaffold_958	10936	11035	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_958_11534_11548_+	scaffold_958	11534	11548	+	JGI_V11_299677	0	KOG4338	KOG4338	0	0
scaffold_96_207101_207106_+	scaffold_96	207101	207106	+	JGI_V11_309303	0	0	0	0	0
scaffold_96_281128_281138_-	scaffold_96	281128	281138	-	JGI_V11_228199	0	0	0	0	0
scaffold_97_388241_388330_+	scaffold_97	388241	388330	+	JGI_V11_228269	0	KOG1725	KOG1725	FBgn0033906	A1Z9M2
scaffold_97_429441_429467_+	scaffold_97	429441	429467	+	JGI_V11_309398	0	KOG0845	KOG0845	0	0
scaffold_97_424915_425020_-	scaffold_97	424915	425020	-	JGI_V11_309366	0	0	0	0	0
scaffold_97_427222_427259_-	scaffold_97	427222	427259	-	JGI_V11_328011	0	0	0	0	0
scaffold_97_428994_429002_-	scaffold_97	428994	429002	-	JGI_V11_328011	0	0	0	0	0
scaffold_98_314845_314869_+	scaffold_98	314845	314869	+	JGI_V11_328071	0	0	0	0	0
scaffold_987_8769_8805_-	scaffold_987	8769	8805	-	JGI_V11_309423	0	0	0	0	0
scaffold_99_202660_202703_+	scaffold_99	202660	202703	+	JGI_V11_61337	0	KOG1272	KOG1272	FBgn0030000	Q9W3K3
scaffold_99_474056_474083_+	scaffold_99	474056	474083	+	JGI_V11_309451	0	KOG4709	KOG4709	FBgn0052418	Q8SWS7
scaffold_99_192014_192018_-	scaffold_99	192014	192018	-	JGI_V11_228323	0	0	0	0	0
scaffold_574_37623_37624_+	scaffold_574	37623	37624	+	JGI_V11_119038	0	0	0	0	0
scaffold_6547_1560_1598_-	scaffold_6547	1560	1598	-	JGI_V11_341960	0	0	0	0	0
scaffold_167_174397_174452_-	scaffold_167	174397	174452	-	JGI_V11_302250	GO:0046872	KOG1311	KOG1311	FBgn0027453	Q9VKN8
scaffold_4_1008678_1008747_-	scaffold_4	1008678	1008747	-	JGI_V11_311398	GO:0046872	KOG1315	KOG1315	FBgn0033474	A1Z833
scaffold_83_298155_298204_+	scaffold_83	298155	298204	+	JGI_V11_201447	GO:0046872	KOG0509	KOG0509	FBgn0259824	Q9VUW9
scaffold_91_467808_467845_+	scaffold_91	467808	467845	+	JGI_V11_309205	GO:0046872	KOG1314	KOG1314	FBgn0038039	Q8SWX8
scaffold_10_271945_271994_+	scaffold_10	271945	271994	+	JGI_V11_300346	GO:0043087	KOG0706	KOG0706	FBgn0037182	A8JNX0
scaffold_100_298524_298533_+	scaffold_100	298524	298533	+	JGI_V11_202418	GO:0043087	KOG0521	KOG0521	FBgn0050372	A1Z7A6
scaffold_13_216672_216730_-	scaffold_13	216672	216730	-	JGI_V11_314966	GO:0043087	KOG0818	KOG0818	FBgn0033539	Q95RG8
scaffold_33_310528_310663_+	scaffold_33	310528	310663	+	JGI_V11_212918	GO:0043087	KOG0704	KOG0704	FBgn0020655	O18358
scaffold_675_8144_8281_+	scaffold_675	8144	8281	+	JGI_V11_335603	GO:0043087	KOG0703	KOG0703	FBgn0033349	A1Z7K6
scaffold_3_3371683_3371734_-	scaffold_3	3371683	3371734	-	JGI_V11_311135	GO:0042981	KOG4728	KOG4728	0	0
scaffold_6_2270754_2270760_+	scaffold_6	2270754	2270760	+	JGI_V11_236104	"GO:0042302,GO:0004295,GO:0006508,GO:0004263"	KOG3627	KOG3627	0	0
scaffold_10204_715_735_+	scaffold_10204	715	735	+	JGI_V11_19901	GO:0042302	0	0	FBgn0085491	A8JNN4
scaffold_111_101027_101028_-	scaffold_111	101027	101028	-	JGI_V11_258271	GO:0042302	0	0	FBgn0033867	Q7JZ94
scaffold_121_133120_133142_-	scaffold_121	133120	133142	-	JGI_V11_301173	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_121_133294_133305_-	scaffold_121	133294	133305	-	JGI_V11_301173	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_121_136974_136981_-	scaffold_121	136974	136981	-	JGI_V11_301174	GO:0042302	0	0	FBgn0033869	Q7K2P1
scaffold_121_137463_137467_-	scaffold_121	137463	137467	-	JGI_V11_301174	GO:0042302	0	0	FBgn0033869	Q7K2P1
scaffold_13_142374_142378_+	scaffold_13	142374	142378	+	JGI_V11_223022	GO:0042302	0	0	FBgn0033869	Q7K2P1
scaffold_13_144102_144106_+	scaffold_13	144102	144106	+	JGI_V11_99762	GO:0042302	0	0	0	0
scaffold_13_738311_738319_+	scaffold_13	738311	738319	+	JGI_V11_315078	GO:0042302	0	0	FBgn0033867	Q7JZ94
scaffold_13_738867_739008_+	scaffold_13	738867	739008	+	JGI_V11_315078	GO:0042302	0	0	FBgn0033867	Q7JZ94
scaffold_13_739158_739195_+	scaffold_13	739158	739195	+	JGI_V11_315078	GO:0042302	0	0	FBgn0033867	Q7JZ94
scaffold_13_1779029_1779036_+	scaffold_13	1779029	1779036	+	JGI_V11_301391	GO:0042302	KOG0661	KOG0661	0	0
scaffold_13_1780744_1780748_+	scaffold_13	1780744	1780748	+	JGI_V11_301392	GO:0042302	KOG3544	KOG3544	0	0
scaffold_13_1274077_1274081_-	scaffold_13	1274077	1274081	-	JGI_V11_99985	GO:0042302	KOG0260	KOG0260	0	0
scaffold_13_1769047_1769054_-	scaffold_13	1769047	1769054	-	JGI_V11_301390	GO:0042302	KOG0260	KOG0260	0	0
scaffold_14_1271103_1271108_+	scaffold_14	1271103	1271108	+	JGI_V11_239782	GO:0042302	0	0	FBgn0034157	Q9V7U0
scaffold_14_1308726_1308740_+	scaffold_14	1308726	1308740	+	JGI_V11_301580	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1309038_1309039_+	scaffold_14	1309038	1309039	+	JGI_V11_301580	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1309400_1309407_+	scaffold_14	1309400	1309407	+	JGI_V11_301580	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1310687_1310694_+	scaffold_14	1310687	1310694	+	JGI_V11_301650	GO:0042302	0	0	FBgn0033869	Q7K2P1
scaffold_14_1347292_1347297_+	scaffold_14	1347292	1347297	+	JGI_V11_301584	GO:0042302	KOG0661	KOG0661	0	0
scaffold_14_1349239_1349247_+	scaffold_14	1349239	1349247	+	JGI_V11_100339	GO:0042302	KOG0613	KOG0613	0	0
scaffold_14_1349729_1349731_+	scaffold_14	1349729	1349731	+	JGI_V11_100339	GO:0042302	KOG0613	KOG0613	0	0
scaffold_14_1353053_1353058_+	scaffold_14	1353053	1353058	+	JGI_V11_100340	GO:0042302	KOG0845	KOG0845	0	0
scaffold_14_1354974_1354985_+	scaffold_14	1354974	1354985	+	JGI_V11_239811	GO:0042302	KOG0845	KOG0845	0	0
scaffold_14_1355097_1355212_+	scaffold_14	1355097	1355212	+	JGI_V11_239811	GO:0042302	KOG0845	KOG0845	0	0
scaffold_14_1355524_1355541_+	scaffold_14	1355524	1355541	+	JGI_V11_239811	GO:0042302	KOG0845	KOG0845	0	0
scaffold_14_1357370_1357377_+	scaffold_14	1357370	1357377	+	JGI_V11_301586	GO:0042302	0	0	0	0
scaffold_14_1357527_1357595_+	scaffold_14	1357527	1357595	+	JGI_V11_301586	GO:0042302	0	0	0	0
scaffold_14_1360796_1360803_+	scaffold_14	1360796	1360803	+	JGI_V11_223263	GO:0042302	KOG0260	KOG0260	FBgn0033869	Q7K2P1
scaffold_14_1276929_1276955_-	scaffold_14	1276929	1276955	-	JGI_V11_100315	GO:0042302	0	0	FBgn0034157	Q9V7U0
scaffold_14_1287403_1287482_-	scaffold_14	1287403	1287482	-	JGI_V11_315544	GO:0042302	KOG0661	KOG0661	0	0
scaffold_14_1287814_1287838_-	scaffold_14	1287814	1287838	-	JGI_V11_315544	GO:0042302	KOG0661	KOG0661	0	0
scaffold_14_1298300_1298309_-	scaffold_14	1298300	1298309	-	JGI_V11_223256	GO:0042302	0	0	FBgn0033869	Q7K2P1
scaffold_14_1301748_1301754_-	scaffold_14	1301748	1301754	-	JGI_V11_239790	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1305108_1305142_-	scaffold_14	1305108	1305142	-	JGI_V11_301649	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1305321_1305330_-	scaffold_14	1305321	1305330	-	JGI_V11_301649	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1307837_1307847_-	scaffold_14	1307837	1307847	-	JGI_V11_239793	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1313601_1313608_-	scaffold_14	1313601	1313608	-	JGI_V11_301651	GO:0042302	KOG0260	KOG0260	0	0
scaffold_14_1316145_1316170_-	scaffold_14	1316145	1316170	-	JGI_V11_223258	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1316688_1316695_-	scaffold_14	1316688	1316695	-	JGI_V11_223258	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1318566_1318571_-	scaffold_14	1318566	1318571	-	JGI_V11_301652	GO:0042302	KOG3544	KOG3544	FBgn0033869	Q7K2P1
scaffold_14_1319946_1319948_-	scaffold_14	1319946	1319948	-	JGI_V11_301581	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1320265_1320289_-	scaffold_14	1320265	1320289	-	JGI_V11_301581	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1320506_1320515_-	scaffold_14	1320506	1320515	-	JGI_V11_301581	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1329792_1329807_-	scaffold_14	1329792	1329807	-	JGI_V11_301582	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1329947_1329959_-	scaffold_14	1329947	1329959	-	JGI_V11_301582	GO:0042302	KOG3544	KOG3544	0	0
scaffold_14_1331430_1331436_-	scaffold_14	1331430	1331436	-	JGI_V11_301583	GO:0042302	0	0	FBgn0033869	Q7K2P1
scaffold_17_613533_613535_-	scaffold_17	613533	613535	-	JGI_V11_302348	GO:0042302	KOG0382	KOG0382	0	0
scaffold_17_613786_613788_-	scaffold_17	613786	613788	-	JGI_V11_302348	GO:0042302	KOG0382	KOG0382	0	0
scaffold_18_614526_614534_+	scaffold_18	614526	614534	+	JGI_V11_241271	GO:0042302	KOG3544	KOG3544	0	0
scaffold_18_452397_452772_-	scaffold_18	452397	452772	-	JGI_V11_241217	GO:0042302	KOG3544	KOG3544	FBgn0035508	Q9VZG4
scaffold_187_23537_23654_+	scaffold_187	23537	23654	+	JGI_V11_332291	GO:0042302	0	0	0	0
scaffold_187_26045_26202_+	scaffold_187	26045	26202	+	JGI_V11_229441	GO:0042302	0	0	0	0
scaffold_187_29579_29586_+	scaffold_187	29579	29586	+	JGI_V11_302752	GO:0042302	0	0	0	0
scaffold_187_31885_31887_+	scaffold_187	31885	31887	+	JGI_V11_229443	GO:0042302	0	0	0	0
scaffold_187_32106_32123_+	scaffold_187	32106	32123	+	JGI_V11_229443	GO:0042302	0	0	0	0
scaffold_187_32291_32328_+	scaffold_187	32291	32328	+	JGI_V11_229443	GO:0042302	0	0	0	0
scaffold_187_51434_51445_+	scaffold_187	51434	51445	+	JGI_V11_229446	GO:0042302	0	0	0	0
scaffold_187_55939_55961_+	scaffold_187	55939	55961	+	JGI_V11_332302	GO:0042302	0	0	FBgn0033731	A1Z8Z7
scaffold_187_58102_58104_+	scaffold_187	58102	58104	+	JGI_V11_229447	GO:0042302	0	0	0	0
scaffold_187_22391_22463_-	scaffold_187	22391	22463	-	JGI_V11_302750	GO:0042302	KOG3544	KOG3544	0	0
scaffold_187_22564_22567_-	scaffold_187	22564	22567	-	JGI_V11_302750	GO:0042302	KOG3544	KOG3544	0	0
scaffold_187_27990_28020_-	scaffold_187	27990	28020	-	JGI_V11_229442	GO:0042302	0	0	0	0
scaffold_187_28180_28262_-	scaffold_187	28180	28262	-	JGI_V11_229442	GO:0042302	0	0	0	0
scaffold_187_28412_28416_-	scaffold_187	28412	28416	-	JGI_V11_229442	GO:0042302	0	0	0	0
scaffold_187_35885_35940_-	scaffold_187	35885	35940	-	JGI_V11_302751	GO:0042302	0	0	0	0
scaffold_187_37180_37190_-	scaffold_187	37180	37190	-	JGI_V11_302736	GO:0042302	0	0	0	0
scaffold_187_37363_37374_-	scaffold_187	37363	37374	-	JGI_V11_302736	GO:0042302	0	0	0	0
scaffold_187_38950_39061_-	scaffold_187	38950	39061	-	JGI_V11_229445	GO:0042302	0	0	0	0
scaffold_187_39305_39340_-	scaffold_187	39305	39340	-	JGI_V11_229445	GO:0042302	0	0	0	0
scaffold_187_39474_39477_-	scaffold_187	39474	39477	-	JGI_V11_229445	GO:0042302	0	0	0	0
scaffold_187_40978_41023_-	scaffold_187	40978	41023	-	JGI_V11_332297	GO:0042302	0	0	0	0
scaffold_187_41184_41185_-	scaffold_187	41184	41185	-	JGI_V11_332297	GO:0042302	0	0	0	0
scaffold_187_43825_43861_-	scaffold_187	43825	43861	-	JGI_V11_263359	GO:0042302	0	0	0	0
scaffold_187_44041_44042_-	scaffold_187	44041	44042	-	JGI_V11_263359	GO:0042302	0	0	0	0
scaffold_187_45311_45320_-	scaffold_187	45311	45320	-	JGI_V11_332299	GO:0042302	0	0	0	0
scaffold_187_45682_45683_-	scaffold_187	45682	45683	-	JGI_V11_332299	GO:0042302	0	0	0	0
scaffold_187_47110_47208_-	scaffold_187	47110	47208	-	JGI_V11_263361	GO:0042302	0	0	0	0
scaffold_187_47390_47393_-	scaffold_187	47390	47393	-	JGI_V11_263361	GO:0042302	0	0	0	0
scaffold_187_67072_67095_-	scaffold_187	67072	67095	-	JGI_V11_64872	GO:0042302	0	0	0	0
scaffold_187_71703_71708_-	scaffold_187	71703	71708	-	JGI_V11_219079	GO:0042302	0	0	0	0
scaffold_187_80980_81233_-	scaffold_187	80980	81233	-	JGI_V11_302740	GO:0042302	0	0	0	0
scaffold_187_81656_81668_-	scaffold_187	81656	81668	-	JGI_V11_302740	GO:0042302	0	0	0	0
scaffold_187_89642_89909_-	scaffold_187	89642	89909	-	JGI_V11_332314	GO:0042302	0	0	FBgn0050045	A8DRW0
scaffold_187_90309_90312_-	scaffold_187	90309	90312	-	JGI_V11_332314	GO:0042302	0	0	FBgn0050045	A8DRW0
scaffold_2_343038_343048_+	scaffold_2	343038	343048	+	JGI_V11_310130	GO:0042302	0	0	0	0
scaffold_2_343181_343185_+	scaffold_2	343181	343185	+	JGI_V11_310130	GO:0042302	0	0	0	0
scaffold_2_343768_343859_+	scaffold_2	343768	343859	+	JGI_V11_310130	GO:0042302	0	0	0	0
scaffold_2_3297702_3297705_+	scaffold_2	3297702	3297705	+	JGI_V11_303231	GO:0042302	0	0	0	0
scaffold_2_3460336_3460360_+	scaffold_2	3460336	3460360	+	JGI_V11_310585	GO:0042302	0	0	0	0
scaffold_2_339730_339736_-	scaffold_2	339730	339736	-	JGI_V11_310129	GO:0042302	KOG4443	KOG4443	0	0
scaffold_2_349988_350002_-	scaffold_2	349988	350002	-	JGI_V11_303105	GO:0042302	0	0	FBgn0039481	Q9VB81
scaffold_2_350193_350288_-	scaffold_2	350193	350288	-	JGI_V11_303105	GO:0042302	0	0	FBgn0039481	Q9VB81
scaffold_2_350392_350395_-	scaffold_2	350392	350395	-	JGI_V11_303105	GO:0042302	0	0	FBgn0039481	Q9VB81
scaffold_2_350609_350614_-	scaffold_2	350609	350614	-	JGI_V11_303105	GO:0042302	0	0	FBgn0039481	Q9VB81
scaffold_2_357804_357812_-	scaffold_2	357804	357812	-	JGI_V11_303106	GO:0042302	KOG1474	KOG1474	0	0
scaffold_2_1044368_1044384_-	scaffold_2	1044368	1044384	-	JGI_V11_303139	GO:0042302	0	0	0	0
scaffold_2_1044923_1044930_-	scaffold_2	1044923	1044930	-	JGI_V11_303139	GO:0042302	0	0	0	0
scaffold_23_289136_289161_+	scaffold_23	289136	289161	+	JGI_V11_303722	GO:0042302	0	0	FBgn0036617	Q7K1P4
scaffold_23_309873_309880_+	scaffold_23	309873	309880	+	JGI_V11_303723	GO:0042302	0	0	0	0
scaffold_23_310213_310248_+	scaffold_23	310213	310248	+	JGI_V11_303723	GO:0042302	0	0	0	0
scaffold_23_310374_310382_+	scaffold_23	310374	310382	+	JGI_V11_303723	GO:0042302	0	0	0	0
scaffold_23_311962_311966_+	scaffold_23	311962	311966	+	JGI_V11_303661	GO:0042302	0	0	0	0
scaffold_23_312318_312477_+	scaffold_23	312318	312477	+	JGI_V11_303661	GO:0042302	0	0	0	0
scaffold_23_315420_315425_+	scaffold_23	315420	315425	+	JGI_V11_224362	GO:0042302	0	0	0	0
scaffold_23_317578_317586_+	scaffold_23	317578	317586	+	JGI_V11_303725	GO:0042302	0	0	0	0
scaffold_23_318369_318381_+	scaffold_23	318369	318381	+	JGI_V11_303725	GO:0042302	0	0	0	0
scaffold_23_319310_319314_+	scaffold_23	319310	319314	+	JGI_V11_318015	GO:0042302	0	0	0	0
scaffold_23_319471_319503_+	scaffold_23	319471	319503	+	JGI_V11_318015	GO:0042302	0	0	0	0
scaffold_23_319678_319710_+	scaffold_23	319678	319710	+	JGI_V11_318015	GO:0042302	0	0	0	0
scaffold_23_319820_319822_+	scaffold_23	319820	319822	+	JGI_V11_318015	GO:0042302	0	0	0	0
scaffold_23_321532_321537_+	scaffold_23	321532	321537	+	JGI_V11_303663	GO:0042302	0	0	0	0
scaffold_23_321708_321829_+	scaffold_23	321708	321829	+	JGI_V11_303663	GO:0042302	0	0	0	0
scaffold_23_321968_322003_+	scaffold_23	321968	322003	+	JGI_V11_303663	GO:0042302	0	0	0	0
scaffold_23_322105_322148_+	scaffold_23	322105	322148	+	JGI_V11_303663	GO:0042302	0	0	0	0
scaffold_23_336784_336786_+	scaffold_23	336784	336786	+	JGI_V11_242905	GO:0042302	0	0	0	0
scaffold_23_393087_393098_+	scaffold_23	393087	393098	+	JGI_V11_224365	GO:0042302	0	0	0	0
scaffold_23_620684_620691_+	scaffold_23	620684	620691	+	JGI_V11_303748	GO:0042302	0	0	FBgn0033729	A1Z8Z2
scaffold_23_330615_330623_-	scaffold_23	330615	330623	-	JGI_V11_318018	GO:0042302	0	0	0	0
scaffold_23_330843_330873_-	scaffold_23	330843	330873	-	JGI_V11_318018	GO:0042302	0	0	0	0
scaffold_23_331082_331086_-	scaffold_23	331082	331086	-	JGI_V11_318018	GO:0042302	0	0	0	0
scaffold_23_332581_332626_-	scaffold_23	332581	332626	-	JGI_V11_318019	GO:0042302	0	0	0	0
scaffold_23_332754_332760_-	scaffold_23	332754	332760	-	JGI_V11_318019	GO:0042302	0	0	0	0
scaffold_23_333757_333839_-	scaffold_23	333757	333839	-	JGI_V11_318020	GO:0042302	KOG3544	KOG3544	0	0
scaffold_23_334123_334234_-	scaffold_23	334123	334234	-	JGI_V11_318020	GO:0042302	KOG3544	KOG3544	0	0
scaffold_23_334363_334371_-	scaffold_23	334363	334371	-	JGI_V11_318020	GO:0042302	KOG3544	KOG3544	0	0
scaffold_23_335928_335953_-	scaffold_23	335928	335953	-	JGI_V11_318021	GO:0042302	0	0	0	0
scaffold_23_389538_389541_-	scaffold_23	389538	389541	-	JGI_V11_318027	GO:0042302	0	0	0	0
scaffold_23_390759_390764_-	scaffold_23	390759	390764	-	JGI_V11_303665	GO:0042302	0	0	0	0
scaffold_23_391344_391350_-	scaffold_23	391344	391350	-	JGI_V11_303665	GO:0042302	0	0	0	0
scaffold_23_862570_862571_-	scaffold_23	862570	862571	-	JGI_V11_318118	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_23_865349_865366_-	scaffold_23	865349	865366	-	JGI_V11_318119	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_23_865553_865558_-	scaffold_23	865553	865558	-	JGI_V11_318119	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_32_438511_438516_+	scaffold_32	438511	438516	+	JGI_V11_305002	GO:0042302	0	0	0	0
scaffold_328_41017_41025_-	scaffold_328	41017	41025	-	JGI_V11_266578	GO:0042302	0	0	0	0
scaffold_37_500908_500923_+	scaffold_37	500908	500923	+	JGI_V11_105613	GO:0042302	0	0	0	0
scaffold_37_793412_793472_+	scaffold_37	793412	793472	+	JGI_V11_246873	GO:0042302	0	0	FBgn0035985	Q9VSY0
scaffold_4_1725082_1725086_+	scaffold_4	1725082	1725086	+	JGI_V11_234686	GO:0042302	KOG0613	KOG0613	0	0
scaffold_4_2324634_2324650_+	scaffold_4	2324634	2324650	+	JGI_V11_305698	GO:0042302	0	0	0	0
scaffold_4_2699400_2699404_+	scaffold_4	2699400	2699404	+	JGI_V11_311747	GO:0042302	0	0	0	0
scaffold_4_434818_434819_-	scaffold_4	434818	434819	-	JGI_V11_311297	GO:0042302	KOG0661	KOG0661	0	0
scaffold_4_2335673_2335689_-	scaffold_4	2335673	2335689	-	JGI_V11_305522	GO:0042302	0	0	0	0
scaffold_40_567618_567626_-	scaffold_40	567618	567626	-	JGI_V11_305768	GO:0042302	0	0	0	0
scaffold_40_777952_777954_-	scaffold_40	777952	777954	-	JGI_V11_247592	GO:0042302	0	0	FBgn0035985	Q9VSY0
scaffold_40_893748_893893_-	scaffold_40	893748	893893	-	JGI_V11_321425	GO:0042302	KOG3544	KOG3544	0	0
scaffold_40_894078_894244_-	scaffold_40	894078	894244	-	JGI_V11_321425	GO:0042302	KOG3544	KOG3544	0	0
scaffold_40_894404_894410_-	scaffold_40	894404	894410	-	JGI_V11_321425	GO:0042302	KOG3544	KOG3544	0	0
scaffold_40_895586_895793_-	scaffold_40	895586	895793	-	JGI_V11_305774	GO:0042302	KOG3544	KOG3544	0	0
scaffold_40_895988_896096_-	scaffold_40	895988	896096	-	JGI_V11_305774	GO:0042302	KOG3544	KOG3544	0	0
scaffold_40_896284_896287_-	scaffold_40	896284	896287	-	JGI_V11_305774	GO:0042302	KOG3544	KOG3544	0	0
scaffold_48_478820_478823_+	scaffold_48	478820	478823	+	JGI_V11_306285	GO:0042302	0	0	0	0
scaffold_4858_3370_3377_+	scaffold_4858	3370	3377	+	JGI_V11_340856	GO:0042302	KOG3544	KOG3544	FBgn0033869	Q7K2P1
scaffold_5_1015270_1015282_-	scaffold_5	1015270	1015282	-	JGI_V11_306592	GO:0042302	0	0	FBgn0035985	Q9VSY0
scaffold_7_1889980_1889984_+	scaffold_7	1889980	1889984	+	JGI_V11_97746	GO:0042302	0	0	0	0
scaffold_70_288001_288005_+	scaffold_70	288001	288005	+	JGI_V11_307924	GO:0042302	0	0	0	0
scaffold_75_336925_336933_-	scaffold_75	336925	336933	-	JGI_V11_308109	GO:0042302	0	0	0	0
scaffold_76_22409_22437_-	scaffold_76	22409	22437	-	JGI_V11_326064	GO:0042302	0	0	0	0
scaffold_76_22772_22791_-	scaffold_76	22772	22791	-	JGI_V11_326064	GO:0042302	0	0	0	0
scaffold_79_337044_337049_+	scaffold_79	337044	337049	+	JGI_V11_201180	GO:0042302	KOG3544	KOG3544	0	0
scaffold_79_337240_337277_+	scaffold_79	337240	337277	+	JGI_V11_201180	GO:0042302	KOG3544	KOG3544	0	0
scaffold_79_259318_259325_-	scaffold_79	259318	259325	-	JGI_V11_254676	GO:0042302	KOG0118	KOG0118	0	0
scaffold_79_271605_271613_-	scaffold_79	271605	271613	-	JGI_V11_110932	GO:0042302	KOG0118	KOG0118	0	0
scaffold_79_284105_284107_-	scaffold_79	284105	284107	-	JGI_V11_308332	GO:0042302	0	0	0	0
scaffold_79_284434_284458_-	scaffold_79	284434	284458	-	JGI_V11_308332	GO:0042302	0	0	0	0
scaffold_79_284612_284619_-	scaffold_79	284612	284619	-	JGI_V11_308332	GO:0042302	0	0	0	0
scaffold_79_313920_313927_-	scaffold_79	313920	313927	-	JGI_V11_326410	GO:0042302	KOG3544	KOG3544	0	0
scaffold_79_319845_319849_-	scaffold_79	319845	319849	-	JGI_V11_59192	GO:0042302	0	0	FBgn0033869	Q7K2P1
scaffold_79_323058_323116_-	scaffold_79	323058	323116	-	JGI_V11_254695	GO:0042302	KOG3544	KOG3544	FBgn0034157	Q9V7U0
scaffold_79_323327_323329_-	scaffold_79	323327	323329	-	JGI_V11_254695	GO:0042302	KOG3544	KOG3544	FBgn0034157	Q9V7U0
scaffold_79_325371_325392_-	scaffold_79	325371	325392	-	JGI_V11_18338	GO:0042302	0	0	0	0
scaffold_79_369233_369235_-	scaffold_79	369233	369235	-	JGI_V11_254703	GO:0042302	0	0	0	0
scaffold_8_18417_18482_+	scaffold_8	18417	18482	+	JGI_V11_313056	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_8_18594_18637_+	scaffold_8	18594	18637	+	JGI_V11_313056	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_8_18783_18811_+	scaffold_8	18783	18811	+	JGI_V11_313056	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_8_26074_26078_+	scaffold_8	26074	26078	+	JGI_V11_222053	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_8_30717_30722_+	scaffold_8	30717	30722	+	JGI_V11_236612	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
scaffold_8_39298_39347_+	scaffold_8	39298	39347	+	JGI_V11_313063	GO:0042302	KOG0260	KOG0260	0	0
scaffold_8_15714_15730_-	scaffold_8	15714	15730	-	JGI_V11_313055	GO:0042302	KOG3544	KOG3544	FBgn0033867	Q7JZ94
